document_number,debit_credit,date,amount,quantity,account_id,product_id,procurement_id,service_id,vendor_id,customer_id
BUDG78001659,Debit,2021-03-01,56900.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78001659,Debit,2021-03-01,390300.0,3.0,Other Prepaid Expenses,,,,,
BUDG78001659,Debit,2021-03-01,468800.0,2.0,Restricted Cash,,,,,
BUDG78001659,Debit,2021-03-01,202000.0,1.0,Short-term Deposits,,,,,
BUDG78001659,Debit,2021-03-01,207400.0,2.0,Spare Parts Inventory,,,,,
BUDG78001659,Debit,2021-03-01,93600.0,1.0,VAT Payable,,,,,
BUDG78001686,Credit,2021-03-01,-275500.0,397.0,COGS Spare Parts,,"Printer consumables (toner, ink)",,Lyreco Danmark A/S,
BUDG78001744,Debit,2021-03-01,301300.0,2.0,Accessories Inventory,,,,,
BUDG78001744,Credit,2021-03-01,-554000.0,21725.0,COGS Spare Parts,,RFID tags,,Volkswagen AG,
BUDG78001744,Debit,2021-03-01,11900.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78001744,Debit,2021-03-01,333300.0,3.0,Inventory New Vehicles,,,,,
BUDG78001744,Debit,2021-03-01,148500.0,2.0,Other Tax Receivables,,,,,
BUDG78001744,Debit,2021-03-01,126600.0,2.0,Prepaid Rent,,,,,
BUDG78001744,Debit,2021-03-01,198900.0,1.0,Restricted Cash,,,,,
BUDG78001744,Debit,2021-03-01,9400.0,1.0,Short-term Deposits,,,,,
BUDG78001744,Debit,2021-03-01,355800.0,1.0,Spare Parts Inventory,,,,,
BUDG78001744,Debit,2021-03-01,108100.0,1.0,Trade Receivables,,,,,
BUDG78001757,Credit,2021-03-01,-451900.0,96311.0,IT Maintenance & Support,,,Enterprise WiFi Support,IT Relation A/S,
BUDG78001774,Credit,2021-03-01,-372400.0,1140.0,COGS Spare Parts,,Waste oil disposal containers,,HCS A/S Transport & Spedition,
BUDG78001787,Debit,2021-03-01,87900.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78001787,Debit,2021-03-01,17300.0,1.0,Employee Advances,,,,,
BUDG78001787,Debit,2021-03-01,11000.0,1.0,Prepaid Insurance,,,,,
BUDG78001787,Credit,2021-03-01,-137200.0,166074.0,Service Subcontractors,,,Annual Hazardous Waste Collection Fee,HCS A/S Transport & Spedition,
BUDG78001787,Debit,2021-03-01,8400.0,1.0,Spare Parts Inventory,,,,,
BUDG78001787,Debit,2021-03-01,28800.0,2.0,Trade Payables,,,,,
BUDG78001843,Credit,2021-03-01,-812600.0,306396.0,Customer Loyalty Program Costs,,,Employee Assistance Program Fee,Adecco Danmark A/S,
BUDG78001848,Credit,2021-03-01,-18400.0,13869.0,Advertising Expenses,,,Annual Social Media Monitoring License,IT Relation A/S,
BUDG78001848,Debit,2021-03-01,266800.0,5.0,Doubtful Accounts Provision,,,,,
BUDG78001848,Debit,2021-03-01,26300.0,2.0,Employee Advances,,,,,
BUDG78001848,Debit,2021-03-01,260500.0,2.0,Inventory New Vehicles,,,,,
BUDG78001848,Debit,2021-03-01,384300.0,3.0,Other Prepaid Expenses,,,,,
BUDG78001848,Debit,2021-03-01,49300.0,2.0,Other Tax Receivables,,,,,
BUDG78001848,Debit,2021-03-01,7500.0,1.0,Restricted Cash,,,,,
BUDG78001848,Debit,2021-03-01,62500.0,2.0,Trade Payables,,,,,
BUDG78001848,Debit,2021-03-01,139800.0,2.0,Trade Receivables,,,,,
BUDG78001848,Debit,2021-03-01,3000.0,1.0,VAT Payable,,,,,
BUDG78001863,Debit,2021-03-01,45800.0,1.0,Accessories Inventory,,,,,
BUDG78001863,Credit,2021-03-01,-120200.0,131.0,COGS Spare Parts,,Router/modem devices,,Conscia A/S,
BUDG78001863,Debit,2021-03-01,169100.0,1.0,Inventory New Vehicles,,,,,
BUDG78001863,Debit,2021-03-01,156400.0,1.0,Other Tax Receivables,,,,,
BUDG78001863,Debit,2021-03-01,7900.0,1.0,Spare Parts Inventory,,,,,
BUDG78001863,Debit,2021-03-01,484500.0,2.0,Trade Receivables,,,,,
BUDG78001863,Debit,2021-03-01,121500.0,1.0,VAT Payable,,,,,
BUDG78001869,Credit,2021-03-01,-501800.0,5787.0,COGS Spare Parts,,"Filters (oil, air, fuel, cabin)",,Bosch Automotive,
BUDG78001882,Credit,2021-03-01,-209800.0,27.0,COGS Spare Parts,,Laptop computers,,Dustin Denmark A/S,
BUDG78001894,Credit,2021-03-01,-183700.0,86.0,COGS Spare Parts,,Network switches,,Conscia A/S,
BUDG78001899,Credit,2021-03-01,-1100.0,1113.0,Advertising Expenses,,,Annual Advertising Standards Board Fee,Volkswagen AG,
BUDG78001907,Debit,2021-03-01,849700.0,2.0,Accessories Inventory,,,,,
BUDG78001907,Credit,2021-03-01,-14100.0,55.0,COGS Spare Parts,,Smoke detectors,,Securitas Danmark A/S,
BUDG78001907,Debit,2021-03-01,112600.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78001907,Debit,2021-03-01,316500.0,3.0,Employee Advances,,,,,
BUDG78001907,Debit,2021-03-01,337400.0,1.0,Other Prepaid Expenses,,,,,
BUDG78001907,Debit,2021-03-01,414400.0,1.0,Other Tax Receivables,,,,,
BUDG78001907,Debit,2021-03-01,132000.0,1.0,Prepaid Insurance,,,,,
BUDG78001907,Debit,2021-03-01,1202000.0,4.0,Restricted Cash,,,,,
BUDG78001907,Debit,2021-03-01,582700.0,3.0,Short-term Deposits,,,,,
BUDG78001907,Debit,2021-03-01,586200.0,2.0,Spare Parts Inventory,,,,,
BUDG78001907,Debit,2021-03-01,197700.0,1.0,Trade Payables,,,,,
BUDG78001907,Debit,2021-03-01,146000.0,1.0,VAT Payable,,,,,
BUDG78001956,Credit,2021-03-01,-773100.0,41.0,COGS Spare Parts,,Gearboxes and transmissions,,Volkswagen AG,
BUDG78001972,Debit,2021-03-01,5000.0,1.0,Accessories Inventory,,,,,
BUDG78001972,Credit,2021-03-01,-35800.0,,COGS New Vehicles Purchase,,Security services,,G4S Danmark A/S,
BUDG78001972,Debit,2021-03-01,8200.0,2.0,Employee Advances,,,,,
BUDG78001972,Debit,2021-03-01,0.0,1.0,Inventory New Vehicles,,,,,
BUDG78001972,Debit,2021-03-01,2200.0,1.0,Other Tax Receivables,,,,,
BUDG78001972,Debit,2021-03-01,30600.0,4.0,Prepaid Insurance,,,,,
BUDG78001972,Debit,2021-03-01,13000.0,2.0,Restricted Cash,,,,,
BUDG78001972,Credit,2021-03-01,-2000.0,616.0,Service Subcontractors,,,Data Privacy Consulting,Boston Consulting Group Denmark,
BUDG78001972,Debit,2021-03-01,9100.0,1.0,Short-term Deposits,,,,,
BUDG78001972,Debit,2021-03-01,14600.0,1.0,Trade Payables,,,,,
BUDG78001972,Debit,2021-03-01,20800.0,2.0,Trade Receivables,,,,,
BUDG78001974,Credit,2021-03-01,-21900.0,20079.0,IT Maintenance & Support,,,Annual Cybersecurity Awareness Training,IT Relation A/S,
BUDG78002030,Credit,2021-03-01,-132200.0,4626.0,COGS Spare Parts,,Network cables,,Dustin Denmark A/S,
BUDG78002047,Debit,2021-03-01,65600.0,1.0,Accessories Inventory,,,,,
BUDG78002047,Credit,2021-03-01,-80300.0,18.0,Inventory Adjustments,,Coffee machines,,Miele Danmark A/S,
BUDG78002047,Debit,2021-03-01,300.0,1.0,Inventory New Vehicles,,,,,
BUDG78002047,Debit,2021-03-01,11000.0,1.0,Prepaid Rent,,,,,
BUDG78002047,Debit,2021-03-01,100900.0,1.0,Short-term Deposits,,,,,
BUDG78002047,Debit,2021-03-01,18200.0,1.0,Trade Receivables,,,,,
BUDG78002066,Credit,2021-03-01,-11800.0,96.0,COGS Spare Parts,,Backup tapes,,IT Relation A/S,
BUDG78002113,Credit,2021-03-01,-1974000.0,460793.0,Advertising Expenses,,,Marketing Media Buying Service,Valeo Service Denmark,
BUDG78002116,Credit,2021-03-01,-26900.0,32127.0,Legal and Audit Fees,,,Annual Company Seal Registration Fee,PwC Danmark,
BUDG78002117,Credit,2021-03-01,-87400.0,54208.0,IT Maintenance & Support,,,Annual Email Security License,IT Relation A/S,
BUDG78002140,Debit,2021-03-01,72500.0,8.0,Workshop Service Revenue,Car Body Repair,,,,Capital Car Distributors
BUDG78002165,Debit,2021-03-01,216000.0,56.0,Workshop Service Revenue,Auto Glass Replacement,,,,Odense B2B Auto
BUDG78002173,Debit,2021-03-01,74800.0,37.0,Accessories Sales Revenue,Car Personalization Packages,,,,Capital Car Distributors
BUDG78002174,Credit,2021-03-01,-1692700.0,518605.0,Service Subcontractors,,,Third-party Logistics Monitoring,DSV Road A/S,
BUDG78002184,Debit,2021-03-01,123900.0,1.0,Accessories Inventory,,,,,
BUDG78002184,Credit,2021-03-01,-217500.0,237.0,COGS Spare Parts,,Router/modem devices,,Conscia A/S,
BUDG78002184,Debit,2021-03-01,586400.0,2.0,Doubtful Accounts Provision,,,,,
BUDG78002184,Debit,2021-03-01,41000.0,1.0,Employee Advances,,,,,
BUDG78002184,Debit,2021-03-01,51900.0,1.0,Inventory New Vehicles,,,,,
BUDG78002184,Debit,2021-03-01,491700.0,4.0,Other Prepaid Expenses,,,,,
BUDG78002184,Debit,2021-03-01,175400.0,2.0,Other Tax Receivables,,,,,
BUDG78002184,Debit,2021-03-01,92100.0,2.0,Prepaid Insurance,,,,,
BUDG78002184,Debit,2021-03-01,43100.0,2.0,Trade Payables,,,,,
BUDG78002184,Debit,2021-03-01,2100.0,1.0,VAT Payable,,,,,
BUDG78002204,Credit,2021-03-01,-36300.0,24385.0,IT Maintenance & Support,,,Annual Visitor Management License,IT Relation A/S,
BUDG78002204,Credit,2021-03-01,-377700.0,1.0,Prepaid Insurance,,,,,
BUDG78002204,Credit,2021-03-01,-156700.0,1.0,Short-term Deposits,,,,,
BUDG78002204,Credit,2021-03-01,-1971800.0,1.0,Spare Parts Inventory,,,,,
BUDG78002204,Credit,2021-03-01,-1639900.0,1.0,Trade Receivables,,,,,
BUDG78002204,Credit,2021-03-01,-162200.0,1.0,VAT Payable,,,,,
BUDG78002266,Credit,2021-03-01,-127500.0,8.0,COGS Spare Parts,,Vending machines,,Volkswagen AG,
BUDG78002289,Credit,2021-03-01,-351700.0,820.0,External Refurbishment (Used Cars),,Signage (internal/external),,Volkswagen AG,
BUDG78002292,Credit,2021-03-01,-22100.0,360.0,COGS New Vehicles Purchase,,Water (m³),,Volkswagen AG,
BUDG78002301,Credit,2021-03-01,-1400.0,2.0,COGS Spare Parts,,Telephone handsets,,Dustin Denmark A/S,
BUDG78002317,Debit,2021-03-01,469700.0,1316.0,Workshop Service Revenue,Trade-In Evaluation Service,,,,AutoDrive Retailers
BUDG78002346,Credit,2021-03-01,-15646500.0,61.0,COGS New Vehicles Purchase,,New passenger vehicles,,Volkswagen AG,
BUDG78002356,Debit,2021-03-01,41500.0,3.0,Accessories Inventory,,,,,
BUDG78002356,Debit,2021-03-01,49200.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78002356,Debit,2021-03-01,8200.0,1.0,Employee Advances,,,,,
BUDG78002356,Credit,2021-03-01,-259200.0,181534.0,IT Maintenance & Support,,,Annual Time Tracking System License,IT Relation A/S,
BUDG78002356,Debit,2021-03-01,15700.0,2.0,Inventory New Vehicles,,,,,
BUDG78002356,Debit,2021-03-01,23100.0,1.0,Other Tax Receivables,,,,,
BUDG78002356,Debit,2021-03-01,23200.0,2.0,Prepaid Insurance,,,,,
BUDG78002356,Debit,2021-03-01,8300.0,1.0,Prepaid Rent,,,,,
BUDG78002356,Debit,2021-03-01,5200.0,1.0,Restricted Cash,,,,,
BUDG78002356,Debit,2021-03-01,12200.0,1.0,Spare Parts Inventory,,,,,
BUDG78002356,Debit,2021-03-01,2700.0,1.0,Trade Payables,,,,,
BUDG78002356,Debit,2021-03-01,61300.0,3.0,Trade Receivables,,,,,
BUDG78002358,Debit,2021-03-01,879000.0,253.0,Accessories Sales Revenue,Climate Control Upgrades,,,,GreenTech Automotive Solutions
BUDG78002363,Debit,2021-03-01,370400.0,1.0,Vehicle Sales Revenue,Plug-in Hybrid Cars,,,,Greater Cars Retail
BUDG78002365,Debit,2021-03-01,1675800.0,5.0,Vehicle Sales Revenue,SUVs,,,,AutoDrive Retailers
BUDG78002383,Credit,2021-03-01,-30100.0,15.0,COGS Spare Parts,,Hydraulic jacks,,Bosch Automotive,
BUDG78002402,Credit,2021-03-01,-2200.0,62.0,COGS New Vehicles Purchase,,Bottled water (office use),,Lyreco Danmark A/S,
BUDG78002408,Credit,2021-03-01,-168700.0,155998.0,Event Marketing Costs,,,Annual Shareholder Meeting Service,Valeo Service Denmark,
BUDG78002426,Credit,2021-03-01,-41000.0,894.0,COGS Spare Parts,,Power strips,,Dustin Denmark A/S,
BUDG78002437,Credit,2021-03-01,-131200.0,584.0,COGS Spare Parts,,Soap dispensers,,RegionH Cleaning Services,
BUDG78002444,Credit,2021-03-01,-75600.0,51500.0,IT Maintenance & Support,,,Annual Document Management System License,IT Relation A/S,
BUDG78002489,Credit,2021-03-01,-118700.0,7272.0,COGS Spare Parts,,Folders and binders,,Lyreco Danmark A/S,
BUDG78002489,Debit,2021-03-01,19600.0,1.0,Other Prepaid Expenses,,,,,
BUDG78002489,Debit,2021-03-01,709600.0,3.0,Other Tax Receivables,,,,,
BUDG78002489,Debit,2021-03-01,103100.0,2.0,Short-term Deposits,,,,,
BUDG78002525,Credit,2021-03-01,-2700.0,2765.0,Advertising Expenses,,,Annual Advertising Standards Board Fee,Volkswagen AG,
BUDG78002566,Debit,2021-03-01,1544400.0,818.0,Workshop Service Revenue,Auto Upholstery Repairs,,,,Odense B2B Auto
BUDG78002584,Credit,2021-03-01,-1187000.0,227.0,COGS Spare Parts,,Access control systems,,G4S Danmark A/S,
BUDG78002598,Debit,2021-03-01,80100.0,83.0,Accessories Sales Revenue,Cargo Liners,,,,AutoDrive Retailers
BUDG78002604,Credit,2021-03-01,-123900.0,,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
BUDG78002630,Credit,2021-03-01,-6809400.0,1.0,Accessories Inventory,,,,,
BUDG78002630,Credit,2021-03-01,-1764200.0,2.0,Doubtful Accounts Provision,,,,,
BUDG78002630,Credit,2021-03-01,-31410400.0,4.0,Employee Advances,,,,,
BUDG78002630,Credit,2021-03-01,-670400.0,98093.0,IT Maintenance & Support,,,Microsoft Enterprise Agreement,IT Relation A/S,
BUDG78002630,Credit,2021-03-01,-9631800.0,1.0,Inventory New Vehicles,,,,,
BUDG78002630,Credit,2021-03-01,-6107600.0,2.0,Other Prepaid Expenses,,,,,
BUDG78002630,Credit,2021-03-01,-2256500.0,1.0,Prepaid Insurance,,,,,
BUDG78002630,Credit,2021-03-01,-8815300.0,1.0,Restricted Cash,,,,,
BUDG78002630,Credit,2021-03-01,-21151500.0,2.0,Short-term Deposits,,,,,
BUDG78002630,Credit,2021-03-01,-1938900.0,1.0,Spare Parts Inventory,,,,,
BUDG78002630,Credit,2021-03-01,-7365200.0,1.0,Trade Receivables,,,,,
BUDG78002630,Credit,2021-03-01,-1868600.0,1.0,VAT Payable,,,,,
BUDG78002646,Credit,2021-03-01,-41000.0,1256.0,COGS New Vehicles Purchase,,Calendars,,Volkswagen AG,
BUDG78002646,Debit,2021-03-01,32300.0,1.0,Roadside Assistance Revenue,Mobile Service Vans,,,,BlueFleet Solutions
BUDG78002652,Debit,2021-03-01,58600.0,479.0,Accessories Sales Revenue,Car Air Fresheners,,,,Capital Car Distributors
BUDG78002661,Credit,2021-03-01,-119800.0,7339.0,COGS New Vehicles Purchase,,Name badges,,Volkswagen AG,
BUDG78002667,Credit,2021-03-01,-68000.0,832.0,COGS New Vehicles Purchase,,Desk organizers,,Lyreco Danmark A/S,
BUDG78002676,Debit,2021-03-01,4900.0,1.0,Accessories Inventory,,,,,
BUDG78002676,Debit,2021-03-01,58000.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78002676,Debit,2021-03-01,73300.0,2.0,Employee Advances,,,,,
BUDG78002676,Credit,2021-03-01,-429800.0,62894.0,IT Maintenance & Support,,,Microsoft Enterprise Agreement,IT Relation A/S,
BUDG78002676,Debit,2021-03-01,72900.0,1.0,Inventory New Vehicles,,,,,
BUDG78002676,Debit,2021-03-01,108600.0,3.0,Other Prepaid Expenses,,,,,
BUDG78002676,Debit,2021-03-01,118600.0,1.0,Prepaid Insurance,,,,,
BUDG78002676,Debit,2021-03-01,199500.0,1.0,Prepaid Rent,,,,,
BUDG78002676,Debit,2021-03-01,48500.0,2.0,Restricted Cash,,,,,
BUDG78002676,Debit,2021-03-01,46000.0,1.0,Trade Payables,,,,,
BUDG78002676,Debit,2021-03-01,22300.0,2.0,Trade Receivables,,,,,
BUDG78002692,Credit,2021-03-01,-244600.0,368.0,COGS Spare Parts,,Door locks and handles,,Volkswagen AG,
BUDG78002697,Debit,2021-03-01,622700.0,2.0,Fleet Management Revenue,Fleet Sales,,,,MetroFleet Management
BUDG78002702,Credit,2021-03-01,-35900.0,2.0,Doubtful Accounts Provision,,,,,
BUDG78002702,Credit,2021-03-01,-400000.0,4.0,Employee Advances,,,,,
BUDG78002702,Credit,2021-03-01,-13500.0,2.0,Other Prepaid Expenses,,,,,
BUDG78002702,Credit,2021-03-01,-73500.0,1.0,Prepaid Insurance,,,,,
BUDG78002702,Credit,2021-03-01,-150700.0,2.0,Prepaid Rent,,,,,
BUDG78002702,Credit,2021-03-01,-116800.0,2.0,Restricted Cash,,,,,
BUDG78002702,Credit,2021-03-01,-334500.0,3.0,Spare Parts Inventory,,,,,
BUDG78002702,Credit,2021-03-01,-85800.0,3.0,Trade Payables,,,,,
BUDG78002702,Credit,2021-03-01,-91800.0,1.0,Trade Receivables,,,,,
BUDG78002702,Debit,2021-03-01,101300.0,1.0,Used Vehicle Sales Revenue,Used Motorcycles,,,,AutoDrive Retailers
BUDG78002728,Debit,2021-03-01,2400.0,8.0,Accessories Sales Revenue,License Plate Frames,,,,AutoDrive Retailers
BUDG78002742,Credit,2021-03-01,-45400.0,2782.0,COGS Spare Parts,,Folders and binders,,Lyreco Danmark A/S,
BUDG78002757,Debit,2021-03-01,197300.0,52.0,Accessories Sales Revenue,In-Car Entertainment Systems,,,,Danmark Car Brokers
BUDG78002757,Credit,2021-03-01,-24123400.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78002757,Credit,2021-03-01,-28412300.0,4.0,Employee Advances,,,,,
BUDG78002757,Credit,2021-03-01,-4973100.0,1.0,Inventory New Vehicles,,,,,
BUDG78002757,Credit,2021-03-01,-20861200.0,3.0,Other Tax Receivables,,,,,
BUDG78002757,Credit,2021-03-01,-9331100.0,1.0,Prepaid Insurance,,,,,
BUDG78002757,Credit,2021-03-01,-5279700.0,1.0,Prepaid Rent,,,,,
BUDG78002757,Credit,2021-03-01,-15665700.0,3.0,Restricted Cash,,,,,
BUDG78002757,Credit,2021-03-01,-9599500.0,2.0,Short-term Deposits,,,,,
BUDG78002757,Credit,2021-03-01,-7890700.0,1.0,Spare Parts Inventory,,,,,
BUDG78002757,Credit,2021-03-01,-2655500.0,1.0,Trade Receivables,,,,,
BUDG78002769,Credit,2021-03-01,-184100.0,10.0,COGS Spare Parts,,Server hardware,,IT Relation A/S,
BUDG78002769,Debit,2021-03-01,8700.0,1.0,Employee Advances,,,,,
BUDG78002769,Debit,2021-03-01,700.0,1.0,Inventory New Vehicles,,,,,
BUDG78002769,Debit,2021-03-01,16400.0,2.0,Prepaid Insurance,,,,,
BUDG78002769,Debit,2021-03-01,4700.0,1.0,Prepaid Rent,,,,,
BUDG78002769,Debit,2021-03-01,13900.0,3.0,Restricted Cash,,,,,
BUDG78002769,Debit,2021-03-01,8100.0,2.0,Spare Parts Inventory,,,,,
BUDG78002769,Debit,2021-03-01,0.0,1.0,Trade Payables,,,,,
BUDG78002769,Debit,2021-03-01,14800.0,1.0,Trade Receivables,,,,,
BUDG78002769,Debit,2021-03-01,13400.0,1.0,VAT Payable,,,,,
BUDG78002797,Credit,2021-03-01,-2800.0,2378.0,Bank Charges,,,Annual Company Credit Card Fee,Danske Bank A/S,
BUDG78002800,Debit,2021-03-01,101000.0,165.0,Accessories Sales Revenue,Tire Pressure Monitoring Systems,,,,CarFleet Systems
BUDG78002839,Credit,2021-03-01,-243000.0,29778.0,COGS New Vehicles Purchase,,"Stationery (pens, pencils, markers)",,Lyreco Danmark A/S,
BUDG78002849,Credit,2021-03-01,-573200.0,83875.0,IT Maintenance & Support,,,Microsoft Enterprise Agreement,IT Relation A/S,
BUDG78002853,Credit,2021-03-01,-1118900.0,337519.0,Service Subcontractors,,,Data Privacy Consulting,Boston Consulting Group Denmark,
BUDG78002867,Credit,2021-03-01,-109000.0,25.0,COGS Spare Parts,,Diagnostic software subscriptions,,Bosch Automotive,
BUDG78002916,Debit,2021-03-01,4200.0,1.0,Vehicle Rental Revenue,Mobility-as-a-Service Packages,,,,Startify Mobility
BUDG78002960,Debit,2021-03-01,67800.0,190.0,Accessories Sales Revenue,Auto Emergency Kits,,,,Odense B2B Auto
BUDG78003038,Debit,2021-03-01,9400.0,4.0,Workshop Service Revenue,Engine Diagnostics,,,,GreenTech Automotive Solutions
BUDG78003047,Credit,2021-03-01,-701400.0,3.0,Accessories Inventory,,,,,
BUDG78003047,Credit,2021-03-01,-1674000.0,2.0,Employee Advances,,,,,
BUDG78003047,Credit,2021-03-01,-1268100.0,3.0,Inventory New Vehicles,,,,,
BUDG78003047,Credit,2021-03-01,-501200.0,2.0,Other Tax Receivables,,,,,
BUDG78003047,Credit,2021-03-01,-1593600.0,4.0,Short-term Deposits,,,,,
BUDG78003047,Credit,2021-03-01,-54600.0,1.0,Spare Parts Inventory,,,,,
BUDG78003047,Credit,2021-03-01,-490700.0,1.0,Trade Payables,,,,,
BUDG78003047,Credit,2021-03-01,-14300.0,1.0,VAT Payable,,,,,
BUDG78003047,Debit,2021-03-01,200300.0,245.0,Workshop Service Revenue,Driver Wellness Services,,,,Startify Mobility
BUDG78003088,Debit,2021-03-01,124000.0,61.0,Accessories Sales Revenue,Car Personalization Packages,,,,Capital Car Distributors
BUDG78003098,Debit,2021-03-01,81300.0,9.0,Commission Income,Commercial Car Insurance,,,,Capital Car Distributors
BUDG78003135,Credit,2021-03-01,-61700.0,1.0,Accessories Inventory,,,,,
BUDG78003135,Credit,2021-03-01,-821800.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78003135,Credit,2021-03-01,-778100.0,1.0,Other Prepaid Expenses,,,,,
BUDG78003135,Credit,2021-03-01,-704800.0,1.0,Prepaid Rent,,,,,
BUDG78003135,Credit,2021-03-01,-272200.0,1.0,VAT Payable,,,,,
BUDG78003135,Debit,2021-03-01,549600.0,1539.0,Workshop Service Revenue,Trade-In Evaluation Service,,,,AutoDrive Retailers
BUDG78003159,Debit,2021-03-01,338500.0,2.0,Used Vehicle Sales Revenue,Used Electric Vehicles,,,,GreenTech Automotive Solutions
BUDG78003181,Credit,2021-03-01,-42800.0,1.0,Accessories Inventory,,,,,
BUDG78003181,Debit,2021-03-01,2500.0,1.0,Accessories Sales Revenue,Van Shelving Kits,,,,FleetPartners ApS
BUDG78003181,Credit,2021-03-01,-7800.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78003181,Credit,2021-03-01,-73000.0,2.0,Employee Advances,,,,,
BUDG78003181,Credit,2021-03-01,-800.0,1.0,Inventory New Vehicles,,,,,
BUDG78003181,Credit,2021-03-01,-19100.0,1.0,Other Prepaid Expenses,,,,,
BUDG78003181,Credit,2021-03-01,-30300.0,2.0,Prepaid Rent,,,,,
BUDG78003181,Credit,2021-03-01,-27600.0,1.0,Short-term Deposits,,,,,
BUDG78003181,Credit,2021-03-01,-171500.0,1.0,Trade Payables,,,,,
BUDG78003181,Credit,2021-03-01,-76100.0,3.0,Trade Receivables,,,,,
BUDG78003186,Credit,2021-03-01,-4100.0,2.0,Accessories Inventory,,,,,
BUDG78003186,Credit,2021-03-01,-800.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78003186,Credit,2021-03-01,-3300.0,2.0,Employee Advances,,,,,
BUDG78003186,Credit,2021-03-01,-2300.0,3.0,Other Prepaid Expenses,,,,,
BUDG78003186,Credit,2021-03-01,-700.0,2.0,Other Tax Receivables,,,,,
BUDG78003186,Credit,2021-03-01,-1900.0,1.0,Prepaid Insurance,,,,,
BUDG78003186,Credit,2021-03-01,-3800.0,1.0,Prepaid Rent,,,,,
BUDG78003186,Credit,2021-03-01,-4600.0,2.0,Short-term Deposits,,,,,
BUDG78003186,Credit,2021-03-01,-900.0,2.0,Spare Parts Inventory,,,,,
BUDG78003186,Credit,2021-03-01,-1400.0,1.0,Trade Payables,,,,,
BUDG78003186,Debit,2021-03-01,4100.0,1.0,Vehicle Rental Revenue,Mobility-as-a-Service Packages,,,,Startify Mobility
BUDG78003222,Debit,2021-03-01,1609800.0,717.0,Spare Parts Sales Revenue,Car Spare Parts,,,,Capital Car Distributors
BUDG78003341,Debit,2021-03-01,258400.0,79.0,Workshop Service Revenue,Automatic Gearbox Servicing,,,,GreenTech Automotive Solutions
BUDG78003364,Credit,2021-03-01,-235400.0,1.0,Inventory New Vehicles,,,,,
BUDG78003364,Credit,2021-03-01,-19600.0,1.0,Restricted Cash,,,,,
BUDG78003364,Credit,2021-03-01,-705900.0,3.0,Short-term Deposits,,,,,
BUDG78003364,Credit,2021-03-01,-420900.0,1.0,Spare Parts Inventory,,,,,
BUDG78003364,Credit,2021-03-01,-348300.0,1.0,Trade Receivables,,,,,
BUDG78003364,Debit,2021-03-01,1863000.0,17.0,Used Vehicle Sales Revenue,Used Commercial Vans,,,,AutoDrive Retailers
BUDG78003398,Debit,2021-03-01,18500.0,15.0,Commission Income,Finance Broker Services,,,,Danmark Car Brokers
BUDG78003479,Debit,2021-03-01,1208100.0,370.0,Workshop Service Revenue,Car Engine Remapping,,,,Capital Car Distributors
BUDG78003516,Credit,2021-03-01,-1485000.0,1.0,Other Tax Receivables,,,,,
BUDG78003516,Credit,2021-03-01,-1373600.0,1.0,Prepaid Rent,,,,,
BUDG78003516,Credit,2021-03-01,-158300.0,1.0,Short-term Deposits,,,,,
BUDG78003516,Credit,2021-03-01,-1088900.0,2.0,Trade Receivables,,,,,
BUDG78003516,Debit,2021-03-01,202300.0,90.0,Workshop Service Revenue,Engine Diagnostics,,,,GreenTech Automotive Solutions
BUDG78003524,Credit,2021-03-01,-45100.0,1.0,Accessories Inventory,,,,,
BUDG78003524,Debit,2021-03-01,60100.0,45.0,Accessories Sales Revenue,Car Storage Solutions,,,,CarFleet Systems
BUDG78003524,Credit,2021-03-01,-26100.0,3.0,Doubtful Accounts Provision,,,,,
BUDG78003524,Credit,2021-03-01,-20500.0,2.0,Inventory New Vehicles,,,,,
BUDG78003524,Credit,2021-03-01,-8600.0,1.0,Other Prepaid Expenses,,,,,
BUDG78003524,Credit,2021-03-01,-43500.0,2.0,Prepaid Rent,,,,,
BUDG78003524,Credit,2021-03-01,-37400.0,1.0,Restricted Cash,,,,,
BUDG78003524,Credit,2021-03-01,-100.0,1.0,Short-term Deposits,,,,,
BUDG78003524,Credit,2021-03-01,-5300.0,1.0,Spare Parts Inventory,,,,,
BUDG78003524,Credit,2021-03-01,-10300.0,1.0,Trade Receivables,,,,,
BUDG78003524,Credit,2021-03-01,-8300.0,1.0,VAT Payable,,,,,
BUDG78003527,Debit,2021-03-01,423100.0,830.0,Accessories Sales Revenue,Tire Inflation Kits,,,,GreenTech Automotive Solutions
BUDG78003527,Credit,2021-03-01,-159800.0,1.0,Employee Advances,,,,,
BUDG78003527,Credit,2021-03-01,-20400.0,1.0,Other Tax Receivables,,,,,
BUDG78003527,Credit,2021-03-01,-29700.0,2.0,Prepaid Rent,,,,,
