document_number,debit_credit,date,amount,quantity,account_id,product_id,procurement_id,service_id,vendor_id,customer_id,flow_variant,flow_type
78003495,Credit,2025-09-27,110000.0,1.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78003231,Credit,2022-10-26,110000.0,1.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78002723,Credit,2021-01-13,1210000.0,11.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78003294,Credit,2025-03-24,550000.0,5.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78003286,Credit,2022-11-12,110000.0,1.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78003529,Credit,2022-10-04,2310000.0,21.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78003808,Credit,2020-04-19,1100000.0,10.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78002511,Credit,2023-11-23,3630000.0,33.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78003877,Credit,2022-10-02,770000.0,7.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78003749,Credit,2021-11-28,1540000.0,14.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78003909,Credit,2020-11-01,110000.0,1.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78002575,Credit,2024-05-24,110000.0,1.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78003547,Credit,2024-09-27,2420000.0,22.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78002721,Credit,2022-08-16,1430000.0,13.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78003335,Credit,2022-08-11,550000.0,5.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78003197,Credit,2023-03-20,550000.0,5.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78002430,Credit,2024-06-18,660000.0,6.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78002767,Credit,2024-11-26,330000.0,3.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78002462,Credit,2025-05-25,1430000.0,13.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78002100,Credit,2020-03-07,110000.0,1.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78003039,Credit,2023-03-25,110000.0,1.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78003732,Credit,2022-04-14,550000.0,5.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78003281,Credit,2020-07-24,1100000.0,10.0,Product Sales - Bioreactors,Residual Heat Sales,,,,GreenChem Industries,,
78003919,Credit,2020-06-03,344400.0,82.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78002243,Credit,2024-09-10,617400.0,147.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003371,Credit,2024-03-12,1192800.0,284.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003272,Credit,2024-05-14,1428000.0,340.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78002104,Credit,2025-08-07,1491000.0,355.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78002693,Credit,2024-01-30,88200.0,21.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003690,Credit,2021-12-08,147000.0,35.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003310,Credit,2025-04-18,218400.0,52.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003192,Credit,2020-06-27,1541400.0,367.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003443,Credit,2022-12-07,260400.0,62.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003070,Credit,2022-12-31,4200.0,1.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003066,Credit,2020-04-22,1293600.0,308.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003344,Credit,2022-01-26,3847200.0,916.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78002817,Credit,2022-06-15,2398200.0,571.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78002220,Credit,2025-04-10,189000.0,45.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003536,Credit,2020-06-07,1394400.0,332.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003735,Credit,2022-02-24,37800.0,9.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003464,Credit,2024-12-08,588000.0,140.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78002143,Credit,2025-01-13,835800.0,199.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78002889,Credit,2024-03-22,1894200.0,451.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003051,Credit,2020-04-22,218400.0,52.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003877,Credit,2020-09-15,239400.0,57.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003873,Credit,2025-11-24,2024400.0,482.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78002789,Credit,2021-07-28,4200.0,1.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78002552,Credit,2023-10-13,1785000.0,425.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78002843,Credit,2024-12-11,2982000.0,710.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78002658,Credit,2023-05-07,3885000.0,925.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003880,Credit,2024-02-10,1608600.0,383.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003713,Credit,2022-05-08,29400.0,7.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78003850,Credit,2024-05-15,4200.0,1.0,Product Sales - Bioreactors,Food Waste Recycling Services,,,,GreenChem Industries,,
78002836,Credit,2024-04-10,176000.0,2.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78003018,Credit,2025-12-23,176000.0,2.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78003953,Credit,2020-10-03,1408000.0,16.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78003190,Credit,2025-07-05,3344000.0,38.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78003658,Credit,2025-09-09,968000.0,11.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78003609,Credit,2020-09-03,3080000.0,35.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78002750,Credit,2021-02-14,88000.0,1.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78002248,Credit,2025-09-05,1760000.0,20.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78002774,Credit,2020-03-13,704000.0,8.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78002763,Credit,2023-01-25,2464000.0,28.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78003380,Credit,2021-11-03,88000.0,1.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78003134,Credit,2023-10-01,88000.0,1.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78002691,Credit,2023-08-16,968000.0,11.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78003723,Credit,2020-10-13,2816000.0,32.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78002819,Credit,2025-03-23,528000.0,6.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78002718,Credit,2020-07-30,264000.0,3.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78002233,Credit,2021-02-04,1584000.0,18.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78002023,Credit,2021-10-16,3168000.0,36.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78003049,Credit,2021-05-12,792000.0,9.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78003404,Credit,2023-09-13,704000.0,8.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78003753,Credit,2020-04-07,176000.0,2.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78003005,Credit,2021-04-07,88000.0,1.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78003369,Credit,2025-09-06,528000.0,6.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78003401,Credit,2020-09-29,5280000.0,60.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78002521,Credit,2023-02-24,1408000.0,16.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78002016,Credit,2023-01-16,176000.0,2.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78002244,Credit,2020-01-19,88000.0,1.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78002717,Credit,2024-06-04,792000.0,9.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78002769,Credit,2024-01-21,88000.0,1.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78003647,Credit,2021-02-15,88000.0,1.0,Product Sales - Bioreactors,Pipeline Maintenance Services,,,,Regional Water Authority,,
78002716,Credit,2022-01-11,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003562,Credit,2023-11-04,2520000.0,4.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003992,Credit,2021-05-29,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003606,Credit,2020-07-25,5040000.0,8.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003711,Credit,2022-08-05,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003225,Credit,2025-01-02,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003271,Credit,2025-06-21,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78002117,Credit,2025-12-07,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78002008,Credit,2024-07-30,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78002597,Credit,2025-01-04,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78002022,Credit,2024-04-09,4410000.0,7.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003990,Credit,2025-01-21,1260000.0,2.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78002239,Credit,2024-07-14,2520000.0,4.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003608,Credit,2021-08-24,2520000.0,4.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78002026,Credit,2023-09-05,1260000.0,2.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78002983,Credit,2021-12-12,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003884,Credit,2022-09-08,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003104,Credit,2023-04-18,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003619,Credit,2023-10-23,1890000.0,3.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78002198,Credit,2025-10-24,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003578,Credit,2022-04-09,5670000.0,9.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78002774,Credit,2021-07-03,1260000.0,2.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78002091,Credit,2021-10-07,1260000.0,2.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78002850,Credit,2023-05-29,1260000.0,2.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003982,Credit,2022-04-25,1890000.0,3.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003107,Credit,2025-10-01,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78002299,Credit,2021-03-25,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003958,Credit,2025-10-10,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78002295,Credit,2020-02-13,630000.0,1.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78002646,Credit,2024-04-30,1260000.0,2.0,Product Sales - Bioreactors,Landfill Gas Utilization Equipment,,,,GreenChem Industries,,
78003477,Credit,2021-10-20,1287000.0,39.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003304,Credit,2021-12-28,1188000.0,36.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003000,Credit,2025-09-25,231000.0,7.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003082,Credit,2022-11-13,462000.0,14.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78002908,Credit,2024-08-07,2409000.0,73.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78002870,Credit,2025-11-06,4488000.0,136.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003365,Credit,2023-04-12,264000.0,8.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78002752,Credit,2023-02-16,330000.0,10.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003488,Credit,2024-08-18,1353000.0,41.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003903,Credit,2025-01-29,330000.0,10.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78002341,Credit,2025-05-01,3663000.0,111.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003633,Credit,2023-09-27,66000.0,2.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78002061,Credit,2021-03-13,1056000.0,32.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78002775,Credit,2023-12-22,396000.0,12.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78002624,Credit,2021-03-01,1221000.0,37.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003452,Credit,2022-08-25,330000.0,10.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003681,Credit,2023-11-05,1254000.0,38.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003751,Credit,2021-04-30,594000.0,18.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78002255,Credit,2024-10-21,33000.0,1.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78002827,Credit,2024-04-28,1716000.0,52.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003013,Credit,2025-03-11,198000.0,6.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003851,Credit,2020-02-20,33000.0,1.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003897,Credit,2022-11-23,231000.0,7.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003793,Credit,2024-07-17,891000.0,27.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003729,Credit,2024-05-31,363000.0,11.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003370,Credit,2025-04-11,726000.0,22.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003549,Credit,2020-07-23,1749000.0,53.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78003327,Credit,2022-12-29,462000.0,14.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78002614,Credit,2021-06-16,165000.0,5.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78002244,Credit,2025-11-25,33000.0,1.0,Service Revenue - Installation,Renewable Gas Analytics Services,,,,GreenChem Industries,,
78002756,Credit,2023-06-18,189000.0,9.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78002823,Credit,2020-09-07,756000.0,36.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78002779,Credit,2020-05-14,483000.0,23.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003759,Credit,2024-06-02,567000.0,27.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78002731,Credit,2021-02-10,987000.0,47.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003846,Credit,2020-04-11,966000.0,46.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003435,Credit,2023-10-16,546000.0,26.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78002877,Credit,2024-03-31,126000.0,6.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003240,Credit,2024-06-19,4347000.0,207.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78002515,Credit,2023-08-09,693000.0,33.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78002473,Credit,2021-02-07,42000.0,2.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78002035,Credit,2022-03-24,42000.0,2.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003201,Credit,2024-06-17,189000.0,9.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003410,Credit,2022-10-23,525000.0,25.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003792,Credit,2022-10-17,567000.0,27.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003040,Credit,2023-07-04,861000.0,41.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003734,Credit,2024-02-28,210000.0,10.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78002829,Credit,2020-08-07,1806000.0,86.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003071,Credit,2025-06-27,630000.0,30.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003085,Credit,2020-06-21,819000.0,39.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003092,Credit,2023-11-14,2541000.0,121.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003682,Credit,2021-05-16,798000.0,38.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003894,Credit,2024-12-17,105000.0,5.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78002365,Credit,2025-12-18,2961000.0,141.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003185,Credit,2022-03-08,2835000.0,135.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003762,Credit,2022-07-18,21000.0,1.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78002944,Credit,2021-12-23,483000.0,23.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78002975,Credit,2023-08-26,1008000.0,48.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78003511,Credit,2023-06-28,21000.0,1.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78002430,Credit,2021-05-02,1302000.0,62.0,Product Sales - Bioreactors,Construction Waste Recycling,,,,GreenChem Industries,,
78002858,Credit,2025-05-11,1200000.0,30.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78003512,Credit,2023-05-02,200000.0,5.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78002229,Credit,2024-01-04,2000000.0,50.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78002369,Credit,2020-11-08,120000.0,3.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78002177,Credit,2020-03-19,40000.0,1.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78003880,Credit,2021-11-05,1120000.0,28.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78003433,Credit,2024-10-03,1440000.0,36.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78002567,Credit,2020-01-14,1480000.0,37.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78003613,Credit,2025-08-07,1560000.0,39.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78003293,Credit,2022-11-03,1040000.0,26.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78003229,Credit,2025-11-16,2520000.0,63.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78002792,Credit,2020-02-02,40000.0,1.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78003763,Credit,2023-12-30,40000.0,1.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78002899,Credit,2020-09-13,2040000.0,51.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78003774,Credit,2020-02-03,40000.0,1.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78002974,Credit,2025-08-28,600000.0,15.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78003823,Credit,2023-07-07,40000.0,1.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78002081,Credit,2025-01-23,1920000.0,48.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78002845,Credit,2025-12-24,40000.0,1.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78002761,Credit,2020-12-24,360000.0,9.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78003216,Credit,2022-01-23,120000.0,3.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78002617,Credit,2024-05-21,2000000.0,50.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78003212,Credit,2021-02-07,360000.0,9.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78003299,Credit,2023-05-10,240000.0,6.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78003097,Credit,2023-10-31,120000.0,3.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78003033,Credit,2020-10-04,280000.0,7.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78003658,Credit,2020-04-21,40000.0,1.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78002215,Credit,2025-06-09,560000.0,14.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78002289,Credit,2021-01-26,760000.0,19.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78002444,Credit,2022-08-26,40000.0,1.0,Product Sales - Bioreactors,Industrial Residue Management,,,,GreenChem Industries,,
78002922,Credit,2025-12-30,84000.0,2.0,Product Sales - Bioreactors,Continuous Emissions Monitoring Systems,,,,GreenChem Industries,,
78002551,Credit,2022-11-21,1344000.0,32.0,Product Sales - Bioreactors,Continuous Emissions Monitoring Systems,,,,GreenChem Industries,,
78002192,Credit,2020-09-25,420000.0,10.0,Product Sales - Bioreactors,Continuous Emissions Monitoring Systems,,,,GreenChem Industries,,
78003662,Credit,2025-07-22,42000.0,1.0,Product Sales - Bioreactors,Continuous Emissions Monitoring Systems,,,,GreenChem Industries,,
78002288,Credit,2020-10-01,126000.0,3.0,Product Sales - Bioreactors,Continuous Emissions Monitoring Systems,,,,GreenChem Industries,,
78003987,Credit,2022-01-12,126000.0,3.0,Product Sales - Bioreactors,Continuous Emissions Monitoring Systems,,,,GreenChem Industries,,
78002582,Credit,2020-03-26,924000.0,22.0,Product Sales - Bioreactors,Continuous Emissions Monitoring Systems,,,,GreenChem Industries,,
78003672,Credit,2021-02-07,42000.0,1.0,Product Sales - Bioreactors,Continuous Emissions Monitoring Systems,,,,GreenChem Industries,,
78003167,Credit,2025-08-07,42000.0,1.0,Product Sales - Bioreactors,Continuous Emissions Monitoring Systems,,,,GreenChem Industries,,
78003412,Credit,2022-11-20,756000.0,18.0,Product Sales - Bioreactors,Continuous Emissions Monitoring Systems,,,,GreenChem Industries,,
78003889,Credit,2025-11-24,84000.0,2.0,Product Sales - Bioreactors,Continuous Emissions Monitoring Systems,,,,GreenChem Industries,,
78003915,Credit,2025-03-09,168000.0,4.0,Product Sales - Bioreactors,Continuous Emissions Monitoring Systems,,,,GreenChem Industries,,
78003430,Credit,2020-10-02,168000.0,4.0,Product Sales - Bioreactors,Continuous Emissions Monitoring Systems,,,,GreenChem Industries,,
78003834,Credit,2021-10-12,1512000.0,36.0,Product Sales - Bioreactors,Continuous Emissions Monitoring Systems,,,,GreenChem Industries,,
78003393,Credit,2024-06-09,1134000.0,27.0,Product Sales - Bioreactors,Continuous Emissions Monitoring Systems,,,,GreenChem Industries,,
