document_number,date,currency,amount,quantity,type,account_id,account_name,product_id,procurement_id,service_id,vendor_name
78002803,2024-01-20,DKK,-3790.9,18.0,Credit,49148,COGS - Materials,,Filter cartridges (process),,FlowGuard Devices
78001125,2023-03-23,EUR,-13547.67,64.0,Credit,49148,COGS - Materials,,Filter cartridges (process),,FlowGuard Devices
78001991,2023-10-08,EUR,-818772.28,2481.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001048,2021-09-12,DKK,-9087.86,27.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78002623,2022-10-04,DKK,-4785.78,14.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001845,2025-05-22,EUR,-19031.46,57.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78002796,2023-05-06,EUR,-45981.65,139.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001178,2023-07-23,EUR,-158022.08,478.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78002604,2023-04-10,DKK,-53134.67,161.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78002902,2021-05-22,EUR,-35415.5,107.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78002951,2021-02-08,EUR,-3050.31,9.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001492,2023-07-18,EUR,-117462.46,355.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78002456,2025-05-12,DKK,-31315.86,94.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001571,2021-10-25,EUR,-17674.98,53.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001301,2025-12-18,DKK,-10092.54,30.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001963,2024-07-07,EUR,-162925.57,493.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78002784,2023-11-09,DKK,-71070.98,215.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001989,2024-10-23,EUR,-1665.82,5.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78002192,2025-02-16,DKK,-38558.72,116.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001976,2023-08-12,EUR,-446185.08,1352.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78002986,2023-11-07,EUR,-15892.13,48.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001268,2023-11-19,EUR,-52846.37,160.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78002387,2024-04-26,DKK,-10303.36,31.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001623,2023-07-07,DKK,-35166.95,106.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001099,2020-10-07,EUR,-55547.19,168.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78002937,2023-04-30,EUR,-345267.22,1046.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001214,2021-09-28,DKK,-423673.25,1283.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001624,2023-12-22,EUR,-173517.02,525.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001096,2022-03-18,DKK,-54443.81,164.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001818,2021-03-04,DKK,-51072.74,154.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001629,2023-11-16,EUR,-161465.7,489.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001547,2021-10-26,DKK,-5570.68,16.0,Credit,49148,COGS - Materials,,Grounding rods,,HarvestCore Suppliers
78001336,2022-01-19,DKK,-607772.87,2894.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001358,2021-09-28,DKK,-404486.51,1926.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78002313,2025-11-04,DKK,-9757.54,46.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78002419,2021-05-29,EUR,-112257.44,534.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78002924,2022-09-30,DKK,-39360.37,187.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001815,2023-08-13,DKK,-81991.03,390.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001359,2023-09-28,EUR,-5861.59,27.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78002014,2020-12-06,DKK,-69648.25,331.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001346,2024-01-24,DKK,-9926.12,47.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78002147,2023-11-16,EUR,-142.78,0.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001551,2024-04-09,EUR,-186599.01,888.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78002676,2024-04-23,EUR,-15336.24,73.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001537,2025-08-14,EUR,-73667.65,350.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001653,2025-07-20,DKK,-150265.37,715.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78002887,2020-11-11,EUR,-15356.28,73.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78002930,2025-01-19,DKK,-83858.8,399.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001421,2023-01-06,DKK,-55370.66,263.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001335,2021-06-14,EUR,-79057.76,376.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78002526,2025-02-02,EUR,-6839.69,32.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001056,2021-10-23,EUR,-1879.31,8.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78002685,2023-07-19,DKK,-68829.39,327.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78002016,2023-05-04,DKK,-61232.88,291.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78002902,2020-05-06,EUR,-293483.02,1397.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001911,2020-12-14,DKK,-357013.0,1700.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001716,2024-11-01,DKK,-217810.34,1037.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78002099,2022-12-03,DKK,-161042.17,766.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78002489,2021-12-28,DKK,-75090.0,357.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001284,2020-08-31,EUR,-16246.07,77.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001721,2025-08-18,DKK,-13702.14,65.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001385,2024-11-20,DKK,-70115.69,333.0,Credit,49148,COGS - Materials,,Extension leads (industrial),,SupplyWorks Depot
78001949,2021-12-12,DKK,-45449.55,87.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78001769,2020-03-26,EUR,-1662.67,3.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78002282,2024-02-17,EUR,-7377.13,14.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78002500,2020-09-27,EUR,-11441.9,22.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78002719,2024-12-02,DKK,-40039.73,76.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78001839,2022-11-09,EUR,-48.01,0.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78001010,2025-12-17,DKK,-124558.48,239.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78001971,2022-04-17,DKK,-5908.98,11.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78001671,2024-11-11,DKK,-52529.82,101.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78001259,2022-07-25,EUR,-121488.47,233.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78001392,2023-08-26,DKK,-558919.33,1074.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78001599,2025-01-06,DKK,-156011.16,300.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78002392,2024-07-08,DKK,-367346.0,706.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78002207,2020-11-14,EUR,-13341.97,25.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78002039,2024-03-16,EUR,-16399.16,31.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78001755,2022-11-14,DKK,-4766.93,9.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78002529,2020-05-22,DKK,-62478.89,120.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78002109,2024-09-28,DKK,-14280.03,27.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78001710,2023-03-18,EUR,-187813.32,361.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78002033,2024-09-12,DKK,-42140.99,81.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78001476,2020-12-28,DKK,-574701.35,1105.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78002187,2021-10-11,EUR,-209098.27,402.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78001023,2021-07-02,DKK,-137449.55,264.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78002599,2023-02-09,EUR,-126078.57,242.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78001311,2020-09-19,DKK,-84438.13,162.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78002261,2023-04-16,EUR,-63587.67,122.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78001461,2022-02-04,EUR,-45655.83,87.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78002485,2025-08-10,DKK,-175081.4,336.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78002880,2022-05-25,DKK,-41048.72,78.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78002261,2025-02-02,DKK,-9858.0,18.0,Credit,49148,COGS - Materials,,Industrial LED luminaires,,SupplyWorks Depot
78001021,2023-02-26,EUR,-290367.93,145.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001179,2025-04-06,EUR,-114324.61,57.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78002841,2021-09-20,EUR,-188114.95,94.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78002582,2024-03-05,EUR,-9794.34,4.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001790,2024-09-20,EUR,-152498.98,76.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78002759,2021-10-14,EUR,-14505.65,7.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001729,2025-07-29,EUR,-201275.97,100.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78002522,2023-02-02,EUR,-3412.04,1.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78002498,2021-04-10,DKK,-407862.76,203.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001748,2022-02-02,EUR,-17436.38,8.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001715,2022-10-16,DKK,-71658.42,35.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001338,2022-07-17,EUR,-2281.42,1.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001530,2023-10-13,EUR,-147398.09,73.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001691,2021-11-05,DKK,-2988.99,1.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001161,2022-10-05,EUR,-17143.78,8.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78002820,2023-05-11,EUR,-114620.8,57.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78002084,2024-06-23,DKK,-411248.68,205.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78002108,2020-10-07,DKK,-202882.36,101.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78002570,2023-07-04,EUR,-92520.92,46.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001489,2020-11-19,DKK,-82103.92,41.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001004,2024-08-12,EUR,-222791.52,111.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001075,2022-12-21,DKK,-456.12,0.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78002276,2021-06-25,DKK,-35845.93,17.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001006,2023-08-20,EUR,-23306.71,11.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001680,2024-12-15,EUR,-177723.99,88.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78002665,2021-09-30,DKK,-5675.53,2.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001472,2021-03-11,DKK,-41441.09,20.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78002161,2023-11-30,EUR,-33681.66,16.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78002381,2022-08-19,DKK,-170875.02,85.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001811,2023-03-03,EUR,-1761.47,0.0,Credit,49148,COGS - Materials,,Outdoor CCTV cameras,,SterilEquip Systems
78001837,2022-07-05,EUR,-119851.59,133.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78001602,2024-02-08,EUR,-31387.9,34.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002186,2020-05-08,EUR,-152310.49,169.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78001317,2020-10-30,EUR,-39613.0,44.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002481,2022-07-05,EUR,-530.66,0.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002276,2023-03-31,EUR,-124127.53,137.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002224,2022-07-10,DKK,-17438.73,19.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002555,2022-11-25,EUR,-592891.84,658.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002764,2023-06-04,DKK,-193125.6,214.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002698,2021-08-15,DKK,-71107.59,79.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002188,2025-09-25,DKK,-32461.11,36.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78001231,2022-07-28,EUR,-28205.79,31.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78001327,2024-04-11,EUR,-46260.15,51.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78001237,2022-09-28,DKK,-60886.49,67.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002143,2024-05-29,EUR,-4561.25,5.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78001949,2024-06-15,EUR,-14885.93,16.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002886,2024-05-16,DKK,-115891.92,128.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78001894,2023-01-08,EUR,-41057.37,45.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002904,2025-12-27,DKK,-202571.3,225.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78001618,2025-05-09,EUR,-243751.59,270.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78001249,2020-05-09,DKK,-41817.25,46.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002359,2020-01-29,DKK,-15691.45,17.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002307,2023-05-10,DKK,-62704.44,69.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78001197,2023-06-14,DKK,-87675.63,97.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78001415,2024-06-19,DKK,-45132.79,50.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78001731,2022-03-09,EUR,-9937.58,11.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002418,2023-09-24,EUR,-457623.92,508.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78001937,2023-11-23,DKK,-164664.76,182.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002174,2020-04-09,EUR,-3451.28,3.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002821,2025-04-23,EUR,-151383.06,168.0,Credit,49148,COGS - Materials,,Access control card readers,,FlowGuard Devices
78002288,2021-02-25,EUR,-91113.32,455.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78002243,2021-11-24,EUR,-48726.82,243.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78002239,2021-12-06,DKK,-215154.54,1075.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78002338,2020-01-18,EUR,-439.31,2.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78002691,2022-10-27,DKK,-18784.93,93.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78001215,2021-01-14,DKK,-12503.98,62.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78002358,2020-04-23,DKK,-53243.2,266.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78002382,2024-06-07,EUR,-40387.07,201.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78002649,2022-04-30,DKK,-177948.75,889.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78002184,2025-03-11,EUR,-452058.31,2260.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78001814,2022-09-02,DKK,-34.07,0.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78001609,2020-04-02,EUR,-73622.55,368.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78001510,2024-02-24,DKK,-80988.36,404.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78001917,2023-01-30,EUR,-254010.98,1270.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78001156,2021-05-07,EUR,-101115.33,505.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78001161,2024-02-17,EUR,-441092.25,2205.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78001041,2025-07-28,EUR,-203580.21,1017.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78002203,2020-06-15,EUR,-16.91,0.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78001302,2020-05-19,DKK,-19113.43,95.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78002353,2020-04-03,DKK,-39465.95,197.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78002586,2021-07-29,EUR,-0.12,0.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78002013,2021-08-28,EUR,-20171.6,100.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78001763,2024-12-23,DKK,-1612.54,8.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78002452,2023-03-01,EUR,-108331.73,541.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78002373,2021-08-06,DKK,-60423.4,302.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78001119,2022-03-26,EUR,-496752.19,2483.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78002098,2025-04-11,EUR,-84280.89,421.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78001673,2024-03-15,DKK,-3956.03,19.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78001660,2022-08-20,EUR,-1258.04,6.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78001122,2022-12-11,EUR,-30813.18,154.0,Credit,49148,COGS - Materials,,Weatherproof junction boxes,,SterilEquip Systems
78001652,2025-08-09,EUR,-4931.19,41.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002205,2023-08-06,DKK,-2741.59,22.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78001920,2021-03-21,DKK,-2802.27,23.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002013,2024-02-23,DKK,-335071.07,2792.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002913,2022-12-03,EUR,-187969.57,1566.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78001788,2022-05-31,EUR,-1107.48,9.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78001256,2022-07-25,EUR,-11143.03,92.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002977,2025-05-02,DKK,-5206.46,43.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002860,2024-03-29,EUR,-31.97,0.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78001756,2021-04-06,DKK,-143762.62,1198.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78001597,2020-04-10,EUR,-334451.0,2787.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002606,2021-02-11,DKK,-284975.67,2374.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002292,2024-10-05,EUR,-14755.23,122.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002516,2020-09-15,EUR,-25974.83,216.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002203,2021-05-23,DKK,-100327.63,836.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78001790,2024-08-17,DKK,-17592.72,146.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002172,2020-11-04,DKK,-164655.28,1372.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002541,2021-09-16,DKK,-82505.36,687.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002171,2025-11-27,EUR,-26017.46,216.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002867,2021-11-09,DKK,-289.58,2.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78001679,2023-07-07,EUR,-535018.12,4458.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002032,2024-08-07,EUR,-5860.2,48.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002201,2022-01-11,DKK,-139678.57,1163.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78001795,2022-06-25,EUR,-147915.59,1232.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002418,2020-09-24,EUR,-76578.64,638.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002651,2025-07-23,DKK,-3895.62,32.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78001607,2022-07-28,EUR,-359018.51,2991.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78001330,2022-03-21,DKK,-75872.23,632.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002879,2023-04-15,DKK,-870.78,7.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78001055,2025-11-21,EUR,-17979.74,149.0,Credit,49148,COGS - Materials,,Padlocks (heavy duty),,SupplyWorks Depot
78002230,2023-06-13,DKK,-31396.05,78.0,Credit,49148,COGS - Materials,,Solar-powered warning lights,,FlowGuard Devices
78001104,2023-01-21,DKK,-91349.42,228.0,Credit,49148,COGS - Materials,,Solar-powered warning lights,,FlowGuard Devices
78001546,2025-01-08,EUR,-9585.94,23.0,Credit,49148,COGS - Materials,,Solar-powered warning lights,,FlowGuard Devices
78002744,2022-06-17,DKK,-22285.58,55.0,Credit,49148,COGS - Materials,,Solar-powered warning lights,,FlowGuard Devices
78001792,2022-07-13,EUR,-93036.16,232.0,Credit,49148,COGS - Materials,,Solar-powered warning lights,,FlowGuard Devices
78002904,2024-11-25,EUR,-32561.08,81.0,Credit,49148,COGS - Materials,,Solar-powered warning lights,,FlowGuard Devices
78002378,2022-11-24,EUR,-10320.76,25.0,Credit,49148,COGS - Materials,,Solar-powered warning lights,,FlowGuard Devices
78002682,2021-11-18,DKK,-228597.08,571.0,Credit,49148,COGS - Materials,,Solar-powered warning lights,,FlowGuard Devices
78001488,2024-01-21,DKK,-2990.76,7.0,Credit,49148,COGS - Materials,,Solar-powered warning lights,,FlowGuard Devices
