document_number,debit_credit,date,amount,quantity,account_id,product_id,procurement_id,service_id,vendor_id,customer_id
78001818,Credit,2025-04-20,-574515.26,104457.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78001577,Credit,2020-08-10,-566783.59,103051.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78001095,Credit,2025-02-08,-94149.35,17118.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78002168,Credit,2024-10-18,-4244.62,771.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78001576,Credit,2023-01-07,-146294.59,26599.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78001520,Credit,2021-11-07,-1876151.41,341118.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78002420,Credit,2022-06-06,-138926.18,25259.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78001995,Credit,2025-10-24,-1913864.89,347975.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78001356,Credit,2021-03-14,-487630.69,88660.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78001185,Credit,2023-06-22,-1278848.9,232517.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78002693,Credit,2020-07-01,-2301087.48,418379.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78001542,Credit,2021-04-18,-208125.98,37841.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78001150,Credit,2024-08-02,-50495.98,9181.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78002342,Credit,2021-10-25,-227256.4,41319.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78002777,Credit,2025-12-01,-1154903.53,209982.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78002691,Credit,2022-12-31,-1474229.4,268041.0,Legal and Audit Fees,,,Annual Internal Audit,PwC Danmark,
78002082,Credit,2023-02-05,-175107.57,33039.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001009,Credit,2020-03-19,-1168.84,220.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001856,Credit,2025-09-27,-363035.38,68497.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78002147,Credit,2021-01-14,-1305526.02,246325.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001355,Credit,2023-03-23,-2468323.97,465721.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78002369,Credit,2022-05-15,-812903.19,153377.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001793,Credit,2022-06-28,-339358.35,64029.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001236,Credit,2023-11-10,-545115.43,102851.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001332,Credit,2023-12-22,-605683.89,114279.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001016,Credit,2020-12-03,-5578996.31,1052640.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78002447,Credit,2022-12-28,-2972618.42,560871.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001323,Credit,2024-10-01,-146068.09,27560.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001022,Credit,2022-08-28,-2471517.51,466324.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001930,Credit,2020-12-27,-1475580.22,278411.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001458,Credit,2021-11-18,-132399.37,24981.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78002483,Credit,2021-04-06,-56393.13,10640.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001520,Credit,2020-10-01,-145785.04,27506.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001718,Credit,2022-04-08,-1230430.21,232156.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001556,Credit,2023-03-29,-1958680.61,369562.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78002444,Credit,2020-06-07,-950323.33,179306.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78002988,Credit,2023-08-14,-91347.08,17235.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001402,Credit,2025-12-17,-830752.19,156745.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78002354,Credit,2025-10-13,-69087.68,13035.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001456,Credit,2024-12-24,-1525572.82,287843.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78002506,Credit,2021-08-05,-237000.64,44717.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78002521,Credit,2020-02-17,-1163496.57,219527.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78002050,Credit,2025-01-02,-404513.35,76323.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001396,Credit,2020-04-30,-310416.34,58569.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78002976,Credit,2021-03-23,-889321.11,167796.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78002211,Credit,2023-04-06,-200477.34,37825.0,IT Maintenance & Support,,,IT Security Penetration Testing,IT Relation A/S,
78001139,Credit,2021-01-22,-838806.73,161308.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001520,Credit,2025-01-03,-1921874.16,369591.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001745,Credit,2024-09-02,-5594.15,1075.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001091,Credit,2024-07-16,-1193185.48,229458.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001076,Credit,2024-11-24,-761241.42,146392.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001851,Credit,2021-04-22,-20789.3,3997.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78002267,Credit,2024-05-15,-2365801.93,454961.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001844,Credit,2022-02-17,-10076.74,1937.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001666,Credit,2024-01-02,-1834880.21,352861.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78002753,Credit,2020-09-23,-2052588.23,394728.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001958,Credit,2024-03-25,-445939.13,85757.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001988,Credit,2025-11-01,-289323.35,55639.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001796,Credit,2020-04-04,-133560.95,25684.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78002685,Credit,2020-07-25,-466489.96,89709.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78002864,Credit,2020-09-26,-1445110.0,277905.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001087,Credit,2022-07-31,-1369915.98,263445.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78002641,Credit,2021-09-29,-4125.71,793.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001914,Credit,2024-11-05,-9396.36,1806.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78002317,Credit,2022-11-03,-920153.59,176952.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001094,Credit,2022-11-26,-2364094.77,454633.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78002276,Credit,2024-04-19,-231.97,44.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001550,Credit,2022-03-04,-563102.91,108289.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001398,Credit,2022-02-13,-473161.24,90992.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001766,Credit,2024-07-19,-3095755.97,595337.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78002077,Credit,2024-09-08,-351549.84,67605.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78002951,Credit,2020-01-31,-4440654.62,853972.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001242,Credit,2020-11-09,-91217.58,17541.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78002133,Credit,2021-04-08,-140.92,27.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78002789,Credit,2022-02-09,-887019.97,170580.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78001623,Credit,2021-10-01,-523216.81,100618.0,Legal and Audit Fees,,,Corporate Tax Advisory Retainer,PwC Danmark,
78002709,Credit,2024-01-05,-40542.17,7949.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001700,Credit,2024-12-21,-78302.31,15353.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78002244,Credit,2021-02-22,-57376.38,11250.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78002784,Credit,2023-05-16,-35947.33,7048.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001563,Credit,2022-03-17,-1059770.27,207798.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001161,Credit,2023-01-11,-538821.87,105651.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78002992,Credit,2023-09-21,-405255.72,79461.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001034,Credit,2025-05-13,-3027436.09,593614.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001965,Credit,2021-02-22,-506520.03,99317.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001036,Credit,2020-07-10,-3913931.23,767437.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001845,Credit,2023-10-05,-118222.41,23180.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001828,Credit,2022-05-12,-271356.25,53207.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001622,Credit,2020-12-21,-1506780.7,295447.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78002393,Credit,2020-09-12,-832401.19,163215.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78002200,Credit,2023-05-07,-128448.28,25185.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001520,Credit,2021-10-20,-928761.99,182110.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78002298,Credit,2025-12-25,-1.19,0.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78002656,Credit,2022-06-07,-42531.03,8339.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001104,Credit,2021-04-06,-81877.0,16054.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001155,Credit,2023-10-08,-5329996.99,1045097.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001335,Credit,2021-06-16,-151601.16,29725.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78002049,Credit,2022-12-15,-292000.14,57254.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78002957,Credit,2022-11-22,-31095.54,6097.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001295,Credit,2022-09-20,-1867927.11,366260.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78002560,Credit,2024-10-13,-209791.83,41135.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78002378,Credit,2021-04-15,-706060.19,138443.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001885,Credit,2025-06-06,-972692.72,190724.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001068,Credit,2024-10-03,-1428915.68,280179.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78002350,Credit,2021-12-30,-3067692.83,601508.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001150,Credit,2021-01-27,-380942.35,74694.0,Cleaning and Security,,,Facilities Cleaning Contract,RegionH Cleaning Services,
78001856,Credit,2021-09-04,-256795.53,51359.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001576,Credit,2021-12-29,-1797953.15,359590.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001661,Credit,2023-05-03,-2344469.79,468893.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78002343,Credit,2020-04-10,-5145423.42,1029084.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001756,Credit,2025-06-28,-93054.46,18610.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001451,Credit,2020-08-05,-14959.57,2991.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001569,Credit,2021-09-04,-470735.88,94147.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78002691,Credit,2020-08-27,-2009832.22,401966.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78002135,Credit,2021-07-14,-37.66,7.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001634,Credit,2025-01-11,-11809.57,2361.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78002485,Credit,2023-09-09,-144200.33,28840.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78002888,Credit,2021-05-09,-539701.56,107940.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78002987,Credit,2025-03-28,-291328.64,58265.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001361,Credit,2024-10-22,-317329.01,63465.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001202,Credit,2024-07-12,-372841.63,74568.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001486,Credit,2025-02-03,-169639.3,33927.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78002503,Credit,2023-09-19,-9305.1,1861.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001003,Credit,2023-01-01,-98636.94,19727.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78002152,Credit,2022-03-30,-354829.12,70965.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78002049,Credit,2021-05-01,-6835.57,1367.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001800,Credit,2023-05-04,-489739.52,97947.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001976,Credit,2025-05-05,-261677.42,52335.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001026,Credit,2023-07-23,-333980.2,66796.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78002065,Credit,2025-07-09,-123378.6,24675.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001964,Credit,2022-02-21,-2863014.99,572602.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78002606,Credit,2024-03-03,-6634.23,1326.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001063,Credit,2023-11-22,-1887663.28,377532.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78002048,Credit,2024-01-10,-6855334.4,1371066.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78001071,Credit,2023-11-14,-7275.38,1455.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78002505,Credit,2021-04-26,-156583.51,31316.0,IT Maintenance & Support,,,Cloud Service Provider Annual Plan,IT Relation A/S,
78002896,Credit,2020-11-09,-473562.18,96645.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001899,Credit,2025-11-16,-1165356.96,237827.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001267,Credit,2020-04-08,-3088.75,630.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78002849,Credit,2022-10-21,-94334.46,19251.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001094,Credit,2022-07-18,-327573.32,66851.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001394,Credit,2022-02-27,-302047.92,61642.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001868,Credit,2024-09-12,-57374.96,11709.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001363,Credit,2024-06-22,-598252.01,122092.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78002338,Credit,2025-06-08,-36200.03,7387.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001116,Credit,2022-05-15,-1794147.31,366152.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001163,Credit,2023-05-18,-1220384.95,249058.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001876,Credit,2025-05-10,-30927.52,6311.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001789,Credit,2025-12-18,-1524163.48,311053.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001576,Credit,2025-10-25,-2969323.13,605984.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001305,Credit,2024-04-21,-1482066.2,302462.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001771,Credit,2020-11-08,-388933.41,79374.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78002763,Credit,2020-02-19,-1102296.96,224958.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001199,Credit,2024-12-15,-666038.95,135926.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78002755,Credit,2025-01-19,-10234.33,2088.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001179,Credit,2024-06-25,-390965.61,79788.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001357,Credit,2021-09-05,-1672388.85,341303.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001739,Credit,2023-11-02,-6996.45,1427.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78002275,Credit,2021-11-24,-203497.49,41530.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78002322,Credit,2022-09-13,-56500.91,11530.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78002896,Credit,2022-04-18,-6863122.41,1400637.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001429,Credit,2025-06-26,-88293.3,18019.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78002027,Credit,2021-05-25,-342141.29,69824.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001652,Credit,2023-06-18,-1841476.99,375811.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001677,Credit,2022-03-01,-187020.63,38167.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001253,Credit,2023-12-25,-670289.22,136793.0,Legal and Audit Fees,,,Annual Legal Retainer,PwC Danmark,
78001940,Credit,2023-05-19,-112057.05,23345.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002688,Credit,2025-07-18,-703.92,146.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002602,Credit,2020-08-11,-55957.59,11657.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002590,Credit,2021-04-24,-894980.67,186454.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002119,Credit,2024-08-09,-1891884.79,394142.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78001166,Credit,2022-03-19,-80763.12,16825.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002856,Credit,2020-12-27,-1091354.05,227365.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002354,Credit,2023-01-06,-3346922.57,697275.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002921,Credit,2023-11-30,-9113839.39,1898716.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78001964,Credit,2020-04-06,-1036280.84,215891.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002911,Credit,2021-10-01,-1207386.24,251538.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78001853,Credit,2024-11-09,-290745.26,60571.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002085,Credit,2023-02-12,-285968.64,59576.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78001173,Credit,2020-03-17,-702756.85,146407.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002276,Credit,2021-09-10,-4335.65,903.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002484,Credit,2023-11-01,-47949.42,9989.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78001623,Credit,2021-03-09,-21404.18,4459.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002238,Credit,2024-12-20,-156829.56,32672.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002262,Credit,2024-01-23,-447823.45,93296.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78001414,Credit,2022-10-29,-198128.76,41276.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78001738,Credit,2025-07-01,-271279.64,56516.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002765,Credit,2022-05-08,-1606588.47,334705.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002768,Credit,2021-05-27,-687123.07,143150.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78001674,Credit,2023-12-21,-158091.92,32935.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78001125,Credit,2023-06-08,-119007.71,24793.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78001940,Credit,2022-01-04,-517465.44,107805.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78001252,Credit,2022-01-23,-850859.01,177262.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002868,Credit,2022-05-21,-609535.88,126986.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002973,Credit,2021-09-30,-178653.11,37219.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78002734,Credit,2024-04-05,-4323.73,900.0,IT Maintenance & Support,,,Internal IT Service Desk Contract,IT Relation A/S,
78001196,Credit,2023-11-28,-1991669.98,423759.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78002657,Credit,2022-08-22,-703870.28,149759.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78001412,Credit,2022-05-20,-510997.26,108722.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78002479,Credit,2022-03-11,-538213.44,114513.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78001775,Credit,2021-09-13,-874273.96,186015.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78002077,Credit,2020-07-07,-332675.82,70782.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78002670,Credit,2021-08-10,-1053649.54,224180.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78002362,Credit,2021-12-04,-276790.2,58891.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78002382,Credit,2023-04-12,-498298.71,106021.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78002174,Credit,2024-08-25,-525323.45,111770.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78002123,Credit,2022-05-15,-618764.43,131652.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78001233,Credit,2025-09-02,-181078.46,38527.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78002567,Credit,2024-12-20,-964739.8,205263.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78002085,Credit,2025-11-29,-2824897.43,601042.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78002964,Credit,2025-04-06,-2077164.31,441949.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78001195,Credit,2023-09-13,-406708.81,86533.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78001541,Credit,2023-08-02,-23.52,5.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78002778,Credit,2020-10-09,-421710.76,89725.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78002129,Credit,2024-05-01,-120051.54,25542.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78001294,Credit,2023-08-06,-225567.81,47993.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78001644,Credit,2023-01-14,-784577.5,166931.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78002474,Credit,2024-02-28,-157066.43,33418.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78002557,Credit,2022-08-29,-97780.6,20804.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78001155,Credit,2023-02-20,-2680007.38,570214.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
78001405,Credit,2022-05-21,-2062767.18,438886.0,Fleet Management External Fees,,,Vehicle Maintenance Framework Agreement,Volkswagen AG,
