DocumentNumber,Date,Currency,AmountDKK,AmountEUR,Type,GLAccount,CostCenter,Department,ItemName,SourceType
78003006,2025-04-27,DKK,0.6,0.08,Debit,97086,CC108,IT Services,386,Payroll
78003006,2025-04-02,DKK,23119.09,3103.23,Debit,97086,CC102,Sales,389,Payroll
78003006,2025-07-04,DKK,10387.63,1394.31,Debit,97086,CC108,IT Services,389,Payroll
78003006,2025-11-08,DKK,-12049.39,-1617.37,Credit,97086,CC101,Marketing,399,Payroll
78003006,2025-11-19,DKK,-26652.18,-3577.47,Credit,97086,CC101,Marketing,399,Payroll
78003006,2025-04-16,DKK,18695.92,2509.52,Debit,92767,CC100,Research & Development,399,Payroll
78003006,2025-01-26,DKK,359.67,48.28,Debit,95842,CC106,Customer Support,450,Payroll
78003006,2025-11-04,DKK,0.99,0.13,Debit,95842,CC106,Customer Support,450,Payroll
78003006,2025-01-14,DKK,-0.95,-0.13,Credit,97086,CC109,Legal & Compliance,465,Payroll
78003006,2025-11-22,DKK,-9888.82,-1327.36,Credit,97086,CC107,Supply Chain Management,513,Payroll
78003006,2025-10-19,DKK,1909.02,256.24,Debit,95842,CC101,Marketing,547,Payroll
78003006,2025-06-10,DKK,18.82,2.53,Debit,95842,CC103,Production,578,Payroll
78003006,2025-10-24,DKK,-8645.33,-1160.45,Credit,92767,CC105,Human Resources,579,Payroll
78003006,2025-12-08,DKK,49478.12,6641.36,Debit,92767,CC105,Human Resources,579,Payroll
78003006,2025-04-04,DKK,-3949.12,-530.08,Credit,92767,CC107,Supply Chain Management,590,Payroll
78003006,2025-01-30,DKK,-48816.41,-6552.54,Credit,92767,CC107,Supply Chain Management,618,Payroll
78003006,2025-07-24,DKK,-15389.56,-2065.71,Credit,97086,CC101,Marketing,618,Payroll
78003006,2025-01-12,DKK,-24778.11,-3325.92,Credit,95842,CC107,Supply Chain Management,618,Payroll
78003006,2025-10-04,DKK,-110781.55,-14870.01,Credit,92767,CC107,Supply Chain Management,629,Payroll
78003006,2025-12-24,DKK,-300.46,-40.33,Credit,95842,CC100,Research & Development,652,Payroll
78003006,2025-04-01,DKK,150391.08,20186.72,Debit,97086,CC100,Research & Development,652,Payroll
78003006,2025-04-09,DKK,2659.44,356.97,Debit,95842,CC108,IT Services,690,Payroll
78003006,2025-05-28,DKK,7105.39,953.74,Debit,97086,CC109,Legal & Compliance,690,Payroll
78003006,2025-04-09,DKK,31758.82,4262.93,Debit,97086,CC109,Legal & Compliance,690,Payroll
78003006,2025-01-27,DKK,-32374.0,-4345.5,Credit,97086,CC103,Production,717,Payroll
78003006,2025-02-15,DKK,15078.39,2023.94,Debit,97086,CC104,Finance,717,Payroll
78003006,2025-01-07,DKK,-27712.6,-3719.81,Credit,92767,CC100,Research & Development,720,Payroll
78003006,2025-04-25,DKK,-866.81,-116.35,Credit,95842,CC105,Human Resources,720,Payroll
78003006,2025-04-03,DKK,20691.55,2777.39,Debit,92767,CC103,Production,729,Payroll
78003006,2025-03-23,DKK,8.39,1.13,Debit,97086,CC106,Customer Support,730,Payroll
78003006,2025-09-16,DKK,7932.04,1064.7,Debit,97086,CC106,Customer Support,730,Payroll
78003006,2025-12-13,DKK,-3128.66,-419.95,Credit,92767,CC106,Customer Support,752,Payroll
78003006,2025-04-22,DKK,-65268.69,-8760.9,Credit,95842,CC102,Sales,752,Payroll
78003006,2025-09-03,DKK,3128.66,419.95,Debit,97086,CC104,Finance,752,Payroll
78003006,2025-11-26,DKK,67511.87,9062.0,Debit,97086,CC104,Finance,752,Payroll
78003006,2025-10-28,DKK,-2126.43,-285.43,Credit,95842,CC109,Legal & Compliance,787,Payroll
78003006,2025-04-19,DKK,-123371.64,-16559.95,Credit,92767,CC101,Marketing,789,Payroll
78003006,2025-08-24,DKK,7910.96,1061.87,Debit,92767,CC107,Supply Chain Management,789,Payroll
78003006,2025-10-19,DKK,35126.81,4715.01,Debit,92767,CC107,Supply Chain Management,789,Payroll
78003006,2025-12-02,DKK,-863.67,-115.93,Credit,97086,CC101,Marketing,793,Payroll
78003006,2025-05-09,DKK,10200.95,1369.26,Debit,97086,CC101,Marketing,793,Payroll
78003006,2025-06-29,DKK,-4203.99,-564.29,Credit,95842,CC109,Legal & Compliance,794,Payroll
78003006,2025-08-19,DKK,23.35,3.13,Debit,92767,CC107,Supply Chain Management,794,Payroll
78003006,2025-07-20,DKK,-3618.3,-485.68,Credit,97086,CC108,IT Services,795,Payroll
78003006,2025-09-22,DKK,6613.23,887.68,Debit,97086,CC101,Marketing,821,Payroll
78003006,2025-01-27,DKK,-25341.09,-3401.49,Credit,97086,CC105,Human Resources,841,Payroll
78003006,2025-02-16,DKK,-13736.13,-1843.78,Credit,95842,CC109,Legal & Compliance,855,Payroll
78003006,2025-08-02,DKK,-10419.47,-1398.59,Credit,95842,CC100,Research & Development,855,Payroll
78003006,2025-01-24,DKK,14071.31,1888.77,Debit,97086,CC109,Legal & Compliance,855,Payroll
78003006,2025-07-15,DKK,162041.95,21750.6,Debit,92767,CC109,Legal & Compliance,888,Payroll
78003006,2025-09-15,DKK,-25538.3,-3427.96,Credit,97086,CC106,Customer Support,891,Payroll
78003006,2025-06-26,DKK,-35621.85,-4781.46,Credit,92767,CC108,IT Services,891,Payroll
78003006,2025-12-19,DKK,64.62,8.67,Debit,95842,CC108,IT Services,891,Payroll
78003006,2025-08-31,DKK,7298.77,979.7,Debit,97086,CC102,Sales,891,Payroll
78003006,2025-08-21,DKK,-50801.41,-6818.98,Credit,95842,CC108,IT Services,929,Payroll
78003006,2025-10-16,DKK,-2540.34,-340.99,Credit,95842,CC106,Customer Support,935,Payroll
78003006,2025-01-01,DKK,104218.14,13989.01,Debit,92767,CC105,Human Resources,953,Payroll
78003006,2025-08-15,DKK,7141.98,958.66,Debit,92767,CC105,Human Resources,953,Payroll
78003006,2025-06-30,DKK,3396.81,455.95,Debit,92767,CC105,Human Resources,953,Payroll
78003006,2025-02-08,DKK,-25267.03,-3391.55,Credit,97086,CC104,Finance,985,Payroll
78003006,2025-02-05,DKK,18840.0,2528.86,Debit,92767,CC105,Human Resources,985,Payroll
78003006,2025-02-28,DKK,11593.78,1556.21,Debit,95842,CC105,Human Resources,985,Payroll
78003006,2025-11-21,DKK,-3625.15,-486.6,Credit,95842,CC105,Human Resources,992,Payroll
78003006,2025-12-16,DKK,3122.88,419.18,Debit,92767,CC108,IT Services,992,Payroll
78003006,2025-06-19,DKK,1057.56,141.95,Debit,97086,CC102,Sales,992,Payroll
78003007,2025-10-03,DKK,99936.2,13414.26,Debit,97086,CC106,Customer Support,196,Payroll
78003007,2025-04-09,DKK,-8772.83,-1177.56,Credit,92767,CC108,IT Services,131,Payroll
78003007,2025-05-30,DKK,319.75,42.92,Debit,92767,CC108,IT Services,131,Payroll
78003007,2025-10-26,DKK,-14198.77,-1905.88,Credit,92767,CC107,Supply Chain Management,170,Payroll
78003007,2025-05-26,DKK,18824.59,2526.79,Debit,92767,CC107,Supply Chain Management,170,Payroll
78003007,2025-09-19,DKK,10210.88,1370.59,Debit,97086,CC103,Production,170,Payroll
78003007,2025-04-27,DKK,-19412.76,-2605.74,Credit,97086,CC103,Production,176,Payroll
78003007,2025-02-15,DKK,-4585.35,-615.48,Credit,97086,CC103,Production,176,Payroll
78003007,2025-07-28,DKK,21003.57,2819.27,Debit,97086,CC103,Production,176,Payroll
78003007,2025-02-26,DKK,-7608.24,-1021.24,Credit,97086,CC106,Customer Support,187,Payroll
78003007,2025-05-25,DKK,87108.2,11692.38,Debit,92767,CC106,Customer Support,187,Payroll
78003007,2025-01-26,DKK,85616.04,11492.09,Debit,92767,CC103,Production,196,Payroll
78003007,2025-11-08,DKK,570.49,76.58,Debit,97086,CC106,Customer Support,196,Payroll
78003007,2025-10-03,DKK,44223.43,5936.03,Debit,97086,CC106,Customer Support,196,Payroll
78003007,2025-02-28,DKK,-129.76,-17.42,Credit,92767,CC102,Sales,201,Payroll
78003007,2025-02-08,DKK,883.11,118.54,Debit,97086,CC100,Research & Development,201,Payroll
78003007,2025-04-07,DKK,-542.75,-72.85,Credit,97086,CC108,IT Services,299,Payroll
78003007,2025-03-03,DKK,-2879.33,-386.49,Credit,97086,CC108,IT Services,299,Payroll
78003007,2025-09-19,DKK,6031.63,809.61,Debit,92767,CC108,IT Services,299,Payroll
78003007,2025-01-10,DKK,-24652.79,-3309.1,Credit,95842,CC103,Production,313,Payroll
78003007,2025-06-27,DKK,-594.55,-79.81,Credit,95842,CC100,Research & Development,344,Payroll
78003007,2025-04-24,DKK,-27348.78,-3670.98,Credit,95842,CC105,Human Resources,360,Payroll
78003007,2025-06-25,DKK,-11552.63,-1550.69,Credit,97086,CC107,Supply Chain Management,360,Payroll
78003007,2025-05-03,DKK,-4384.07,-588.47,Credit,92767,CC102,Sales,360,Payroll
78003007,2025-05-26,DKK,0.03,0.0,Debit,97086,CC108,IT Services,386,Payroll
78003007,2025-06-19,DKK,-36713.6,-4928.0,Credit,97086,CC102,Sales,389,Payroll
78003007,2025-02-22,DKK,2812.19,377.48,Debit,97086,CC108,IT Services,389,Payroll
78003007,2025-01-21,DKK,-24241.35,-3253.87,Credit,97086,CC100,Research & Development,429,Payroll
78003007,2025-06-02,DKK,-3624.69,-486.54,Credit,92767,CC101,Marketing,429,Payroll
78003007,2025-10-20,DKK,-1236.69,-166.0,Credit,95842,CC106,Customer Support,450,Payroll
78003007,2025-03-23,DKK,-297.12,-39.88,Credit,95842,CC102,Sales,450,Payroll
78003007,2025-07-30,DKK,135.25,18.15,Debit,95842,CC106,Customer Support,450,Payroll
78003007,2025-11-19,DKK,-2363.83,-317.29,Credit,97086,CC100,Research & Development,452,Payroll
78003007,2025-09-28,DKK,324.5,43.56,Debit,97086,CC100,Research & Development,452,Payroll
78003007,2025-04-16,DKK,-42708.26,-5732.65,Credit,92767,CC106,Customer Support,461,Payroll
78003007,2025-07-04,DKK,-4722.28,-633.86,Credit,92767,CC108,IT Services,465,Payroll
78003007,2025-03-09,DKK,22318.73,2995.8,Debit,97086,CC109,Legal & Compliance,465,Payroll
78003007,2025-07-16,DKK,-1380.72,-185.33,Credit,97086,CC101,Marketing,513,Payroll
78003007,2025-03-04,DKK,64274.56,8627.46,Debit,97086,CC101,Marketing,513,Payroll
78003007,2025-01-07,DKK,12662.78,1699.7,Debit,97086,CC107,Supply Chain Management,513,Payroll
78003007,2025-03-03,DKK,13912.53,1867.45,Debit,95842,CC105,Human Resources,513,Payroll
78003007,2025-05-12,DKK,-1113.71,-149.49,Credit,95842,CC106,Customer Support,547,Payroll
78003007,2025-11-22,DKK,-89346.27,-11992.79,Credit,92767,CC106,Customer Support,578,Payroll
78003007,2025-12-15,DKK,1140.13,153.04,Debit,95842,CC103,Production,578,Payroll
78003007,2025-06-19,DKK,-0.67,-0.09,Credit,95842,CC104,Finance,579,Payroll
78003007,2025-04-26,DKK,-5695.29,-764.47,Credit,92767,CC105,Human Resources,579,Payroll
78003007,2025-03-13,DKK,286.6,38.47,Debit,92767,CC105,Human Resources,579,Payroll
78003007,2025-07-04,DKK,19120.3,2566.48,Debit,92767,CC107,Supply Chain Management,618,Payroll
78003007,2025-01-11,DKK,16.74,2.25,Debit,95842,CC107,Supply Chain Management,618,Payroll
78003007,2025-02-16,DKK,2768.79,371.65,Debit,92767,CC103,Production,629,Payroll
78003007,2025-02-20,DKK,-53743.48,-7213.89,Credit,95842,CC101,Marketing,652,Payroll
78003007,2025-12-19,DKK,57360.39,7699.38,Debit,95842,CC100,Research & Development,652,Payroll
78003007,2025-06-25,DKK,90905.87,12202.13,Debit,95842,CC100,Research & Development,652,Payroll
78003007,2025-11-26,DKK,34174.73,4587.21,Debit,95842,CC101,Marketing,652,Payroll
78003007,2025-12-18,DKK,68415.6,9183.3,Debit,92767,CC106,Customer Support,683,Payroll
78003007,2025-12-18,DKK,5290.81,710.18,Debit,97086,CC103,Production,683,Payroll
78003007,2025-10-09,DKK,72.74,9.76,Debit,97086,CC106,Customer Support,683,Payroll
78003007,2025-04-27,DKK,-2844.54,-381.82,Credit,95842,CC103,Production,700,Payroll
78003007,2025-01-17,DKK,-28690.38,-3851.06,Credit,95842,CC106,Customer Support,700,Payroll
78003007,2025-04-19,DKK,6553.6,879.68,Debit,95842,CC103,Production,700,Payroll
78003007,2025-06-30,DKK,40315.93,5411.53,Debit,95842,CC106,Customer Support,700,Payroll
78003007,2025-12-19,DKK,-125985.61,-16910.82,Credit,97086,CC103,Production,717,Payroll
78003007,2025-06-19,DKK,6807.07,913.7,Debit,97086,CC104,Finance,717,Payroll
78003007,2025-08-20,DKK,-25422.43,-3412.41,Credit,95842,CC104,Finance,720,Payroll
78003007,2025-10-07,DKK,-31214.71,-4189.89,Credit,97086,CC103,Production,729,Payroll
78003007,2025-04-15,DKK,1135.67,152.44,Debit,97086,CC106,Customer Support,730,Payroll
78003007,2025-04-18,DKK,1179.18,158.28,Debit,92767,CC106,Customer Support,752,Payroll
78003007,2025-07-30,DKK,-264942.41,-35562.74,Credit,97086,CC102,Sales,787,Payroll
78003007,2025-01-31,DKK,-3143.03,-421.88,Credit,95842,CC109,Legal & Compliance,787,Payroll
78003007,2025-12-17,DKK,86057.06,11551.28,Debit,97086,CC103,Production,787,Payroll
78003007,2025-03-03,DKK,-56380.13,-7567.8,Credit,95842,CC107,Supply Chain Management,789,Payroll
78003007,2025-06-01,DKK,-654.28,-87.82,Credit,97086,CC101,Marketing,793,Payroll
78003007,2025-09-08,DKK,-12866.27,-1727.02,Credit,95842,CC107,Supply Chain Management,793,Payroll
78003007,2025-12-24,DKK,654.28,87.82,Debit,92767,CC107,Supply Chain Management,793,Payroll
78003007,2025-07-08,DKK,-54.55,-7.32,Credit,95842,CC109,Legal & Compliance,794,Payroll
78003007,2025-09-12,DKK,1743.18,233.98,Debit,92767,CC107,Supply Chain Management,794,Payroll
78003007,2025-08-15,DKK,-21103.05,-2832.62,Credit,92767,CC102,Sales,795,Payroll
78003007,2025-04-30,DKK,-23016.02,-3089.4,Credit,92767,CC106,Customer Support,821,Payroll
78003007,2025-03-07,DKK,-56.21,-7.54,Credit,97086,CC101,Marketing,821,Payroll
78003007,2025-03-12,DKK,52559.14,7054.92,Debit,97086,CC101,Marketing,821,Payroll
78003007,2025-05-15,DKK,473.91,63.61,Debit,97086,CC105,Human Resources,841,Payroll
78003007,2025-04-30,DKK,4899.33,657.63,Debit,97086,CC105,Human Resources,841,Payroll
78003007,2025-10-23,DKK,57309.97,7692.61,Debit,97086,CC103,Production,855,Payroll
78003007,2025-05-24,DKK,250.45,33.62,Debit,97086,CC104,Finance,888,Payroll
78003007,2025-03-16,DKK,-7298.77,-979.7,Credit,92767,CC108,IT Services,891,Payroll
78003007,2025-06-04,DKK,-296.16,-39.75,Credit,95842,CC103,Production,929,Payroll
78003007,2025-06-19,DKK,-24524.03,-3291.82,Credit,95842,CC106,Customer Support,935,Payroll
78003007,2025-07-04,DKK,59782.36,8024.48,Debit,95842,CC106,Customer Support,935,Payroll
78003007,2025-11-08,DKK,24524.03,3291.82,Debit,95842,CC106,Customer Support,935,Payroll
78003007,2025-02-13,DKK,-70968.54,-9525.98,Credit,92767,CC105,Human Resources,953,Payroll
78003007,2025-10-18,DKK,-5773.89,-775.02,Credit,92767,CC105,Human Resources,953,Payroll
78003007,2025-02-24,DKK,2959.26,397.22,Debit,97086,CC109,Legal & Compliance,953,Payroll
78003007,2025-01-08,DKK,-18840.0,-2528.86,Credit,97086,CC104,Finance,985,Payroll
78003008,2025-08-20,EUR,-84274.04,-11311.95,Credit,95842,CC106,Customer Support,547,Payroll
78003008,2025-10-03,EUR,-112.08,-15.04,Credit,92767,CC101,Marketing,131,Payroll
78003008,2025-04-28,EUR,2307.03,309.67,Debit,97086,CC106,Customer Support,131,Payroll
78003008,2025-01-08,EUR,40.16,5.39,Debit,97086,CC106,Customer Support,131,Payroll
78003008,2025-02-18,EUR,103823.63,13936.06,Debit,92767,CC101,Marketing,131,Payroll
78003008,2025-12-21,EUR,37213.27,4995.07,Debit,92767,CC108,IT Services,131,Payroll
78003008,2025-06-08,EUR,-1246.23,-167.28,Credit,92767,CC107,Supply Chain Management,170,Payroll
78003008,2025-06-12,EUR,-431.11,-57.87,Credit,92767,CC105,Human Resources,176,Payroll
78003008,2025-01-24,EUR,-41005.53,-5504.1,Credit,92767,CC105,Human Resources,176,Payroll
78003008,2025-11-18,EUR,26.99,3.62,Debit,92767,CC101,Marketing,176,Payroll
78003008,2025-06-10,EUR,-7025.28,-942.99,Credit,92767,CC102,Sales,201,Payroll
78003008,2025-01-29,EUR,-733.25,-98.42,Credit,95842,CC102,Sales,201,Payroll
78003008,2025-06-18,EUR,36433.97,4890.47,Debit,95842,CC104,Finance,287,Payroll
78003008,2025-03-07,EUR,-6706.57,-900.21,Credit,92767,CC108,IT Services,299,Payroll
78003008,2025-02-09,EUR,-13145.65,-1764.52,Credit,92767,CC103,Production,344,Payroll
78003008,2025-11-14,EUR,-941.57,-126.39,Credit,95842,CC100,Research & Development,344,Payroll
78003008,2025-06-10,EUR,43261.27,5806.88,Debit,92767,CC107,Supply Chain Management,344,Payroll
78003008,2025-08-07,EUR,-5239.16,-703.24,Credit,97086,CC107,Supply Chain Management,360,Payroll
78003008,2025-02-18,EUR,-0.6,-0.08,Credit,97086,CC109,Legal & Compliance,386,Payroll
78003008,2025-02-11,EUR,305.23,40.97,Debit,97086,CC108,IT Services,386,Payroll
78003008,2025-04-14,EUR,-29264.36,-3928.1,Credit,92767,CC100,Research & Development,399,Payroll
78003008,2025-01-01,EUR,84154.42,11295.9,Debit,95842,CC104,Finance,399,Payroll
78003008,2025-09-26,EUR,49091.19,6589.42,Debit,97086,CC101,Marketing,399,Payroll
78003008,2025-09-27,EUR,35602.71,4778.89,Debit,92767,CC100,Research & Development,399,Payroll
78003008,2025-07-17,EUR,1236.69,166.0,Debit,92767,CC102,Sales,450,Payroll
78003008,2025-01-17,EUR,-15824.53,-2124.1,Credit,97086,CC107,Supply Chain Management,452,Payroll
78003008,2025-12-02,EUR,-20224.02,-2714.63,Credit,92767,CC106,Customer Support,452,Payroll
78003008,2025-03-19,EUR,-324.5,-43.56,Credit,92767,CC106,Customer Support,452,Payroll
78003008,2025-06-15,EUR,-6871.93,-922.41,Credit,97086,CC107,Supply Chain Management,452,Payroll
78003008,2025-05-26,EUR,-9000.45,-1208.11,Credit,92767,CC106,Customer Support,452,Payroll
78003008,2025-10-10,EUR,-3932.92,-527.91,Credit,92767,CC106,Customer Support,461,Payroll
78003008,2025-08-19,EUR,27695.74,3717.55,Debit,97086,CC101,Marketing,461,Payroll
78003008,2025-07-16,EUR,62901.73,8443.19,Debit,92767,CC102,Sales,461,Payroll
78003008,2025-04-13,EUR,41397.86,5556.76,Debit,97086,CC107,Supply Chain Management,465,Payroll
78003008,2025-02-01,EUR,11296.71,1516.34,Debit,97086,CC109,Legal & Compliance,465,Payroll
78003008,2025-12-17,EUR,-12736.45,-1709.59,Credit,95842,CC105,Human Resources,513,Payroll
78003008,2025-01-03,EUR,295.83,39.71,Debit,97086,CC107,Supply Chain Management,513,Payroll
78003008,2025-05-13,EUR,-41.52,-5.57,Credit,95842,CC101,Marketing,547,Payroll
78003008,2025-08-20,EUR,-71381.1,-9581.36,Credit,95842,CC106,Customer Support,547,Payroll
78003008,2025-09-15,EUR,41627.06,5587.52,Debit,92767,CC108,IT Services,547,Payroll
78003008,2025-05-31,EUR,26355.46,3537.65,Debit,97086,CC105,Human Resources,547,Payroll
78003008,2025-12-13,EUR,-68043.37,-9133.34,Credit,95842,CC103,Production,578,Payroll
78003008,2025-03-12,EUR,-83631.37,-11225.69,Credit,95842,CC103,Production,578,Payroll
78003008,2025-11-14,EUR,-171581.94,-23031.13,Credit,92767,CC106,Customer Support,578,Payroll
78003008,2025-05-23,EUR,-1140.13,-153.04,Credit,92767,CC106,Customer Support,578,Payroll
78003008,2025-06-12,EUR,-2221.63,-298.21,Credit,92767,CC105,Human Resources,579,Payroll
78003008,2025-12-21,EUR,167.75,22.52,Debit,92767,CC105,Human Resources,579,Payroll
78003008,2025-05-03,EUR,3935.23,528.22,Debit,92767,CC105,Human Resources,579,Payroll
78003008,2025-12-03,EUR,8401.14,1127.67,Debit,95842,CC104,Finance,579,Payroll
78003008,2025-08-03,EUR,-7920.47,-1063.15,Credit,92767,CC107,Supply Chain Management,590,Payroll
78003008,2025-05-06,EUR,23947.63,3214.45,Debit,97086,CC100,Research & Development,590,Payroll
78003008,2025-01-24,EUR,9407.1,1262.7,Debit,97086,CC100,Research & Development,590,Payroll
78003008,2025-08-25,EUR,-3742.36,-502.33,Credit,92767,CC107,Supply Chain Management,618,Payroll
78003008,2025-10-29,EUR,24778.11,3325.92,Debit,95842,CC107,Supply Chain Management,618,Payroll
78003008,2025-09-03,EUR,-53329.92,-7158.38,Credit,95842,CC101,Marketing,629,Payroll
78003008,2025-06-01,EUR,-25750.49,-3456.44,Credit,95842,CC101,Marketing,629,Payroll
78003008,2025-07-07,EUR,-89.94,-12.07,Credit,95842,CC101,Marketing,629,Payroll
78003008,2025-10-27,EUR,5825.6,781.96,Debit,92767,CC103,Production,629,Payroll
78003008,2025-07-17,EUR,16771.41,2251.2,Debit,92767,CC103,Production,629,Payroll
78003008,2025-09-28,EUR,-12332.46,-1655.36,Credit,95842,CC100,Research & Development,652,Payroll
78003008,2025-12-23,EUR,3079.08,413.3,Debit,97086,CC109,Legal & Compliance,690,Payroll
78003008,2025-02-26,EUR,-40315.93,-5411.53,Credit,95842,CC103,Production,700,Payroll
78003008,2025-08-20,EUR,-33225.71,-4459.83,Credit,95842,CC103,Production,700,Payroll
78003008,2025-05-27,EUR,54227.49,7278.86,Debit,95842,CC106,Customer Support,700,Payroll
78003008,2025-12-25,EUR,-9495.22,-1274.53,Credit,97086,CC103,Production,717,Payroll
78003008,2025-10-27,EUR,-26787.53,-3595.64,Credit,95842,CC100,Research & Development,717,Payroll
78003008,2025-08-30,EUR,-20225.68,-2714.86,Credit,92767,CC103,Production,729,Payroll
78003008,2025-05-20,EUR,2519.28,338.16,Debit,97086,CC103,Production,729,Payroll
78003008,2025-01-04,EUR,-8.39,-1.13,Credit,97086,CC109,Legal & Compliance,730,Payroll
78003008,2025-06-27,EUR,18619.01,2499.2,Debit,97086,CC109,Legal & Compliance,730,Payroll
78003008,2025-10-20,EUR,-67511.87,-9062.0,Credit,92767,CC106,Customer Support,752,Payroll
78003008,2025-01-01,EUR,70469.15,9458.95,Debit,92767,CC106,Customer Support,752,Payroll
78003008,2025-07-05,EUR,-32842.77,-4408.43,Credit,97086,CC108,IT Services,787,Payroll
78003008,2025-05-27,EUR,-5665.5,-760.47,Credit,97086,CC103,Production,787,Payroll
78003008,2025-05-06,EUR,-7243.21,-972.24,Credit,95842,CC107,Supply Chain Management,789,Payroll
78003008,2025-01-25,EUR,-17374.59,-2332.16,Credit,97086,CC105,Human Resources,789,Payroll
78003008,2025-08-31,EUR,-156232.53,-20970.81,Credit,95842,CC107,Supply Chain Management,789,Payroll
78003008,2025-12-17,EUR,7002.55,939.94,Debit,95842,CC107,Supply Chain Management,789,Payroll
78003008,2025-04-03,EUR,-13980.77,-1876.61,Credit,92767,CC107,Supply Chain Management,793,Payroll
78003008,2025-12-31,EUR,-5643.66,-757.54,Credit,95842,CC109,Legal & Compliance,793,Payroll
78003008,2025-12-02,EUR,-10200.95,-1369.26,Credit,97086,CC106,Customer Support,793,Payroll
78003008,2025-01-26,EUR,24301.7,3261.97,Debit,97086,CC101,Marketing,793,Payroll
78003008,2025-05-06,EUR,18791.56,2522.36,Debit,97086,CC106,Customer Support,793,Payroll
78003008,2025-07-05,EUR,58924.66,7909.35,Debit,97086,CC100,Research & Development,794,Payroll
78003008,2025-07-04,EUR,-239.41,-32.14,Credit,97086,CC105,Human Resources,821,Payroll
78003008,2025-01-02,EUR,-6738.48,-904.49,Credit,97086,CC105,Human Resources,841,Payroll
78003008,2025-12-01,EUR,-4899.33,-657.63,Credit,97086,CC105,Human Resources,841,Payroll
78003008,2025-09-11,EUR,-210.04,-28.19,Credit,97086,CC105,Human Resources,841,Payroll
78003008,2025-09-04,EUR,25341.09,3401.49,Debit,97086,CC105,Human Resources,841,Payroll
78003008,2025-01-31,EUR,3586.56,481.42,Debit,97086,CC105,Human Resources,841,Payroll
78003008,2025-05-30,EUR,5120.96,687.38,Debit,97086,CC105,Human Resources,841,Payroll
78003008,2025-01-13,EUR,-12287.99,-1649.39,Credit,92767,CC109,Legal & Compliance,855,Payroll
78003008,2025-03-31,EUR,-2561.61,-343.84,Credit,97086,CC100,Research & Development,888,Payroll
78003008,2025-10-23,EUR,-38655.64,-5188.68,Credit,92767,CC109,Legal & Compliance,888,Payroll
78003008,2025-11-30,EUR,11300.06,1516.79,Debit,92767,CC109,Legal & Compliance,888,Payroll
78003008,2025-12-28,EUR,-5566.84,-747.23,Credit,95842,CC108,IT Services,891,Payroll
78003008,2025-06-15,EUR,-2078.48,-278.99,Credit,92767,CC104,Finance,929,Payroll
78003008,2025-07-08,EUR,-2980.74,-400.1,Credit,95842,CC108,IT Services,929,Payroll
78003008,2025-08-18,EUR,-4164.28,-558.96,Credit,92767,CC104,Finance,929,Payroll
78003008,2025-10-20,EUR,6341.0,851.14,Debit,97086,CC102,Sales,929,Payroll
78003008,2025-05-13,EUR,-3556.73,-477.41,Credit,95842,CC106,Customer Support,935,Payroll
78003008,2025-11-21,EUR,219656.88,29484.14,Debit,95842,CC106,Customer Support,935,Payroll
78003008,2025-03-11,EUR,10366.79,1391.52,Debit,92767,CC101,Marketing,935,Payroll
78003008,2025-04-12,EUR,18250.16,2449.69,Debit,97086,CC106,Customer Support,953,Payroll
78003008,2025-08-19,EUR,12114.04,1626.05,Debit,97086,CC104,Finance,985,Payroll
78003008,2025-10-23,EUR,-18831.15,-2527.67,Credit,92767,CC109,Legal & Compliance,992,Payroll
78003008,2025-09-04,EUR,35547.35,4771.46,Debit,97086,CC102,Sales,992,Payroll
78003008,2025-12-21,EUR,5911.67,793.51,Debit,95842,CC100,Research & Development,992,Payroll
78003009,2025-03-25,EUR,-338262.96,-45404.42,Credit,97086,CC109,Legal & Compliance,690,Payroll
78003009,2025-02-18,EUR,-103823.63,-13936.06,Credit,92767,CC101,Marketing,131,Payroll
78003009,2025-12-28,EUR,-6346.9,-851.93,Credit,92767,CC108,IT Services,131,Payroll
78003009,2025-06-18,EUR,-229458.97,-30799.86,Credit,92767,CC108,IT Services,131,Payroll
78003009,2025-03-28,EUR,-27664.72,-3713.39,Credit,97086,CC107,Supply Chain Management,170,Payroll
78003009,2025-09-28,EUR,38685.83,5192.73,Debit,97086,CC103,Production,170,Payroll
78003009,2025-10-15,EUR,-156897.3,-21060.04,Credit,92767,CC104,Finance,176,Payroll
78003009,2025-08-06,EUR,-305.23,-40.97,Credit,92767,CC106,Customer Support,187,Payroll
78003009,2025-01-26,EUR,-29795.16,-3999.35,Credit,92767,CC106,Customer Support,187,Payroll
78003009,2025-01-18,EUR,63.6,8.54,Debit,97086,CC106,Customer Support,187,Payroll
78003009,2025-10-19,EUR,-332.08,-44.57,Credit,92767,CC103,Production,196,Payroll
78003009,2025-12-15,EUR,73690.57,9891.35,Debit,92767,CC103,Production,196,Payroll
78003009,2025-12-23,EUR,-6419.86,-861.73,Credit,97086,CC100,Research & Development,201,Payroll
78003009,2025-10-12,EUR,117094.17,15717.34,Debit,97086,CC103,Production,201,Payroll
78003009,2025-01-31,EUR,71780.13,9634.92,Debit,97086,CC100,Research & Development,201,Payroll
78003009,2025-03-04,EUR,-3198.5,-429.33,Credit,97086,CC108,IT Services,299,Payroll
78003009,2025-02-16,EUR,44369.78,5955.68,Debit,97086,CC108,IT Services,299,Payroll
