DocumentNumber,Date,Currency,AmountDKK,AmountEUR,Type,GLAccount,CostCenter,Department,CustomerName,ItemName,SourceType
78001009,2025-03-09,EUR,2387720.96,320499.46,Debit,56629,CC105,,,Digital Content Production Services,Service
78001009,2025-02-21,EUR,-2168232.69,-291037.94,Credit,51645,CC106,,,Corporate Training Programs,Service
78001009,2025-06-07,EUR,-36037.66,-4837.27,Credit,59210,CC105,,,Recruitment Agency Fees,Service
78001009,2025-08-02,EUR,420233.05,56407.12,Debit,59210,CC107,,,Health and Safety Audits,Service
78001009,2025-08-14,EUR,376983.03,50601.75,Debit,51493,CC103,,,Health and Safety Audits,Service
78001009,2025-09-20,EUR,732775.95,98359.19,Debit,58510,CC105,,,Office Security Services,Service
78001009,2025-05-15,EUR,1839815.72,246955.13,Debit,58510,CC105,,,Office Security Services,Service
78001009,2025-05-09,EUR,373352.13,50114.38,Debit,58510,CC105,,,Office Security Services,Service
78001009,2025-07-17,EUR,11550.12,1550.35,Debit,58510,CC108,,,Waste Management Contract,Service
78001009,2025-05-09,EUR,4806756.96,645202.28,Debit,51493,CC108,,,Waste Management Contract,Service
78001009,2025-09-20,EUR,-1845011.55,-247652.56,Credit,59210,CC105,,,Document Shredding Services,Service
78001009,2025-08-18,EUR,-750763.32,-100773.6,Credit,56616,CC101,,,Document Shredding Services,Service
78001009,2025-04-19,EUR,-3664157.7,-491833.25,Credit,59210,CC105,,,Document Shredding Services,Service
78001009,2025-08-21,EUR,2992288.83,401649.51,Debit,55399,CC106,,,Document Shredding Services,Service
78001009,2025-04-15,EUR,-818333.51,-109843.42,Credit,51493,CC100,,,Accounting and Audit Services,Service
78001009,2025-10-10,EUR,-819691.62,-110025.72,Credit,56629,CC107,,,Accounting and Audit Services,Service
78001009,2025-09-09,EUR,818333.51,109843.42,Debit,56629,CC107,,,Accounting and Audit Services,Service
78001009,2025-04-08,EUR,-541032.69,-72621.84,Credit,56616,CC107,,,Legal Document Review Fees,Service
78001009,2025-08-18,EUR,3130886.17,420253.18,Debit,55399,CC107,,,Legal Document Review Fees,Service
78001009,2025-08-07,EUR,898373.11,120586.99,Debit,55399,CC107,,,Legal Document Review Fees,Service
78001009,2025-12-20,EUR,-1574901.31,-211396.15,Credit,51493,CC108,,,Microsoft 365 Enterprise License,Service
78001009,2025-07-22,EUR,-1410492.3,-189327.83,Credit,59210,CC102,,,Telecommunications Services,Service
78001009,2025-01-11,EUR,-405464.95,-54424.83,Credit,59210,CC102,,,Telecommunications Services,Service
78001009,2025-08-12,EUR,1672095.77,224442.39,Debit,55399,CC102,,,Telecommunications Services,Service
78001009,2025-12-06,EUR,2413630.42,323977.24,Debit,56629,CC101,,,Video Conferencing Platform Subscription (Zoom),Service
78001009,2025-08-29,EUR,-171038.96,-22958.25,Credit,59210,CC107,,,Power BI Pro License,Service
78001009,2025-11-06,EUR,-142625.54,-19144.37,Credit,58510,CC101,,,Power BI Pro License,Service
78001009,2025-05-27,EUR,-1063200.36,-142711.46,Credit,59210,CC103,,,Antivirus Software Subscription,Service
78001009,2025-09-06,EUR,87343.4,11723.95,Debit,58510,CC103,,,Antivirus Software Subscription,Service
78001009,2025-07-26,EUR,47300.11,6349.01,Debit,58510,CC103,,,Antivirus Software Subscription,Service
78001009,2025-07-07,EUR,240112.35,32229.85,Debit,56616,CC104,,,Antivirus Software Subscription,Service
78001009,2025-11-21,EUR,23876.57,3204.91,Debit,51645,CC103,,,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001009,2025-03-26,EUR,3604180.41,483782.61,Debit,51493,CC101,,,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001009,2025-12-26,EUR,2297591.99,308401.61,Debit,58510,CC103,,,Expense Management Software License,Service
78001009,2025-01-31,EUR,2169955.0,291269.13,Debit,58510,CC103,,,Expense Management Software License,Service
78001009,2025-03-15,EUR,-901422.06,-120996.25,Credit,55399,CC102,,,E-signature Platform Subscription (DocuSign),Service
78001010,2025-12-02,EUR,106957011.96,14356645.9,Debit,56629,CC109,,,Brand Licensing Agreements,Service
78001010,2025-12-05,EUR,-81525670.01,-10943042.95,Credit,40721,CC108,,,ABS Plastic Resin (Acrylonitrile Butadiene Styrene),Procurement
78001010,2025-08-01,EUR,-21957372.17,-2947298.28,Credit,45015,CC103,,,Polyethylene Packaging Film,Procurement
78001010,2025-08-16,EUR,-27579021.1,-3701882.03,Credit,40211,CC109,,,Polyethylene Packaging Film,Procurement
78001010,2025-09-21,EUR,1998546.88,268261.33,Debit,42307,CC107,,,Automated Sorting System Components,Procurement
78001010,2025-02-19,EUR,-8173387.52,-1097099.0,Credit,40721,CC103,,,Silicone Rubber for Minifigure Accessories,Procurement
78001010,2025-01-14,EUR,-118604.24,-15920.03,Credit,40211,CC108,,,Silicone Rubber for Minifigure Accessories,Procurement
78001010,2025-01-16,EUR,47156216.6,6329693.5,Debit,40721,CC103,,,Silicone Rubber for Minifigure Accessories,Procurement
78001010,2025-07-01,EUR,21189855.26,2844275.87,Debit,42307,CC109,,,Custom Steel Molds for Bricks,Procurement
78001010,2025-02-19,EUR,-14239784.87,-1911380.52,Credit,42307,CC108,,,Boxboard Packaging Cartons,Procurement
78001010,2025-04-04,EUR,-31093590.38,-4173636.29,Credit,40721,CC107,,,Primary Cardboard Shipping Boxes,Procurement
78001010,2025-05-27,EUR,17327.89,2325.89,Debit,42307,CC105,,,Primary Cardboard Shipping Boxes,Procurement
78001010,2025-04-24,EUR,-1719133.33,-230756.15,Credit,40211,CC100,,,Printing Inks for Packaging,Procurement
78001010,2025-09-09,EUR,1389702.93,186537.31,Debit,40211,CC108,,,Printing Inks for Packaging,Procurement
78001010,2025-02-12,EUR,21028.47,2822.61,Debit,40211,CC108,,,Thermal Transfer Barcode Labels,Procurement
78001010,2025-04-09,EUR,4581833.05,615011.15,Debit,40211,CC108,,,Thermal Transfer Barcode Labels,Procurement
78001010,2025-05-03,EUR,-8937045.84,-1199603.47,Credit,40721,CC101,,,Shrink Wrap Film,Procurement
78001010,2025-12-13,EUR,-4341572.45,-582761.4,Credit,40721,CC101,,,Shrink Wrap Film,Procurement
78001010,2025-12-17,EUR,674514.51,90538.86,Debit,40721,CC104,,,Shrink Wrap Film,Procurement
78001010,2025-02-20,EUR,-1920838.6,-257830.68,Credit,45015,CC107,,,Robotic Arm Grippers & End Effectors,Procurement
78001010,2025-12-23,EUR,17680339.1,2373199.88,Debit,45015,CC107,,,Robotic Arm Grippers & End Effectors,Procurement
78001010,2025-08-31,EUR,-16744044.19,-2247522.71,Credit,40721,CC101,,,Electric Motors for Assembly Lines,Procurement
78001010,2025-06-14,EUR,13417766.39,1801042.47,Debit,45015,CC100,,,Steel Pallets and Racking,Procurement
78001010,2025-05-18,EUR,-2042640.7,-274179.96,Credit,42307,CC108,,,Automated Guided Vehicle (AGV) Batteries,Procurement
78001010,2025-02-16,EUR,-2611465.2,-350532.24,Credit,40721,CC109,,,RFID Tags for Inventory Tracking,Procurement
78001010,2025-11-24,EUR,-50452.47,-6772.14,Credit,45015,CC107,,,Industrial Cleaning Chemicals,Procurement
78001010,2025-05-28,EUR,-52173.36,-7003.14,Credit,40211,CC101,,,Mold Release Agents,Procurement
78001010,2025-08-24,EUR,190848.49,25617.25,Debit,40211,CC109,,,Mold Release Agents,Procurement
78001010,2025-08-15,EUR,-2772108.53,-372095.1,Credit,42307,CC100,,,Safety Workwear (PPE),Procurement
78001010,2025-11-07,EUR,3488466.41,468250.52,Debit,42307,CC104,,,Sensor Modules (for Automation),Procurement
78001010,2025-09-15,EUR,-665.17,-89.28,Credit,42307,CC102,,,Industrial Adhesives & Solvents,Procurement
78001010,2025-04-08,EUR,-248116.1,-33304.17,Credit,42307,CC103,,,Compressed Air Filters and Hoses,Procurement
78001010,2025-02-24,EUR,-181197.75,-24321.85,Credit,40721,CC104,,,Compressed Air Filters and Hoses,Procurement
78001010,2025-01-16,EUR,-1134315.59,-152257.13,Credit,45015,CC100,,,Machine Tooling Inserts,Procurement
78001010,2025-10-29,EUR,-457055.57,-61349.74,Credit,40721,CC108,,,Machine Tooling Inserts,Procurement
78001010,2025-08-24,EUR,-6299767.14,-845606.33,Credit,45015,CC100,,,Machine Tooling Inserts,Procurement
78001010,2025-12-08,EUR,5240102.66,703369.48,Debit,40211,CC101,,,Machine Tooling Inserts,Procurement
78001010,2025-09-18,EUR,1134315.59,152257.13,Debit,45015,CC107,,,Machine Tooling Inserts,Procurement
78001010,2025-07-12,EUR,-128129.53,-17198.59,Credit,45015,CC108,,,Fire Suppression System Parts,Procurement
78001010,2025-02-01,EUR,3783729.61,507883.17,Debit,40211,CC101,,,Fire Suppression System Parts,Procurement
78001010,2025-03-03,EUR,927426.83,124486.82,Debit,40211,CC105,,,Fire Suppression System Parts,Procurement
78001010,2025-01-09,EUR,-9456242.17,-1269294.25,Credit,45015,CC109,,,Circuit Boards for Machine Controls,Procurement
78001010,2025-03-08,EUR,3658840.84,491119.58,Debit,40721,CC109,,,Circuit Boards for Machine Controls,Procurement
78001010,2025-08-29,EUR,-1768170.32,-237338.3,Credit,45015,CC102,,,Replacement Conveyor Rollers,Procurement
78001010,2025-11-12,EUR,-56456.54,-7578.06,Credit,40211,CC102,,,Replacement Conveyor Rollers,Procurement
78001010,2025-09-21,EUR,29093.97,3905.23,Debit,42307,CC100,,,Replacement Conveyor Rollers,Procurement
78001010,2025-02-14,EUR,4812969.16,646036.13,Debit,40211,CC102,,,Replacement Conveyor Rollers,Procurement
78001010,2025-04-15,EUR,1259734.55,169091.89,Debit,42307,CC101,,,Replacement Conveyor Rollers,Procurement
78001010,2025-08-08,EUR,-1159248.39,-155603.81,Credit,40721,CC100,,,HVAC Filters and Components,Procurement
78001010,2025-08-12,EUR,-338912.68,-45491.63,Credit,40721,CC100,,,Forklift Spare Parts,Procurement
78001010,2025-12-24,EUR,-25974287.48,-3486481.54,Credit,45015,CC107,,,Forklift Spare Parts,Procurement
78001010,2025-02-28,EUR,-1027838.73,-137964.93,Credit,40721,CC100,,,Forklift Spare Parts,Procurement
78001010,2025-04-20,EUR,2182490.31,292951.72,Debit,45015,CC107,,,Forklift Spare Parts,Procurement
78001010,2025-01-15,EUR,12994874.01,1744278.39,Debit,42307,CC102,,,Waste Management Bins & Bags,Procurement
78001010,2025-10-21,EUR,75981.43,10198.85,Debit,40721,CC103,,,Waste Management Bins & Bags,Procurement
78001010,2025-01-31,EUR,2055813.57,275948.13,Debit,40211,CC105,,,Hydraulic Fluid for Machines,Procurement
78001010,2025-12-21,EUR,-2501494.25,-335771.04,Credit,40721,CC103,,,First Aid Kit Supplies,Procurement
78001010,2025-12-04,EUR,-16211783.42,-2176078.31,Credit,40721,CC103,,,First Aid Kit Supplies,Procurement
78001010,2025-12-22,EUR,62113.16,8337.34,Debit,40721,CC105,,,Industrial Batteries (General),Procurement
78001010,2025-02-07,EUR,-8058886.58,-1081729.74,Credit,45015,CC108,,,Employee Uniforms,Procurement
78001010,2025-10-24,EUR,-16172.7,-2170.83,Credit,45015,CC108,,,Employee Uniforms,Procurement
78001010,2025-04-06,EUR,2892019.18,388190.49,Debit,40211,CC106,,,"Hand Tools (Screwdrivers, Wrenches, etc.)",Procurement
78001010,2025-04-15,EUR,-3710762.89,-498088.98,Credit,40721,CC103,,,Lockout/Tagout Devices,Procurement
78001010,2025-06-27,EUR,752686.0,101031.68,Debit,40211,CC101,,,Lockout/Tagout Devices,Procurement
78001010,2025-09-28,EUR,308.26,41.38,Debit,40721,CC103,,,Lockout/Tagout Devices,Procurement
78001010,2025-06-19,EUR,-9119355.73,-1224074.59,Credit,42307,CC107,,,Cleaning Cloths and Paper Towels,Procurement
78001010,2025-12-11,EUR,170595.13,22898.68,Debit,42307,CC100,,,Cleaning Cloths and Paper Towels,Procurement
78001010,2025-02-02,EUR,-304332.14,-40849.95,Credit,40721,CC105,,,Janitorial Paper Products,Procurement
78001010,2025-07-18,EUR,44023.32,5909.17,Debit,42307,CC107,,,Janitorial Paper Products,Procurement
78001010,2025-07-22,EUR,1125204.81,151034.2,Debit,40211,CC100,,,Office Printer Toner Cartridges,Procurement
78001010,2025-04-09,EUR,66921.22,8982.71,Debit,40211,CC106,,,Office Printer Toner Cartridges,Procurement
78001010,2025-08-31,EUR,18548.06,2489.67,Debit,40211,CC100,,,Office Printer Toner Cartridges,Procurement
78001010,2025-02-04,EUR,-789767.44,-106009.05,Credit,45015,CC104,,,Copy Paper,Procurement
78001010,2025-10-08,EUR,-207583.12,-27863.51,Credit,45015,CC100,,,General Office Furniture,Procurement
78001010,2025-07-25,EUR,-2244563.61,-301283.71,Credit,40721,CC105,,,Coffee and Breakroom Supplies,Procurement
78001010,2025-10-21,EUR,57.85,7.77,Debit,42307,CC108,,,Coffee and Breakroom Supplies,Procurement
78001010,2025-07-12,EUR,2285838.84,306824.01,Debit,40211,CC102,,,Water Dispensers and Bottled Water,Procurement
78001010,2025-01-13,EUR,-1618.73,-217.28,Credit,45015,CC107,,,Office Waste Bins,Procurement
78001010,2025-04-23,EUR,190875.87,25620.92,Debit,42307,CC102,,,Desk Organizers,Procurement
78001010,2025-12-26,EUR,347854.29,46691.85,Debit,40211,CC104,,,Calendar and Wall Planners,Procurement
78001010,2025-12-01,EUR,-489115.87,-65653.14,Credit,42307,CC109,,,Batteries (AA/AAA),Procurement
78001010,2025-01-11,EUR,129.46,17.38,Debit,42307,CC109,,,Batteries (AA/AAA),Procurement
78001010,2025-07-14,EUR,-4575820.71,-614204.12,Credit,56629,CC101,,,Strategic IT Infrastructure Implementation,Service
78001010,2025-10-27,EUR,26234.5,3521.41,Debit,51645,CC103,,,Strategic IT Infrastructure Implementation,Service
78001010,2025-05-02,EUR,62798.03,8429.27,Debit,51645,CC103,,,Strategic IT Infrastructure Implementation,Service
78001010,2025-12-08,EUR,1010761.19,135672.64,Debit,56629,CC101,,,Strategic IT Infrastructure Implementation,Service
78001010,2025-07-13,EUR,-2065238.53,-277213.23,Credit,51645,CC107,,,Manufacturing Equipment Maintenance Contract,Service
78001010,2025-11-04,EUR,2387121.07,320418.94,Debit,51645,CC103,,,Manufacturing Equipment Maintenance Contract,Service
78001010,2025-07-22,EUR,-945972.38,-126976.16,Credit,51493,CC105,,,International Marketing Campaign Management,Service
78001010,2025-01-03,EUR,1684556.15,226114.92,Debit,56629,CC102,,,International Marketing Campaign Management,Service
78001010,2025-09-15,EUR,609491.26,81810.91,Debit,58510,CC102,,,Product Safety Certification and Testing,Service
78001010,2025-09-24,EUR,-9645704.89,-1294725.49,Credit,55399,CC101,,,Large-Scale Event Sponsorship Fees,Service
78001010,2025-03-19,EUR,-1100733.76,-147749.5,Credit,59210,CC103,,,Large-Scale Event Sponsorship Fees,Service
78001010,2025-11-22,EUR,319857.02,42933.83,Debit,56616,CC100,,,Global Legal Retainer,Service
78001010,2025-03-24,EUR,2261251.37,303523.67,Debit,56629,CC100,,,Global Legal Retainer,Service
78001010,2025-06-22,EUR,106523.12,14298.41,Debit,56616,CC100,,,Global Legal Retainer,Service
78001010,2025-12-02,EUR,-1422478.36,-190936.69,Credit,56629,CC109,,,Brand Licensing Agreements,Service
78001010,2025-03-28,EUR,1422478.36,190936.69,Debit,56629,CC105,,,Brand Licensing Agreements,Service
78001010,2025-04-09,EUR,34661589.66,4652562.37,Debit,51645,CC109,,,Packaging Design and Procurement,Service
78001010,2025-07-05,EUR,-10933071.0,-1467526.31,Credit,55399,CC106,,,Customs Brokerage Services,Service
78001010,2025-11-17,EUR,10413130.59,1397735.65,Debit,56616,CC105,,,Market Research and Consumer Insights,Service
78001010,2025-12-11,EUR,294338.93,39508.58,Debit,56616,CC101,,,Corporate Insurance Brokerage,Service
78001010,2025-10-15,EUR,949591.79,127461.99,Debit,55399,CC100,,,Corporate Insurance Brokerage,Service
78001010,2025-08-08,EUR,-312698.02,-41972.89,Credit,51645,CC105,,,3PL (Third-Party Logistics) Services,Service
78001010,2025-08-13,EUR,12600203.75,1691302.52,Debit,51493,CC104,,,3PL (Third-Party Logistics) Services,Service
78001010,2025-02-15,EUR,-30410.56,-4081.95,Credit,59210,CC108,,,Digital Transformation Consulting,Service
78001010,2025-07-09,EUR,36730.38,4930.25,Debit,55399,CC105,,,Recruitment Process Outsourcing (RPO),Service
78001010,2025-06-18,EUR,915917.61,122941.96,Debit,55399,CC105,,,Recruitment Process Outsourcing (RPO),Service
78001010,2025-07-06,EUR,-58288.15,-7823.91,Credit,56629,CC101,,,Facilities Management Contract,Service
78001010,2025-07-26,EUR,1858529.73,249467.08,Debit,56616,CC106,,,Facilities Management Contract,Service
78001010,2025-05-15,EUR,58288.15,7823.91,Debit,56629,CC101,,,Facilities Management Contract,Service
78001010,2025-06-26,EUR,4101307.8,550511.11,Debit,55399,CC108,,,Employee Relocation Services,Service
78001010,2025-04-23,EUR,425257.39,57081.53,Debit,58510,CC107,,,Sustainability Reporting Consulting,Service
78001010,2025-12-09,EUR,-94243.52,-12650.14,Credit,56629,CC102,,,Regional Payroll Processing Services,Service
78001010,2025-05-24,EUR,15917522.8,2136580.24,Debit,56629,CC102,,,Regional Payroll Processing Services,Service
78001010,2025-01-24,EUR,-129174.74,-17338.89,Credit,51493,CC106,,,HR Benefits Administration,Service
78001010,2025-11-09,EUR,-1082662.78,-145323.86,Credit,51493,CC106,,,HR Benefits Administration,Service
78001010,2025-07-29,EUR,-1548272.11,-207821.76,Credit,56616,CC107,,,IT Helpdesk and Support Contract,Service
78001010,2025-03-03,EUR,-3253527.95,-436715.16,Credit,58510,CC103,,,IT Helpdesk and Support Contract,Service
78001010,2025-12-14,EUR,146131.3,19614.94,Debit,56616,CC107,,,IT Helpdesk and Support Contract,Service
78001010,2025-03-01,EUR,1300670.8,174586.68,Debit,56616,CC104,,,Translation and Localization Services,Service
78001010,2025-06-01,EUR,-315073.63,-42291.76,Credit,51493,CC104,,,Custom CRM Support and Maintenance,Service
78001010,2025-11-29,EUR,263347.52,35348.66,Debit,59210,CC106,,,Travel Management Services,Service
78001010,2025-07-19,EUR,-2387720.96,-320499.46,Credit,51645,CC107,,,Digital Content Production Services,Service
78001010,2025-12-08,EUR,-11630.71,-1561.17,Credit,51645,CC106,,,Corporate Training Programs,Service
78001010,2025-02-24,EUR,-58720.57,-7881.96,Credit,51645,CC108,,,Recruitment Agency Fees,Service
78001010,2025-05-26,EUR,-636929.22,-85493.86,Credit,56629,CC100,,,Recruitment Agency Fees,Service
78001010,2025-09-06,EUR,-539381.38,-72400.19,Credit,59210,CC107,,,Health and Safety Audits,Service
78001010,2025-11-24,EUR,-517363.4,-69444.75,Credit,56629,CC100,,,Waste Management Contract,Service
78001010,2025-11-29,EUR,609977.37,81876.16,Debit,56629,CC100,,,Waste Management Contract,Service
78001010,2025-03-28,EUR,-446624.59,-59949.61,Credit,51493,CC100,,,Accounting and Audit Services,Service
78001010,2025-06-16,EUR,-40157.96,-5390.33,Credit,56629,CC107,,,Accounting and Audit Services,Service
78001010,2025-07-20,EUR,3778358.24,507162.18,Debit,51493,CC100,,,Accounting and Audit Services,Service
78001010,2025-07-10,EUR,-12512723.14,-1679560.15,Credit,55399,CC107,,,Legal Document Review Fees,Service
78001010,2025-09-03,EUR,523420.91,70257.84,Debit,56616,CC107,,,Legal Document Review Fees,Service
78001010,2025-02-03,EUR,1046042.29,140408.36,Debit,55399,CC107,,,Legal Document Review Fees,Service
78001010,2025-05-17,EUR,195090.72,26186.67,Debit,55399,CC107,,,Legal Document Review Fees,Service
78001010,2025-10-23,EUR,-1969109.06,-264309.94,Credit,51493,CC108,,,Microsoft 365 Enterprise License,Service
78001010,2025-07-08,EUR,-2106657.31,-282772.79,Credit,59210,CC109,,,Adobe Creative Cloud Subscription,Service
78001010,2025-07-19,EUR,-28132.83,-3776.22,Credit,51645,CC108,,,Adobe Creative Cloud Subscription,Service
78001010,2025-01-18,EUR,-24128.0,-3238.66,Credit,51493,CC102,,,Video Conferencing Platform Subscription (Zoom),Service
78001010,2025-02-28,EUR,-544855.17,-73134.92,Credit,51493,CC108,,,Antivirus Software Subscription,Service
78001010,2025-01-29,EUR,296902.25,39852.65,Debit,58510,CC108,,,Domain Registration and Hosting,Service
78001010,2025-01-09,EUR,2139217.38,287143.27,Debit,55399,CC106,,,Domain Registration and Hosting,Service
78001010,2025-10-15,EUR,1568992.36,210603.0,Debit,59210,CC100,,,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001010,2025-05-26,EUR,2642081.31,354641.79,Debit,51645,CC103,,,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001010,2025-11-20,EUR,233993.47,31408.52,Debit,51493,CC101,,,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001010,2025-11-29,EUR,-42.63,-5.72,Credit,58510,CC103,,,Expense Management Software License,Service
78001010,2025-01-12,EUR,-464358.94,-62330.06,Credit,59210,CC104,,,Time Tracking Software Subscription,Service
78001010,2025-08-28,EUR,13311.8,1786.82,Debit,59210,CC104,,,Time Tracking Software Subscription,Service
78001010,2025-05-27,EUR,3134047.16,420677.47,Debit,55399,CC106,,,Time Tracking Software Subscription,Service
78001010,2025-05-22,EUR,2346188.08,314924.57,Debit,55399,CC106,,,Time Tracking Software Subscription,Service
78001010,2025-06-22,EUR,814416.57,109317.66,Debit,51493,CC103,,,E-signature Platform Subscription (DocuSign),Service
78001010,2025-11-12,EUR,-194986.53,-26172.69,Credit,51645,CC107,,,Online Survey Tool Subscription,Service
78001010,2025-10-27,EUR,-290038.01,-38931.28,Credit,51645,CC101,,,Online Survey Tool Subscription,Service
78001011,2025-09-14,DKK,-54617950.65,-7331268.54,Credit,40721,CC103,,,High-Impact Polystyrene (HIPS),Procurement
78001011,2025-02-21,DKK,-300871.57,-40385.45,Credit,40721,CC108,,,High-Impact Polystyrene (HIPS),Procurement
78001011,2025-08-09,DKK,-1767299.91,-237221.46,Credit,45015,CC103,,,High-Impact Polystyrene (HIPS),Procurement
78001011,2025-01-14,DKK,-9261926.74,-1243211.64,Credit,40721,CC108,,,High-Impact Polystyrene (HIPS),Procurement
78001011,2025-02-01,DKK,300871.57,40385.45,Debit,45015,CC103,,,High-Impact Polystyrene (HIPS),Procurement
78001011,2025-07-06,DKK,614924.28,82540.17,Debit,40211,CC101,,,High-Impact Polystyrene (HIPS),Procurement
78001011,2025-09-22,DKK,13250668.54,1778613.23,Debit,45015,CC103,,,High-Impact Polystyrene (HIPS),Procurement
78001011,2025-09-14,DKK,29362323.23,3941251.44,Debit,40721,CC103,,,High-Impact Polystyrene (HIPS),Procurement
78001011,2025-11-07,DKK,3942152.61,529148.0,Debit,45015,CC103,,,High-Impact Polystyrene (HIPS),Procurement
78001011,2025-04-25,DKK,8216788.49,1102924.63,Debit,45015,CC103,,,Polyethylene Packaging Film,Procurement
78001011,2025-09-06,DKK,-6719056.74,-901886.81,Credit,45015,CC102,,,Injection Molding Machinery Spare Parts,Procurement
78001011,2025-12-04,DKK,8848897.95,1187771.54,Debit,42307,CC104,,,Automated Sorting System Components,Procurement
78001011,2025-11-17,DKK,6942166.29,931834.4,Debit,42307,CC104,,,Automated Sorting System Components,Procurement
78001011,2025-02-27,DKK,-6709019.45,-900539.52,Credit,40721,CC103,,,Silicone Rubber for Minifigure Accessories,Procurement
78001011,2025-11-17,DKK,20030329.92,2688634.89,Debit,40211,CC108,,,Silicone Rubber for Minifigure Accessories,Procurement
78001011,2025-06-22,DKK,11896479.95,1596842.95,Debit,40211,CC108,,,Silicone Rubber for Minifigure Accessories,Procurement
78001011,2025-10-21,DKK,2252482.28,302346.61,Debit,42307,CC109,,,Custom Steel Molds for Bricks,Procurement
78001011,2025-12-09,DKK,5814675.31,780493.33,Debit,42307,CC109,,,Custom Steel Molds for Bricks,Procurement
78001011,2025-10-05,DKK,-7058130.57,-947400.08,Credit,42307,CC108,,,Boxboard Packaging Cartons,Procurement
78001011,2025-09-11,DKK,-17327.89,-2325.89,Credit,40721,CC104,,,Primary Cardboard Shipping Boxes,Procurement
78001011,2025-05-17,DKK,3180423.46,426902.48,Debit,40721,CC104,,,Primary Cardboard Shipping Boxes,Procurement
78001011,2025-09-14,DKK,-11160070.71,-1497996.07,Credit,40211,CC108,,,Printing Inks for Packaging,Procurement
78001011,2025-07-02,DKK,-1042008.37,-139866.9,Credit,40211,CC109,,,Thermal Transfer Barcode Labels,Procurement
78001011,2025-06-21,DKK,1205844.5,161858.32,Debit,40211,CC109,,,Thermal Transfer Barcode Labels,Procurement
78001011,2025-06-16,DKK,29756539.71,3994166.4,Debit,40211,CC109,,,Thermal Transfer Barcode Labels,Procurement
78001011,2025-02-01,DKK,-675904.89,-90725.49,Credit,40721,CC100,,,Warehouse Conveyor Belts,Procurement
78001011,2025-09-28,DKK,14609805.56,1961047.73,Debit,45015,CC105,,,Warehouse Conveyor Belts,Procurement
78001011,2025-01-19,DKK,4775268.31,640975.61,Debit,45015,CC109,,,Warehouse Conveyor Belts,Procurement
78001011,2025-09-23,DKK,5239725.97,703318.92,Debit,45015,CC109,,,Warehouse Conveyor Belts,Procurement
78001011,2025-11-07,DKK,6961023.08,934365.51,Debit,40211,CC102,,,Warehouse Conveyor Belts,Procurement
78001011,2025-09-28,DKK,7916737.45,1062649.32,Debit,42307,CC100,,,Warehouse Conveyor Belts,Procurement
78001011,2025-09-13,DKK,-1722236.0,-231172.62,Credit,40721,CC104,,,Shrink Wrap Film,Procurement
78001011,2025-01-23,DKK,444102.95,59611.13,Debit,40721,CC103,,,Shrink Wrap Film,Procurement
78001011,2025-02-28,DKK,-12866.7,-1727.07,Credit,40211,CC106,,,Robotic Arm Grippers & End Effectors,Procurement
78001011,2025-12-18,DKK,-2446311.03,-328363.9,Credit,40211,CC106,,,Robotic Arm Grippers & End Effectors,Procurement
78001011,2025-12-25,DKK,-9063179.85,-1216534.21,Credit,42307,CC108,,,Electric Motors for Assembly Lines,Procurement
78001011,2025-10-19,DKK,-3369781.08,-452319.61,Credit,40211,CC108,,,Electric Motors for Assembly Lines,Procurement
78001011,2025-10-26,DKK,3293993.15,442146.73,Debit,40721,CC101,,,Electric Motors for Assembly Lines,Procurement
78001011,2025-10-01,DKK,-299048.67,-40140.76,Credit,40211,CC109,,,Steel Pallets and Racking,Procurement
78001011,2025-04-30,DKK,-1155572.98,-155110.47,Credit,40721,CC102,,,Steel Pallets and Racking,Procurement
78001011,2025-02-10,DKK,9773621.28,1311895.47,Debit,45015,CC100,,,Steel Pallets and Racking,Procurement
78001011,2025-04-23,DKK,65.37,8.77,Debit,40721,CC102,,,Steel Pallets and Racking,Procurement
78001011,2025-12-25,DKK,229129.96,30755.7,Debit,40211,CC109,,,Steel Pallets and Racking,Procurement
78001011,2025-08-15,DKK,33452.5,4490.27,Debit,40721,CC107,,,Steel Pallets and Racking,Procurement
78001011,2025-04-17,DKK,-44561.44,-5981.4,Credit,42307,CC108,,,Automated Guided Vehicle (AGV) Batteries,Procurement
78001011,2025-10-23,DKK,-9628528.72,-1292419.96,Credit,40721,CC109,,,RFID Tags for Inventory Tracking,Procurement
78001011,2025-03-19,DKK,72270.28,9700.71,Debit,45015,CC105,,,RFID Tags for Inventory Tracking,Procurement
78001011,2025-02-06,DKK,-2037454.1,-273483.77,Credit,40211,CC101,,,Industrial Cleaning Chemicals,Procurement
78001011,2025-06-07,DKK,1750878.69,235017.27,Debit,45015,CC107,,,Industrial Cleaning Chemicals,Procurement
78001011,2025-03-04,DKK,1744843.2,234207.14,Debit,42307,CC103,,,Industrial Cleaning Chemicals,Procurement
78001011,2025-04-19,DKK,-5865938.54,-787374.3,Credit,40211,CC109,,,Mold Release Agents,Procurement
78001011,2025-08-16,DKK,-12257307.95,-1645276.23,Credit,40211,CC109,,,Mold Release Agents,Procurement
