DocumentNumber,Date,Currency,AmountDKK,AmountEUR,Type,GLAccount,CostCenter,ItemName,SourceType
78001005,2025-07-08,EUR,612190.5,82173.22,Debit,51645,CC102,Custom CRM Support and Maintenance,Service
78001005,2025-09-08,EUR,-155552.19,-20879.49,Credit,51493,CC108,Travel Management Services,Service
78001005,2025-11-02,EUR,2369455.65,318047.74,Debit,59210,CC106,Travel Management Services,Service
78001005,2025-06-10,EUR,45773.22,6144.06,Debit,51493,CC106,Travel Management Services,Service
78001005,2025-08-04,EUR,-3259703.64,-437544.11,Credit,55399,CC106,Digital Content Production Services,Service
78001005,2025-12-05,EUR,-43874.39,-5889.18,Credit,56629,CC105,Digital Content Production Services,Service
78001005,2025-02-21,EUR,3395451.62,455765.32,Debit,51645,CC107,Digital Content Production Services,Service
78001005,2025-09-21,EUR,82735.76,11105.47,Debit,51645,CC107,Digital Content Production Services,Service
78001005,2025-09-15,EUR,-2434294.18,-326750.9,Credit,56616,CC101,Recruitment Agency Fees,Service
78001005,2025-09-01,EUR,-5690198.59,-763785.05,Credit,59210,CC105,Recruitment Agency Fees,Service
78001005,2025-12-07,EUR,4033054.67,541349.62,Debit,56629,CC100,Recruitment Agency Fees,Service
78001005,2025-11-24,EUR,1285286.15,172521.63,Debit,56616,CC101,Recruitment Agency Fees,Service
78001005,2025-02-20,EUR,2675203.66,359087.74,Debit,59210,CC105,Recruitment Agency Fees,Service
78001005,2025-07-11,EUR,3424068.85,459606.56,Debit,56629,CC100,Recruitment Agency Fees,Service
78001005,2025-07-05,EUR,-440527.09,-59131.15,Credit,51493,CC103,Health and Safety Audits,Service
78001005,2025-06-06,EUR,-1839815.72,-246955.13,Credit,58510,CC105,Office Security Services,Service
78001005,2025-03-20,EUR,-226972.66,-30466.13,Credit,55399,CC105,Office Security Services,Service
78001005,2025-09-24,EUR,-2157085.82,-289541.72,Credit,58510,CC105,Office Security Services,Service
78001005,2025-04-19,EUR,1661827.21,223064.06,Debit,59210,CC106,Document Shredding Services,Service
78001005,2025-01-30,EUR,2361735.64,317011.5,Debit,56616,CC101,Document Shredding Services,Service
78001005,2025-06-16,EUR,-472183.52,-63380.34,Credit,51493,CC100,Accounting and Audit Services,Service
78001005,2025-11-11,EUR,554401.69,74416.33,Debit,56629,CC107,Accounting and Audit Services,Service
78001005,2025-01-20,EUR,-3921882.7,-526427.21,Credit,55399,CC107,Legal Document Review Fees,Service
78001005,2025-02-04,EUR,2329751.39,312718.31,Debit,56616,CC107,Legal Document Review Fees,Service
78001005,2025-06-14,EUR,1574901.31,211396.15,Debit,51493,CC108,Microsoft 365 Enterprise License,Service
78001005,2025-08-19,EUR,3356002.12,450470.08,Debit,56616,CC101,Telecommunications Services,Service
78001005,2025-09-09,EUR,651214.4,87411.33,Debit,55399,CC102,Telecommunications Services,Service
78001005,2025-06-28,EUR,-91987.36,-12347.3,Credit,51645,CC108,Adobe Creative Cloud Subscription,Service
78001005,2025-03-31,EUR,226324.41,30379.12,Debit,59210,CC109,Adobe Creative Cloud Subscription,Service
78001005,2025-12-18,EUR,5119.33,687.16,Debit,51645,CC108,Adobe Creative Cloud Subscription,Service
78001005,2025-08-07,EUR,-4345.27,-583.26,Credit,59210,CC107,Power BI Pro License,Service
78001005,2025-05-27,EUR,111586.7,14978.08,Debit,56616,CC109,Power BI Pro License,Service
78001005,2025-04-15,EUR,142625.54,19144.37,Debit,58510,CC101,Power BI Pro License,Service
78001005,2025-02-28,EUR,-114273.55,-15338.73,Credit,51493,CC108,Antivirus Software Subscription,Service
78001005,2025-06-13,EUR,-215.71,-28.95,Credit,58510,CC103,Antivirus Software Subscription,Service
78001005,2025-02-19,EUR,-3034272.57,-407284.91,Credit,59210,CC103,Antivirus Software Subscription,Service
78001005,2025-12-13,EUR,-121352.72,-16288.96,Credit,58510,CC103,Antivirus Software Subscription,Service
78001005,2025-03-15,EUR,-5290508.78,-710135.41,Credit,58510,CC108,Domain Registration and Hosting,Service
78001005,2025-10-03,EUR,5290508.78,710135.41,Debit,55399,CC106,Domain Registration and Hosting,Service
78001005,2025-03-27,EUR,664762.02,89229.8,Debit,51645,CC103,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001005,2025-07-09,EUR,46402.77,6228.56,Debit,58510,CC101,Expense Management Software License,Service
78001005,2025-06-27,EUR,699515.94,93894.76,Debit,58510,CC103,Expense Management Software License,Service
78001005,2025-10-30,EUR,-621091.68,-83368.01,Credit,58510,CC106,Time Tracking Software Subscription,Service
78001005,2025-01-19,EUR,-24008.39,-3222.6,Credit,59210,CC106,E-signature Platform Subscription (DocuSign),Service
78001005,2025-05-30,EUR,79173.42,10627.3,Debit,51645,CC104,E-signature Platform Subscription (DocuSign),Service
78001005,2025-02-28,EUR,-1595779.67,-214198.61,Credit,56616,CC101,Online Survey Tool Subscription,Service
78001005,2025-08-10,EUR,8237.52,1105.71,Debit,51645,CC107,Online Survey Tool Subscription,Service
78001006,2025-02-01,EUR,62619634.16,8405320.02,Debit,59210,CC100,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001006,2025-03-10,EUR,-245541.09,-32958.54,Credit,40721,CC108,ABS Plastic Resin (Acrylonitrile Butadiene Styrene),Procurement
78001006,2025-01-02,EUR,-31367182.11,-4210360.01,Credit,40211,CC102,ABS Plastic Resin (Acrylonitrile Butadiene Styrene),Procurement
78001006,2025-01-18,EUR,-3218672.12,-432036.53,Credit,40721,CC108,High-Impact Polystyrene (HIPS),Procurement
78001006,2025-01-12,EUR,1319687.58,177139.27,Debit,40721,CC108,High-Impact Polystyrene (HIPS),Procurement
78001006,2025-07-10,EUR,2913813.98,391115.97,Debit,40211,CC102,High-Impact Polystyrene (HIPS),Procurement
78001006,2025-01-08,EUR,-43379560.54,-5822759.8,Credit,40211,CC109,Polyethylene Packaging Film,Procurement
78001006,2025-01-13,EUR,-347337.35,-46622.46,Credit,40211,CC109,Polyethylene Packaging Film,Procurement
78001006,2025-06-03,EUR,-5944194.75,-797878.49,Credit,45015,CC109,Custom Steel Molds for Bricks,Procurement
78001006,2025-03-09,EUR,-21189855.26,-2844275.87,Credit,45015,CC109,Custom Steel Molds for Bricks,Procurement
78001006,2025-10-24,EUR,-6138285.81,-823930.98,Credit,42307,CC108,Boxboard Packaging Cartons,Procurement
78001006,2025-07-18,EUR,-400250.84,-53724.94,Credit,40211,CC107,Boxboard Packaging Cartons,Procurement
78001006,2025-12-12,EUR,28455481.49,3819527.72,Debit,40211,CC107,Primary Cardboard Shipping Boxes,Procurement
78001006,2025-02-15,EUR,576961.67,77444.52,Debit,40211,CC109,Thermal Transfer Barcode Labels,Procurement
78001006,2025-04-13,EUR,-6961023.08,-934365.51,Credit,40211,CC103,Warehouse Conveyor Belts,Procurement
78001006,2025-06-20,EUR,559948.88,75160.92,Debit,40721,CC104,Shrink Wrap Film,Procurement
78001006,2025-10-12,EUR,827932.86,111131.93,Debit,42307,CC107,Robotic Arm Grippers & End Effectors,Procurement
78001006,2025-03-06,EUR,16744044.19,2247522.71,Debit,40211,CC108,Electric Motors for Assembly Lines,Procurement
78001006,2025-12-12,EUR,6730645.9,903442.4,Debit,42307,CC108,Electric Motors for Assembly Lines,Procurement
78001006,2025-05-02,EUR,8701199.43,1167946.23,Debit,40721,CC102,Steel Pallets and Racking,Procurement
78001006,2025-12-04,EUR,219410.6,29451.09,Debit,40721,CC107,Steel Pallets and Racking,Procurement
78001006,2025-08-09,EUR,-135121.42,-18137.1,Credit,45015,CC105,RFID Tags for Inventory Tracking,Procurement
78001006,2025-02-11,EUR,18539589.39,2488535.49,Debit,40721,CC101,RFID Tags for Inventory Tracking,Procurement
78001006,2025-07-11,EUR,-8792264.28,-1180169.7,Credit,45015,CC107,Industrial Cleaning Chemicals,Procurement
78001006,2025-07-13,EUR,-8221736.5,-1103588.79,Credit,40211,CC109,Mold Release Agents,Procurement
78001006,2025-03-10,EUR,120511.97,16176.1,Debit,40211,CC108,Mold Release Agents,Procurement
78001006,2025-02-05,EUR,962512.75,129196.34,Debit,40211,CC109,Mold Release Agents,Procurement
78001006,2025-09-18,EUR,-10774979.48,-1446305.97,Credit,45015,CC105,Sensor Modules (for Automation),Procurement
78001006,2025-10-29,EUR,1639696.82,220093.53,Debit,45015,CC105,Sensor Modules (for Automation),Procurement
78001006,2025-12-26,EUR,-32906755.25,-4417014.13,Credit,42307,CC102,Industrial Adhesives & Solvents,Procurement
78001006,2025-05-27,EUR,-9829706.14,-1319423.64,Credit,40721,CC104,Compressed Air Filters and Hoses,Procurement
78001006,2025-08-29,EUR,1341477.0,180064.03,Debit,42307,CC102,Compressed Air Filters and Hoses,Procurement
78001006,2025-01-24,EUR,-1425650.64,-191362.5,Credit,40211,CC101,Machine Tooling Inserts,Procurement
78001006,2025-06-22,EUR,3715247.27,498690.91,Debit,45015,CC107,Machine Tooling Inserts,Procurement
78001006,2025-03-03,EUR,104.39,14.01,Debit,40211,CC108,Fire Suppression System Parts,Procurement
78001006,2025-08-20,EUR,-5051512.08,-678055.31,Credit,45015,CC109,Circuit Boards for Machine Controls,Procurement
78001006,2025-06-20,EUR,-13742.71,-1844.66,Credit,40721,CC109,Circuit Boards for Machine Controls,Procurement
78001006,2025-08-28,EUR,-4727225.0,-634526.85,Credit,40721,CC104,Circuit Boards for Machine Controls,Procurement
78001006,2025-12-07,EUR,2403383.88,322601.86,Debit,40721,CC104,Circuit Boards for Machine Controls,Procurement
78001006,2025-10-22,EUR,-1760969.57,-236371.75,Credit,40211,CC102,Replacement Conveyor Rollers,Procurement
78001006,2025-03-20,EUR,76496.79,10268.03,Debit,42307,CC101,Replacement Conveyor Rollers,Procurement
78001006,2025-06-22,EUR,-4218456.19,-566235.73,Credit,42307,CC108,HVAC Filters and Components,Procurement
78001006,2025-03-24,EUR,686772.09,92184.17,Debit,42307,CC108,HVAC Filters and Components,Procurement
78001006,2025-05-15,EUR,-2174.56,-291.89,Credit,42307,CC102,Forklift Spare Parts,Procurement
78001006,2025-09-20,EUR,-1718232.65,-230635.26,Credit,40721,CC100,Forklift Spare Parts,Procurement
78001006,2025-03-15,EUR,1483693.05,199153.43,Debit,40721,CC100,Forklift Spare Parts,Procurement
78001006,2025-11-30,EUR,-4623537.58,-620609.07,Credit,40211,CC104,Safety Signage and Floor Markings,Procurement
78001006,2025-09-25,EUR,-1126.14,-151.16,Credit,40721,CC105,Waste Management Bins & Bags,Procurement
78001006,2025-02-23,EUR,1411311.5,189437.79,Debit,45015,CC104,Waste Management Bins & Bags,Procurement
78001006,2025-01-16,EUR,2870120.58,385251.08,Debit,40211,CC105,Hydraulic Fluid for Machines,Procurement
78001006,2025-01-23,EUR,-108117.62,-14512.43,Credit,45015,CC102,First Aid Kit Supplies,Procurement
78001006,2025-02-17,EUR,867673.07,116466.18,Debit,40721,CC105,First Aid Kit Supplies,Procurement
78001006,2025-04-19,EUR,3506279.54,470641.55,Debit,45015,CC102,First Aid Kit Supplies,Procurement
78001006,2025-01-05,EUR,-435602.38,-58470.12,Credit,40721,CC100,Employee Uniforms,Procurement
78001006,2025-09-08,EUR,-115223.37,-15466.22,Credit,40721,CC101,"Hand Tools (Screwdrivers, Wrenches, etc.)",Procurement
78001006,2025-01-18,EUR,-1173610.77,-157531.65,Credit,40721,CC101,"Hand Tools (Screwdrivers, Wrenches, etc.)",Procurement
78001006,2025-03-10,EUR,2669301.92,358295.56,Debit,40211,CC101,Lockout/Tagout Devices,Procurement
78001006,2025-12-10,EUR,-21901.11,-2939.75,Credit,40721,CC106,Cleaning Cloths and Paper Towels,Procurement
78001006,2025-09-02,EUR,2590005.8,347651.79,Debit,42307,CC107,Cleaning Cloths and Paper Towels,Procurement
78001006,2025-05-07,EUR,1029010.08,138122.16,Debit,40721,CC106,Cleaning Cloths and Paper Towels,Procurement
78001006,2025-07-29,EUR,2325817.81,312190.31,Debit,42307,CC104,Janitorial Paper Products,Procurement
78001006,2025-01-12,EUR,2478265.0,332653.02,Debit,42307,CC107,Janitorial Paper Products,Procurement
78001006,2025-03-05,EUR,-2543208.17,-341370.22,Credit,42307,CC106,Copy Paper,Procurement
78001006,2025-10-30,EUR,-61623.92,-8271.67,Credit,40721,CC109,"Standard Office Stationery (Pens, Notebooks)",Procurement
78001006,2025-07-09,EUR,-473787.9,-63595.69,Credit,40721,CC109,"Standard Office Stationery (Pens, Notebooks)",Procurement
78001006,2025-02-07,EUR,1327709.5,178216.04,Debit,45015,CC105,"Standard Office Stationery (Pens, Notebooks)",Procurement
78001006,2025-11-07,EUR,2272287.79,305005.07,Debit,42307,CC100,"Standard Office Stationery (Pens, Notebooks)",Procurement
78001006,2025-03-15,EUR,17018.7,2284.39,Debit,40721,CC106,Coffee and Breakroom Supplies,Procurement
78001006,2025-08-02,EUR,763184.28,102440.84,Debit,40721,CC105,Coffee and Breakroom Supplies,Procurement
78001006,2025-06-22,EUR,-4205846.09,-564543.1,Credit,45015,CC106,Water Dispensers and Bottled Water,Procurement
78001006,2025-11-26,EUR,-319200.02,-42845.64,Credit,45015,CC107,Office Waste Bins,Procurement
78001006,2025-01-31,EUR,2324120.27,311962.45,Debit,40211,CC105,Office Waste Bins,Procurement
78001006,2025-09-15,EUR,296262.07,39766.72,Debit,45015,CC107,Office Waste Bins,Procurement
78001006,2025-11-16,EUR,-1240659.46,-166531.47,Credit,40211,CC108,Desk Organizers,Procurement
78001006,2025-07-18,EUR,-24892.22,-3341.24,Credit,40721,CC101,Desk Organizers,Procurement
78001006,2025-07-16,EUR,150626.59,20218.33,Debit,40211,CC104,Calendar and Wall Planners,Procurement
78001006,2025-11-02,EUR,9363.15,1256.8,Debit,45015,CC101,Calendar and Wall Planners,Procurement
78001006,2025-07-29,EUR,289738.94,38891.13,Debit,45015,CC101,Calendar and Wall Planners,Procurement
78001006,2025-07-31,EUR,6466.57,868.0,Debit,55399,CC106,Manufacturing Equipment Maintenance Contract,Service
78001006,2025-03-26,EUR,-8388810.8,-1126014.87,Credit,56629,CC102,International Marketing Campaign Management,Service
78001006,2025-01-17,EUR,25540436.54,3428246.52,Debit,59210,CC105,Retail Store Fit-Out Services,Service
78001006,2025-04-08,EUR,-1130885.4,-151796.7,Credit,59210,CC103,SAP Enterprise License,Service
78001006,2025-09-18,EUR,-273537.63,-36716.46,Credit,59210,CC103,SAP Enterprise License,Service
78001006,2025-10-14,EUR,1130885.4,151796.7,Debit,56616,CC105,SAP Enterprise License,Service
78001006,2025-01-02,EUR,9439770.38,1267083.27,Debit,56616,CC100,SAP Enterprise License,Service
78001006,2025-03-03,EUR,-5758547.65,-772959.42,Credit,56629,CC103,Product Safety Certification and Testing,Service
78001006,2025-02-01,EUR,-359819.67,-48297.94,Credit,56629,CC103,Product Safety Certification and Testing,Service
78001006,2025-02-01,EUR,45930636.88,6165186.16,Debit,51493,CC108,Product Safety Certification and Testing,Service
78001006,2025-04-19,EUR,-271437.43,-36434.55,Credit,56616,CC104,Large-Scale Event Sponsorship Fees,Service
78001006,2025-09-07,EUR,3738900.72,501865.87,Debit,59210,CC103,Large-Scale Event Sponsorship Fees,Service
78001006,2025-12-08,EUR,-2261251.37,-303523.67,Credit,56616,CC100,Global Legal Retainer,Service
78001006,2025-07-08,EUR,-16320579.12,-2190681.76,Credit,56629,CC100,Global Legal Retainer,Service
78001006,2025-06-03,EUR,-188530.18,-25306.06,Credit,51645,CC109,Packaging Design and Procurement,Service
78001006,2025-02-05,EUR,15729940.43,2111401.4,Debit,51645,CC109,Packaging Design and Procurement,Service
78001006,2025-11-09,EUR,-3935494.64,-528254.31,Credit,58510,CC109,Customs Brokerage Services,Service
78001006,2025-08-31,EUR,16060217.5,2155733.89,Debit,58510,CC102,Customs Brokerage Services,Service
78001006,2025-10-04,EUR,-3326916.01,-446565.91,Credit,56616,CC107,Market Research and Consumer Insights,Service
78001006,2025-02-16,EUR,-11522214.47,-1546605.97,Credit,56616,CC101,Corporate Insurance Brokerage,Service
78001006,2025-02-14,EUR,-367668.06,-49351.42,Credit,55399,CC100,Corporate Insurance Brokerage,Service
78001006,2025-01-03,EUR,-7277948.69,-976905.86,Credit,51645,CC105,3PL (Third-Party Logistics) Services,Service
78001006,2025-03-21,EUR,-630376.97,-84614.36,Credit,51493,CC102,3PL (Third-Party Logistics) Services,Service
78001006,2025-07-05,EUR,-52020.07,-6982.56,Credit,56629,CC104,3PL (Third-Party Logistics) Services,Service
78001006,2025-10-21,EUR,912152.41,122436.57,Debit,59210,CC108,Digital Transformation Consulting,Service
78001006,2025-03-31,EUR,2305702.73,309490.3,Debit,55399,CC106,Digital Transformation Consulting,Service
78001006,2025-07-18,EUR,-15927729.72,-2137950.3,Credit,58510,CC104,Recruitment Process Outsourcing (RPO),Service
78001006,2025-02-05,EUR,-13045220.57,-1751036.32,Credit,58510,CC104,Recruitment Process Outsourcing (RPO),Service
78001006,2025-03-08,EUR,-12630.47,-1695.37,Credit,59210,CC101,Facilities Management Contract,Service
78001006,2025-11-06,EUR,9317783.59,1250709.21,Debit,56629,CC101,Facilities Management Contract,Service
78001006,2025-09-23,EUR,770811.49,103464.63,Debit,56616,CC106,Facilities Management Contract,Service
78001006,2025-04-22,EUR,-385899.53,-51798.59,Credit,55399,CC108,Employee Relocation Services,Service
78001006,2025-02-22,EUR,-890065.76,-119471.91,Credit,51645,CC101,Sustainability Reporting Consulting,Service
78001006,2025-11-19,EUR,-4022.44,-539.92,Credit,55399,CC105,Regional Payroll Processing Services,Service
78001006,2025-08-31,EUR,9554.71,1282.51,Debit,55399,CC105,Regional Payroll Processing Services,Service
78001006,2025-02-01,EUR,94243.52,12650.14,Debit,55399,CC105,Regional Payroll Processing Services,Service
78001006,2025-08-18,EUR,1093169.33,146734.14,Debit,59210,CC105,Custom E-commerce Platform Support,Service
78001006,2025-08-31,EUR,2787581.43,374172.0,Debit,55399,CC108,HR Benefits Administration,Service
78001006,2025-07-01,EUR,2698008.85,362148.84,Debit,56616,CC102,HR Benefits Administration,Service
78001006,2025-08-18,EUR,1510130.84,202702.13,Debit,58510,CC109,IT Helpdesk and Support Contract,Service
78001006,2025-06-02,EUR,3105601.83,416859.31,Debit,56616,CC104,Translation and Localization Services,Service
78001006,2025-10-24,EUR,-1032277.89,-138560.79,Credit,51645,CC102,Custom CRM Support and Maintenance,Service
78001006,2025-10-14,EUR,-4604812.6,-618095.65,Credit,51493,CC108,Travel Management Services,Service
78001006,2025-12-04,EUR,-1610448.76,-216167.62,Credit,51493,CC108,Travel Management Services,Service
78001006,2025-09-16,EUR,-581718.55,-78083.03,Credit,56629,CC105,Digital Content Production Services,Service
78001006,2025-05-12,EUR,-2675203.66,-359087.74,Credit,56616,CC107,Recruitment Agency Fees,Service
78001006,2025-02-12,EUR,155637.1,20890.89,Debit,51493,CC105,Office Security Services,Service
78001006,2025-12-07,EUR,328371.77,44076.75,Debit,51493,CC108,Waste Management Contract,Service
78001006,2025-07-13,EUR,3156501.33,423691.45,Debit,51493,CC108,Waste Management Contract,Service
78001006,2025-02-07,EUR,85789.76,11515.4,Debit,51493,CC108,Waste Management Contract,Service
78001006,2025-11-22,EUR,-610766.87,-81982.13,Credit,56616,CC101,Document Shredding Services,Service
78001006,2025-03-31,EUR,70904.97,9517.45,Debit,55399,CC107,Legal Document Review Fees,Service
78001006,2025-11-16,EUR,-47503.99,-6376.37,Credit,55399,CC100,Microsoft 365 Enterprise License,Service
78001006,2025-11-27,EUR,-602570.75,-80881.98,Credit,51493,CC108,Microsoft 365 Enterprise License,Service
78001006,2025-09-27,EUR,16916.34,2270.65,Debit,51493,CC101,Microsoft 365 Enterprise License,Service
78001006,2025-02-21,EUR,-3356002.12,-450470.08,Credit,56616,CC101,Telecommunications Services,Service
78001006,2025-04-22,EUR,-1905019.19,-255707.27,Credit,56616,CC101,Telecommunications Services,Service
78001006,2025-05-23,EUR,58360.02,7833.56,Debit,56616,CC101,Telecommunications Services,Service
78001006,2025-07-04,EUR,-59140.43,-7938.31,Credit,51645,CC102,Video Conferencing Platform Subscription (Zoom),Service
78001006,2025-01-31,EUR,-275419.01,-36968.99,Credit,51493,CC100,Video Conferencing Platform Subscription (Zoom),Service
78001006,2025-06-18,EUR,-659275.88,-88493.41,Credit,51645,CC102,Video Conferencing Platform Subscription (Zoom),Service
78001006,2025-11-26,EUR,49258.5,6611.88,Debit,51493,CC101,Power BI Pro License,Service
78001006,2025-05-20,EUR,295900.65,39718.21,Debit,51493,CC108,Antivirus Software Subscription,Service
78001006,2025-09-18,EUR,-153195.72,-20563.18,Credit,55399,CC106,Domain Registration and Hosting,Service
78001006,2025-04-03,EUR,432380.43,58037.64,Debit,55399,CC106,Domain Registration and Hosting,Service
78001006,2025-01-12,EUR,2125580.69,285312.84,Debit,55399,CC106,Domain Registration and Hosting,Service
78001006,2025-05-22,EUR,-38129.87,-5118.1,Credit,51493,CC101,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001006,2025-08-31,EUR,1655760.04,222249.67,Debit,55399,CC102,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001006,2025-01-10,EUR,567806.14,76215.59,Debit,51645,CC103,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001006,2025-02-01,EUR,1255683.42,168548.11,Debit,59210,CC100,Cloud File Storage Plan (OneDrive/Dropbox),Service
78001006,2025-05-02,EUR,-75635.53,-10152.42,Credit,58510,CC103,Expense Management Software License,Service
78001006,2025-12-13,EUR,-2621092.02,-351824.43,Credit,58510,CC101,Expense Management Software License,Service
78001006,2025-07-25,EUR,-32814.69,-4404.66,Credit,58510,CC103,Expense Management Software License,Service
78001006,2025-10-08,EUR,-2379853.63,-319443.44,Credit,59210,CC104,Time Tracking Software Subscription,Service
78001006,2025-09-01,EUR,-2922811.33,-392323.67,Credit,51645,CC104,E-signature Platform Subscription (DocuSign),Service
78001006,2025-02-21,EUR,80959.91,10867.1,Debit,55399,CC102,E-signature Platform Subscription (DocuSign),Service
78001006,2025-10-16,EUR,414111.77,55585.47,Debit,51645,CC107,Online Survey Tool Subscription,Service
78001006,2025-08-12,EUR,1925804.59,258497.26,Debit,59210,CC109,Online Survey Tool Subscription,Service
78001007,2025-06-06,DKK,-252502195.83,-33892912.19,Credit,40721,CC102,Steel Pallets and Racking,Procurement
78001007,2025-07-25,DKK,-17721196.64,-2378684.11,Credit,40721,CC108,ABS Plastic Resin (Acrylonitrile Butadiene Styrene),Procurement
78001007,2025-04-02,DKK,-20174447.17,-2707979.49,Credit,45015,CC109,ABS Plastic Resin (Acrylonitrile Butadiene Styrene),Procurement
78001007,2025-10-15,DKK,19266207.57,2586068.13,Debit,40211,CC107,ABS Plastic Resin (Acrylonitrile Butadiene Styrene),Procurement
78001007,2025-06-14,DKK,-5787223.67,-776808.55,Credit,45015,CC103,High-Impact Polystyrene (HIPS),Procurement
78001007,2025-04-25,DKK,190559910.26,25578511.44,Debit,40721,CC108,High-Impact Polystyrene (HIPS),Procurement
78001007,2025-05-31,DKK,12163202.11,1632644.58,Debit,40211,CC103,High-Impact Polystyrene (HIPS),Procurement
78001007,2025-02-19,DKK,18297242.13,2456005.66,Debit,45015,CC103,High-Impact Polystyrene (HIPS),Procurement
78001007,2025-09-15,DKK,-25668255.05,-3445403.36,Credit,40211,CC109,Polyethylene Packaging Film,Procurement
78001007,2025-07-26,DKK,81138353.56,10891054.17,Debit,40211,CC109,Polyethylene Packaging Film,Procurement
78001007,2025-01-10,DKK,69634386.13,9346897.47,Debit,42307,CC107,Injection Molding Machinery Spare Parts,Procurement
78001007,2025-04-30,DKK,1166526.47,156580.73,Debit,45015,CC103,Injection Molding Machinery Spare Parts,Procurement
78001007,2025-06-18,DKK,4896960.48,657310.13,Debit,42307,CC107,Injection Molding Machinery Spare Parts,Procurement
78001007,2025-06-02,DKK,-152983.52,-20534.7,Credit,42307,CC104,Automated Sorting System Components,Procurement
78001007,2025-09-02,DKK,3161048.49,424301.81,Debit,42307,CC104,Automated Sorting System Components,Procurement
78001007,2025-05-27,DKK,-211299.09,-28362.29,Credit,40721,CC103,Silicone Rubber for Minifigure Accessories,Procurement
78001007,2025-11-20,DKK,118604.24,15920.03,Debit,40721,CC103,Silicone Rubber for Minifigure Accessories,Procurement
78001007,2025-12-13,DKK,-1232402.75,-165423.19,Credit,45015,CC109,Custom Steel Molds for Bricks,Procurement
78001007,2025-04-06,DKK,35041144.53,4703509.33,Debit,45015,CC109,Custom Steel Molds for Bricks,Procurement
78001007,2025-08-07,DKK,-35115996.31,-4713556.55,Credit,40211,CC107,Boxboard Packaging Cartons,Procurement
78001007,2025-07-29,DKK,-423668.32,-56868.23,Credit,42307,CC108,Boxboard Packaging Cartons,Procurement
78001007,2025-12-11,DKK,-5217856.88,-700383.47,Credit,40211,CC107,Boxboard Packaging Cartons,Procurement
78001007,2025-03-04,DKK,-12683734.68,-1702514.72,Credit,42307,CC108,Boxboard Packaging Cartons,Procurement
78001007,2025-03-21,DKK,6138285.81,823930.98,Debit,40211,CC107,Boxboard Packaging Cartons,Procurement
78001007,2025-01-12,DKK,-1389702.93,-186537.31,Credit,40721,CC109,Printing Inks for Packaging,Procurement
78001007,2025-11-26,DKK,-70280.93,-9433.68,Credit,40211,CC109,Thermal Transfer Barcode Labels,Procurement
78001007,2025-08-27,DKK,-1205844.5,-161858.32,Credit,40211,CC109,Thermal Transfer Barcode Labels,Procurement
78001007,2025-09-22,DKK,-16746797.02,-2247892.22,Credit,40211,CC108,Thermal Transfer Barcode Labels,Procurement
78001007,2025-02-22,DKK,70280.93,9433.68,Debit,40211,CC109,Thermal Transfer Barcode Labels,Procurement
78001007,2025-01-25,DKK,1492505.14,200336.26,Debit,40211,CC108,Thermal Transfer Barcode Labels,Procurement
78001007,2025-04-17,DKK,-11261389.11,-1511595.85,Credit,45015,CC105,Warehouse Conveyor Belts,Procurement
78001007,2025-01-04,DKK,-5925139.97,-795320.8,Credit,42307,CC100,Warehouse Conveyor Belts,Procurement
78001007,2025-02-16,DKK,2376054.88,318933.54,Debit,40721,CC104,Shrink Wrap Film,Procurement
78001007,2025-12-17,DKK,-9966667.61,-1337807.73,Credit,42307,CC107,Robotic Arm Grippers & End Effectors,Procurement
78001007,2025-01-18,DKK,-3142562.99,-421820.54,Credit,42307,CC108,Electric Motors for Assembly Lines,Procurement
78001007,2025-02-05,DKK,-2886673.68,-387472.98,Credit,42307,CC108,Electric Motors for Assembly Lines,Procurement
78001007,2025-05-23,DKK,-151279.93,-20306.03,Credit,42307,CC108,Electric Motors for Assembly Lines,Procurement
78001007,2025-06-25,DKK,2045859.87,274612.06,Debit,40211,CC108,Electric Motors for Assembly Lines,Procurement
78001007,2025-06-27,DKK,-9451618.3,-1268673.6,Credit,45015,CC100,Steel Pallets and Racking,Procurement
78001007,2025-06-06,DKK,-646047.7,-86717.81,Credit,40721,CC102,Steel Pallets and Racking,Procurement
78001007,2025-01-16,DKK,-2698647.79,-362234.6,Credit,45015,CC103,Automated Guided Vehicle (AGV) Batteries,Procurement
78001007,2025-03-21,DKK,-2872923.3,-385627.29,Credit,45015,CC107,RFID Tags for Inventory Tracking,Procurement
78001007,2025-09-21,DKK,-748906.74,-100524.39,Credit,45015,CC107,RFID Tags for Inventory Tracking,Procurement
78001007,2025-07-26,DKK,5150937.74,691401.04,Debit,40721,CC109,RFID Tags for Inventory Tracking,Procurement
78001007,2025-06-17,DKK,-4120611.29,-553102.19,Credit,45015,CC107,Industrial Cleaning Chemicals,Procurement
78001007,2025-01-25,DKK,-190848.49,-25617.25,Credit,40211,CC109,Mold Release Agents,Procurement
78001007,2025-06-26,DKK,-22918.37,-3076.29,Credit,40211,CC109,Mold Release Agents,Procurement
78001007,2025-07-18,DKK,-13891.35,-1864.61,Credit,45015,CC107,Mold Release Agents,Procurement
