DocumentNumber,Date,Currency,AmountDKK,AmountEUR,Type,GLAccount,CostCenter,CustomerName,ItemName,SourceType
78002006,2025-03-07,DKK,41323020.17,5546714.12,Debit,36272,CC102,Carrefour,LEGO Classic Brick Boxes,Product Sales
78002006,2025-07-01,DKK,7755731.2,1041037.74,Debit,36272,CC101,Educational Insights,LEGO DUPLO Sets,Product Sales
78002006,2025-06-27,DKK,356.1,47.8,Debit,36272,CC109,Carrefour,LEGO Architecture Sets,Product Sales
78002006,2025-11-19,DKK,-24573738.78,-3298488.43,Credit,36272,CC109,Hamleys,LEGO Speed Champions Sets,Product Sales
78002006,2025-04-16,DKK,3391104.99,455181.88,Debit,36272,CC103,Smithsonian Institution,LEGO Speed Champions Sets,Product Sales
78002006,2025-01-11,DKK,10668385.81,1431998.1,Debit,36272,CC103,Smithsonian Institution,LEGO Speed Champions Sets,Product Sales
78002006,2025-04-16,DKK,173162.36,23243.27,Debit,36272,CC103,Smithsonian Institution,LEGO Speed Champions Sets,Product Sales
78002006,2025-03-08,DKK,-527217.6,-70767.46,Credit,36272,CC104,Hamleys,LEGO Minecraft Playsets,Product Sales
78002006,2025-03-18,DKK,13568673.23,1821298.42,Debit,36272,CC105,Educational Insights,LEGO Minecraft Playsets,Product Sales
78002006,2025-12-12,DKK,6243672.74,838076.88,Debit,36272,CC104,Hamleys,LEGO Minecraft Playsets,Product Sales
78002006,2025-09-28,DKK,2325345.71,312126.94,Debit,36272,CC100,Educational Insights,LEGO Minecraft Playsets,Product Sales
78002006,2025-07-08,DKK,19201373.84,2577365.62,Debit,36272,CC103,Hamleys,LEGO DOTS Kits,Product Sales
78002006,2025-02-19,DKK,-12122948.17,-1627241.37,Credit,36272,CC104,Carrefour,LEGO Art Wall Sets,Product Sales
78002006,2025-01-05,DKK,250215.93,33586.03,Debit,36272,CC104,Hamleys,LEGO Art Wall Sets,Product Sales
78002006,2025-07-31,DKK,-3880661.35,-520894.14,Credit,36272,CC109,"Toys ""R"" Us",LEGO Super Mario Playsets,Product Sales
78002006,2025-09-21,DKK,21537281.13,2890910.22,Debit,36272,CC106,Target,LEGO Super Mario Playsets,Product Sales
78002006,2025-03-10,DKK,-8282898.83,-1111798.5,Credit,36272,CC106,John Lewis Partnership,LEGO Minifigure Blind Bags,Product Sales
78002006,2025-09-04,DKK,1724477.21,231473.45,Debit,36272,CC101,Smithsonian Institution,LEGO Minifigure Blind Bags,Product Sales
78002006,2025-02-20,DKK,-67355.81,-9041.05,Credit,36272,CC100,Target,LEGO Ideas Sets,Product Sales
78002006,2025-04-12,DKK,1.34,0.18,Debit,36272,CC108,John Lewis Partnership,LEGO Ideas Sets,Product Sales
78002006,2025-01-02,DKK,654545.44,87858.45,Debit,36272,CC108,John Lewis Partnership,LEGO Ideas Sets,Product Sales
78002006,2025-07-10,DKK,4889237.01,656273.42,Debit,36272,CC108,John Lewis Partnership,LEGO Ideas Sets,Product Sales
78002006,2025-01-03,DKK,-61095.63,-8200.76,Credit,36272,CC109,The LEGO Foundation,LEGO Super Heroes DC Sets,Product Sales
78002006,2025-06-23,DKK,52232.95,7011.13,Debit,36272,CC109,The LEGO Foundation,LEGO Super Heroes DC Sets,Product Sales
78002006,2025-06-16,DKK,665104.95,89275.83,Debit,36272,CC100,John Lewis Partnership,LEGO Super Heroes DC Sets,Product Sales
78002006,2025-04-01,DKK,-5092379.92,-683540.93,Credit,36272,CC100,Educational Insights,LEGO BrickHeadz Figures,Product Sales
78002006,2025-02-25,DKK,-4933123.55,-662164.23,Credit,36272,CC105,Amazon,LEGO BrickHeadz Figures,Product Sales
78002006,2025-11-10,DKK,-439984.12,-59058.27,Credit,36272,CC103,John Lewis Partnership,LEGO Seasonal & Holiday Sets,Product Sales
78002006,2025-08-04,DKK,-92013.84,-12350.85,Credit,36272,CC101,Target,LEGO Seasonal & Holiday Sets,Product Sales
78002006,2025-09-03,DKK,761725.86,102245.08,Debit,36272,CC103,John Lewis Partnership,LEGO Seasonal & Holiday Sets,Product Sales
78002006,2025-02-08,DKK,-172737.97,-23186.3,Credit,36272,CC104,Amazon,LEGO Collectible Minifigures Series,Product Sales
78002006,2025-05-18,DKK,2331968.87,313015.96,Debit,36272,CC104,Amazon,LEGO Collectible Minifigures Series,Product Sales
78002006,2025-01-02,DKK,7195614.63,965854.31,Debit,36272,CC104,Amazon,LEGO Collectible Minifigures Series,Product Sales
78002006,2025-07-04,DKK,-8576973.1,-1151271.56,Credit,36272,CC108,John Lewis Partnership,LEGO Accessories Packs,Product Sales
78002006,2025-09-13,DKK,-3047494.97,-409059.73,Credit,36272,CC109,Carrefour,LEGO Keychains,Product Sales
78002006,2025-01-24,DKK,-2805912.58,-376632.56,Credit,36272,CC104,Amazon,LEGO Keychains,Product Sales
78002006,2025-12-24,DKK,3457130.45,464044.36,Debit,36272,CC106,"Toys ""R"" Us",LEGO Keychains,Product Sales
78002006,2025-03-22,DKK,-2690432.17,-361131.83,Credit,36272,CC101,John Lewis Partnership,LEGO Brick Separators,Product Sales
78002006,2025-06-29,DKK,-5080253.23,-681913.19,Credit,36272,CC107,The LEGO Foundation,LEGO Education Kits,Product Sales
78002006,2025-09-26,DKK,-372844.04,-50046.18,Credit,36272,CC102,Walmart,LEGO Education Kits,Product Sales
78002006,2025-07-12,DKK,-6097318.02,-818431.95,Credit,36272,CC109,Amazon,LEGO Gear & Apparel,Product Sales
78002006,2025-01-03,DKK,-2706351.72,-363268.69,Credit,36272,CC109,Amazon,LEGO Gear & Apparel,Product Sales
78002006,2025-01-29,DKK,-531483.92,-71340.12,Credit,36272,CC104,Amazon,LEGO Gear & Apparel,Product Sales
78002006,2025-11-30,DKK,1130811.65,151786.8,Debit,36272,CC100,The LEGO Foundation,LEGO Gear & Apparel,Product Sales
78002006,2025-06-03,DKK,2834075.32,380412.79,Debit,36272,CC104,Amazon,LEGO Gear & Apparel,Product Sales
78002006,2025-04-02,DKK,862835.74,115816.88,Debit,36272,CC109,Amazon,LEGO Gear & Apparel,Product Sales
78002006,2025-04-29,DKK,-11875081.71,-1593970.7,Credit,36272,CC101,"Toys ""R"" Us",LEGO Puzzle and Board Games,Product Sales
78002006,2025-01-24,DKK,15069.34,2022.73,Debit,36272,CC100,The LEGO Foundation,LEGO Puzzle and Board Games,Product Sales
78002006,2025-05-17,DKK,3221837.72,432461.44,Debit,36272,CC101,"Toys ""R"" Us",LEGO Puzzle and Board Games,Product Sales
78002006,2025-10-13,DKK,-9023.35,-1211.19,Credit,36272,CC104,Educational Insights,LEGO Books & Magazines,Product Sales
78002006,2025-09-22,DKK,10170.83,1365.21,Debit,36272,CC108,Smithsonian Institution,LEGO Video Games,Product Sales
78002006,2025-05-09,DKK,-1140293.81,-153059.57,Credit,36272,CC106,John Lewis Partnership,LEGO Monkie Kid Playsets,Product Sales
78002006,2025-11-10,DKK,-258703.19,-34725.26,Credit,36272,CC102,Hamleys,LEGO Monkie Kid Playsets,Product Sales
78002006,2025-12-02,DKK,-7311475.82,-981406.15,Credit,36272,CC102,Hamleys,LEGO Monkie Kid Playsets,Product Sales
78002006,2025-09-24,DKK,14310.68,1920.9,Debit,36272,CC105,Walmart,LEGO Monkie Kid Playsets,Product Sales
78002006,2025-08-07,DKK,-4010738.21,-538354.12,Credit,36272,CC104,Walmart,LEGO Jurassic World Sets,Product Sales
78002006,2025-02-22,DKK,-1811948.0,-243214.5,Credit,36272,CC108,Amazon,LEGO Jurassic World Sets,Product Sales
78002006,2025-01-29,DKK,-15200.29,-2040.31,Credit,36272,CC109,Smithsonian Institution,LEGO Avatar Sets,Product Sales
78002006,2025-12-24,DKK,-1126800.81,-151248.43,Credit,36272,CC102,Smithsonian Institution,LEGO Avatar Sets,Product Sales
78002006,2025-04-27,DKK,-3066695.58,-411636.99,Credit,36272,CC105,John Lewis Partnership,LEGO Gift Cards,Product Sales
78002006,2025-07-12,DKK,18033.96,2420.67,Debit,36272,CC105,John Lewis Partnership,LEGO Gift Cards,Product Sales
78002006,2025-03-31,DKK,1949941.76,261737.15,Debit,36272,CC105,John Lewis Partnership,LEGO Gift Cards,Product Sales
78002006,2025-08-27,DKK,-147174.63,-19754.98,Credit,36272,CC106,John Lewis Partnership,LEGO Stationery,Product Sales
78002006,2025-01-25,DKK,45303.45,6081.0,Debit,36272,CC101,John Lewis Partnership,LEGO Stationery,Product Sales
78002006,2025-12-22,DKK,13715.74,1841.04,Debit,36272,CC106,John Lewis Partnership,LEGO Stationery,Product Sales
78002006,2025-05-05,DKK,2524582.97,338870.2,Debit,36272,CC106,John Lewis Partnership,LEGO Stationery,Product Sales
78002006,2025-10-24,DKK,-73412.58,-9854.04,Credit,36272,CC105,Walmart,LEGO City Stuntz Sets,Product Sales
78002006,2025-11-06,DKK,-523588.12,-70280.28,Credit,36272,CC109,"Toys ""R"" Us",LEGO Advent Calendars,Product Sales
78002006,2025-08-09,DKK,4662291.88,625810.99,Debit,36272,CC108,Walmart,LEGO Advent Calendars,Product Sales
78002006,2025-06-10,DKK,-140757.23,-18893.59,Credit,36272,CC105,Carrefour,LEGO Wearable Watches,Product Sales
78002006,2025-04-25,DKK,255388.64,34280.35,Debit,36272,CC108,Carrefour,LEGO Wearable Watches,Product Sales
78002006,2025-09-26,DKK,1455750.19,195402.71,Debit,36272,CC101,John Lewis Partnership,LEGO Wearable Watches,Product Sales
78002006,2025-10-13,DKK,1893432.21,254151.97,Debit,36272,CC106,"Toys ""R"" Us",LEGO Movie Tie-in Sets,Product Sales
78002006,2025-06-20,DKK,2150150.45,288610.8,Debit,36272,CC105,Amazon,LEGO Movie Tie-in Sets,Product Sales
78002006,2025-02-28,DKK,-2981.26,-400.17,Credit,36272,CC107,Target,LEGO Personalized Bricks,Product Sales
78002006,2025-06-03,DKK,1936739.52,259965.04,Debit,36272,CC105,Smithsonian Institution,LEGO Personalized Bricks,Product Sales
78002006,2025-03-03,DKK,45214.99,6069.13,Debit,36272,CC100,John Lewis Partnership,LEGO Personalized Bricks,Product Sales
78002006,2025-05-21,DKK,-566192.62,-75999.01,Credit,36272,CC109,Carrefour,LEGO Build & Store Workshops,Product Sales
78002006,2025-06-10,DKK,-2718426.2,-364889.42,Credit,36272,CC105,Smithsonian Institution,LEGO Build & Store Workshops,Product Sales
78002006,2025-01-16,DKK,-1017433.71,-136568.28,Credit,36272,CC106,Walmart,LEGO Build & Store Workshops,Product Sales
78002006,2025-06-15,DKK,-34198.94,-4590.46,Credit,36272,CC106,Walmart,LEGO Build & Store Workshops,Product Sales
78002006,2025-08-08,DKK,-195905.99,-26296.11,Credit,36272,CC103,Educational Insights,LEGO Digital Building Apps,Product Sales
78002006,2025-03-14,DKK,2876.68,386.13,Debit,36272,CC101,Carrefour,LEGO Discovery STEM Sets,Product Sales
78002006,2025-05-27,DKK,-558166.45,-74921.67,Credit,36272,CC105,Carrefour,LEGO Architecture Skyline Sets,Product Sales
78002006,2025-11-07,DKK,1277.06,171.42,Debit,36272,CC102,Target,LEGO Architecture Skyline Sets,Product Sales
78002006,2025-04-03,DKK,854716.11,114726.99,Debit,36272,CC105,Carrefour,LEGO Architecture Skyline Sets,Product Sales
78002006,2025-04-16,DKK,-160129.48,-21493.89,Credit,36272,CC106,Hamleys,LEGO Power Functions Accessories,Product Sales
78002006,2025-08-31,DKK,-476720.17,-63989.28,Credit,36272,CC104,Smithsonian Institution,LEGO Power Functions Accessories,Product Sales
78002006,2025-08-04,DKK,2230431.27,299386.75,Debit,36272,CC101,Walmart,LEGO Power Functions Accessories,Product Sales
78002006,2025-01-16,DKK,-1354051.78,-181751.92,Credit,36272,CC101,John Lewis Partnership,LEGO Mindstorms Robotics Kits,Product Sales
78002006,2025-05-18,DKK,1109955.07,148987.26,Debit,36272,CC103,Hamleys,LEGO Mindstorms Robotics Kits,Product Sales
78002006,2025-04-08,DKK,-2047503.53,-274832.69,Credit,36272,CC104,Carrefour,LEGO Mosaic Maker Kits,Product Sales
78002006,2025-06-14,DKK,51542.54,6918.46,Debit,36272,CC103,John Lewis Partnership,LEGO Mosaic Maker Kits,Product Sales
78002006,2025-11-28,DKK,908540.34,121951.72,Debit,36272,CC107,Amazon,LEGO Mosaic Maker Kits,Product Sales
78002006,2025-08-06,DKK,-226389.71,-30387.88,Credit,36272,CC101,The LEGO Foundation,LEGO Retail Store Experiences,Product Sales
78002006,2025-04-17,DKK,-2375.86,-318.91,Credit,36272,CC103,Hamleys,LEGO Events & Parties,Product Sales
78002006,2025-09-16,DKK,-67877.04,-9111.01,Credit,36272,CC108,"Toys ""R"" Us",LEGO Events & Parties,Product Sales
78002006,2025-06-19,DKK,-1445492.5,-194025.84,Credit,36272,CC106,Walmart,LEGO Events & Parties,Product Sales
78002006,2025-05-20,DKK,2375.86,318.91,Debit,36272,CC108,"Toys ""R"" Us",LEGO Events & Parties,Product Sales
78002006,2025-03-25,DKK,58807.35,7893.6,Debit,36272,CC106,Amazon,LEGO Events & Parties,Product Sales
78002007,2025-07-04,DKK,-117786856.33,-15810316.29,Credit,36272,CC106,Carrefour,LEGO BrickHeadz Figures,Product Sales
78002007,2025-06-25,DKK,4835915.97,649116.24,Debit,36272,CC108,Walmart,LEGO City Playsets,Product Sales
78002007,2025-05-19,DKK,949838.14,127495.05,Debit,36272,CC107,Smithsonian Institution,LEGO City Playsets,Product Sales
78002007,2025-05-25,DKK,31047132.61,4167400.35,Debit,36272,CC108,Educational Insights,LEGO Friends Playsets,Product Sales
78002007,2025-03-14,DKK,-86586036.4,-11622286.77,Credit,36272,CC102,Smithsonian Institution,LEGO Technic Sets,Product Sales
78002007,2025-10-13,DKK,-185255.48,-24866.51,Credit,36272,CC102,Smithsonian Institution,LEGO Technic Sets,Product Sales
78002007,2025-08-19,DKK,-24510097.69,-3289946.0,Credit,36272,CC106,Hamleys,LEGO Harry Potter Sets,Product Sales
78002007,2025-11-24,DKK,-28660330.2,-3847024.19,Credit,36272,CC103,Carrefour,LEGO Harry Potter Sets,Product Sales
78002007,2025-06-12,DKK,-14991467.27,-2012277.49,Credit,36272,CC108,Target,LEGO Harry Potter Sets,Product Sales
78002007,2025-03-13,DKK,-3063311.95,-411182.81,Credit,36272,CC105,Hamleys,LEGO NINJAGO Playsets,Product Sales
78002007,2025-01-29,DKK,16303284.41,2188360.32,Debit,36272,CC100,John Lewis Partnership,LEGO NINJAGO Playsets,Product Sales
78002007,2025-04-11,DKK,76298610.95,10241424.29,Debit,36272,CC109,Walmart,LEGO Classic Brick Boxes,Product Sales
78002007,2025-03-10,DKK,10960621.15,1471224.32,Debit,36272,CC100,Smithsonian Institution,LEGO Classic Brick Boxes,Product Sales
78002007,2025-01-09,DKK,100258.78,13457.55,Debit,36272,CC103,Smithsonian Institution,LEGO Speed Champions Sets,Product Sales
78002007,2025-02-05,DKK,16891070.75,2267257.82,Debit,36272,CC102,Target,LEGO Minecraft Playsets,Product Sales
78002007,2025-05-23,DKK,43055941.34,5779320.99,Debit,36272,CC104,Hamleys,LEGO Minecraft Playsets,Product Sales
78002007,2025-07-17,DKK,527217.6,70767.46,Debit,36272,CC105,Educational Insights,LEGO Minecraft Playsets,Product Sales
78002007,2025-08-02,DKK,1186545.15,159267.81,Debit,36272,CC100,Carrefour,LEGO DOTS Kits,Product Sales
78002007,2025-02-19,DKK,14563264.99,1954800.67,Debit,36272,CC107,Amazon,LEGO DOTS Kits,Product Sales
78002007,2025-10-19,DKK,-560870.73,-75284.66,Credit,36272,CC103,Smithsonian Institution,LEGO Art Wall Sets,Product Sales
78002007,2025-11-09,DKK,2107622.9,282902.4,Debit,36272,CC104,Hamleys,LEGO Art Wall Sets,Product Sales
78002007,2025-11-18,DKK,-5892704.01,-790966.98,Credit,36272,CC109,"Toys ""R"" Us",LEGO Super Mario Playsets,Product Sales
78002007,2025-05-18,DKK,7168678.77,962238.76,Debit,36272,CC106,Target,LEGO Super Mario Playsets,Product Sales
78002007,2025-01-25,DKK,11453471.64,1537378.74,Debit,36272,CC106,Target,LEGO Super Mario Playsets,Product Sales
78002007,2025-02-20,DKK,18533459.39,2487712.67,Debit,36272,CC106,Target,LEGO Super Mario Playsets,Product Sales
78002007,2025-09-12,DKK,-246052.57,-33027.19,Credit,36272,CC101,Smithsonian Institution,LEGO Minifigure Blind Bags,Product Sales
78002007,2025-06-19,DKK,-1724477.21,-231473.45,Credit,36272,CC101,Smithsonian Institution,LEGO Minifigure Blind Bags,Product Sales
78002007,2025-11-10,DKK,5889858.87,790585.08,Debit,36272,CC106,Walmart,LEGO Minifigure Blind Bags,Product Sales
78002007,2025-10-15,DKK,274828.38,36889.72,Debit,36272,CC101,Smithsonian Institution,LEGO Minifigure Blind Bags,Product Sales
78002007,2025-04-13,DKK,-2839197.41,-381100.32,Credit,36272,CC100,The LEGO Foundation,LEGO Botanical Collection,Product Sales
78002007,2025-05-10,DKK,-5768667.62,-774317.8,Credit,36272,CC102,Smithsonian Institution,LEGO Icons Sets,Product Sales
78002007,2025-10-03,DKK,3831446.25,514288.09,Debit,36272,CC106,Hamleys,LEGO Icons Sets,Product Sales
78002007,2025-06-27,DKK,2293306.22,307826.34,Debit,36272,CC100,"Toys ""R"" Us",LEGO Icons Sets,Product Sales
78002007,2025-06-07,DKK,62090.82,8334.34,Debit,36272,CC100,Educational Insights,LEGO Icons Sets,Product Sales
78002007,2025-02-18,DKK,-4570677.38,-613513.74,Credit,36272,CC108,John Lewis Partnership,LEGO Ideas Sets,Product Sales
78002007,2025-03-08,DKK,7759048.06,1041482.96,Debit,36272,CC109,The LEGO Foundation,LEGO Super Heroes DC Sets,Product Sales
78002007,2025-05-05,DKK,710647.96,95388.99,Debit,36272,CC100,John Lewis Partnership,LEGO Super Heroes DC Sets,Product Sales
78002007,2025-08-31,DKK,3343147.82,448744.67,Debit,36272,CC100,John Lewis Partnership,LEGO Super Heroes DC Sets,Product Sales
78002007,2025-07-04,DKK,-6810247.08,-914127.12,Credit,36272,CC106,Carrefour,LEGO BrickHeadz Figures,Product Sales
78002007,2025-05-25,DKK,-3951594.55,-530415.38,Credit,36272,CC106,Carrefour,LEGO BrickHeadz Figures,Product Sales
78002007,2025-04-03,DKK,1106953.91,148584.42,Debit,36272,CC100,Educational Insights,LEGO BrickHeadz Figures,Product Sales
78002007,2025-12-23,DKK,4667153.63,626463.57,Debit,36272,CC104,Walmart,LEGO BrickHeadz Figures,Product Sales
78002007,2025-04-09,DKK,-2222947.49,-298382.21,Credit,36272,CC106,Target,LEGO Seasonal & Holiday Sets,Product Sales
78002007,2025-11-10,DKK,-159800.26,-21449.7,Credit,36272,CC101,Walmart,LEGO Seasonal & Holiday Sets,Product Sales
78002007,2025-10-05,DKK,-1596035.1,-214232.9,Credit,36272,CC104,Amazon,LEGO Collectible Minifigures Series,Product Sales
78002007,2025-11-30,DKK,101027.85,13560.79,Debit,36272,CC106,Educational Insights,LEGO Accessories Packs,Product Sales
78002007,2025-06-13,DKK,2899977.85,389258.77,Debit,36272,CC103,Carrefour,LEGO Accessories Packs,Product Sales
78002007,2025-01-28,DKK,9581.42,1286.1,Debit,36272,CC102,Smithsonian Institution,LEGO Accessories Packs,Product Sales
78002007,2025-05-09,DKK,-672965.69,-90330.97,Credit,36272,CC104,Hamleys,LEGO Keychains,Product Sales
78002007,2025-10-06,DKK,1300268.1,174532.63,Debit,36272,CC101,John Lewis Partnership,LEGO Brick Separators,Product Sales
78002007,2025-09-16,DKK,1460572.03,196049.94,Debit,36272,CC100,John Lewis Partnership,LEGO Brick Separators,Product Sales
78002007,2025-09-16,DKK,-1395350.65,-187295.39,Credit,36272,CC107,The LEGO Foundation,LEGO Education Kits,Product Sales
78002007,2025-02-05,DKK,-97431.77,-13078.09,Credit,36272,CC102,Walmart,LEGO Education Kits,Product Sales
78002007,2025-03-04,DKK,68993.83,9260.92,Debit,36272,CC107,The LEGO Foundation,LEGO Education Kits,Product Sales
78002007,2025-04-30,DKK,6255416.39,839653.21,Debit,36272,CC100,The LEGO Foundation,LEGO Gear & Apparel,Product Sales
78002007,2025-01-10,DKK,-6476.09,-869.27,Credit,36272,CC100,The LEGO Foundation,LEGO Puzzle and Board Games,Product Sales
78002007,2025-12-03,DKK,1279954.92,171806.03,Debit,36272,CC101,"Toys ""R"" Us",LEGO Puzzle and Board Games,Product Sales
78002007,2025-01-28,DKK,1117342.08,149978.8,Debit,36272,CC100,The LEGO Foundation,LEGO Puzzle and Board Games,Product Sales
78002007,2025-03-29,DKK,-735438.32,-98716.55,Credit,36272,CC107,Smithsonian Institution,LEGO Books & Magazines,Product Sales
78002007,2025-07-03,DKK,735438.32,98716.55,Debit,36272,CC101,The LEGO Foundation,LEGO Books & Magazines,Product Sales
78002007,2025-08-30,DKK,1555237.55,208756.72,Debit,36272,CC104,Carrefour,LEGO Video Games,Product Sales
78002007,2025-03-16,DKK,4886.87,655.96,Debit,36272,CC106,John Lewis Partnership,LEGO Monkie Kid Playsets,Product Sales
78002007,2025-09-28,DKK,2074961.38,278518.31,Debit,36272,CC102,Hamleys,LEGO Monkie Kid Playsets,Product Sales
78002007,2025-04-21,DKK,8558123.14,1148741.36,Debit,36272,CC102,Hamleys,LEGO Monkie Kid Playsets,Product Sales
78002007,2025-06-04,DKK,161669.92,21700.66,Debit,36272,CC105,John Lewis Partnership,LEGO Gift Cards,Product Sales
78002007,2025-08-29,DKK,2239.88,300.66,Debit,36272,CC105,John Lewis Partnership,LEGO Gift Cards,Product Sales
78002007,2025-02-09,DKK,-100900.05,-13543.63,Credit,36272,CC101,John Lewis Partnership,LEGO Stationery,Product Sales
78002007,2025-07-04,DKK,-1561078.51,-209540.74,Credit,36272,CC108,John Lewis Partnership,LEGO City Stuntz Sets,Product Sales
78002007,2025-10-27,DKK,1345992.13,180670.08,Debit,36272,CC109,The LEGO Foundation,LEGO City Stuntz Sets,Product Sales
78002007,2025-05-24,DKK,-75058.38,-10074.95,Credit,36272,CC109,"Toys ""R"" Us",LEGO Advent Calendars,Product Sales
78002007,2025-01-17,DKK,-1380063.75,-185243.46,Credit,36272,CC108,Walmart,LEGO Advent Calendars,Product Sales
78002007,2025-12-14,DKK,-15400.72,-2067.21,Credit,36272,CC101,John Lewis Partnership,LEGO Wearable Watches,Product Sales
78002007,2025-12-21,DKK,89544.31,12019.37,Debit,36272,CC104,Amazon,LEGO Movie Tie-in Sets,Product Sales
78002007,2025-11-29,DKK,211716.75,28418.36,Debit,36272,CC109,Target,LEGO Movie Tie-in Sets,Product Sales
78002007,2025-07-07,DKK,214.12,28.74,Debit,36272,CC105,Amazon,LEGO Movie Tie-in Sets,Product Sales
78002007,2025-07-24,DKK,-338154.27,-45389.83,Credit,36272,CC100,John Lewis Partnership,LEGO Personalized Bricks,Product Sales
78002007,2025-07-09,DKK,-75152.35,-10087.56,Credit,36272,CC100,John Lewis Partnership,LEGO Personalized Bricks,Product Sales
78002007,2025-10-24,DKK,1955350.19,262463.11,Debit,36272,CC100,John Lewis Partnership,LEGO Personalized Bricks,Product Sales
78002007,2025-01-28,DKK,-206005.24,-27651.71,Credit,36272,CC106,Walmart,LEGO Build & Store Workshops,Product Sales
78002007,2025-05-07,DKK,2718426.2,364889.42,Debit,36272,CC105,Carrefour,LEGO Build & Store Workshops,Product Sales
78002007,2025-03-20,DKK,10772.78,1446.01,Debit,36272,CC105,Target,LEGO Digital Building Apps,Product Sales
78002007,2025-03-25,DKK,-122750.15,-16476.53,Credit,36272,CC101,John Lewis Partnership,LEGO Discovery STEM Sets,Product Sales
78002007,2025-09-08,DKK,-341777.89,-45876.23,Credit,36272,CC104,Hamleys,LEGO Discovery STEM Sets,Product Sales
78002007,2025-01-16,DKK,-104.81,-14.07,Credit,36272,CC102,Target,LEGO Architecture Skyline Sets,Product Sales
78002007,2025-03-09,DKK,-188175.82,-25258.5,Credit,36272,CC109,Carrefour,LEGO Brick Storage Heads,Product Sales
78002007,2025-12-02,DKK,-1109955.07,-148987.26,Credit,36272,CC103,Hamleys,LEGO Mindstorms Robotics Kits,Product Sales
78002007,2025-04-17,DKK,59384.37,7971.06,Debit,36272,CC101,John Lewis Partnership,LEGO Mindstorms Robotics Kits,Product Sales
78002007,2025-08-12,DKK,285268.95,38291.13,Debit,36272,CC103,Hamleys,LEGO Mindstorms Robotics Kits,Product Sales
78002007,2025-07-30,DKK,2510153.52,336933.36,Debit,36272,CC105,Hamleys,LEGO Mindstorms Robotics Kits,Product Sales
78002007,2025-02-27,DKK,-908540.34,-121951.72,Credit,36272,CC108,Walmart,LEGO Mosaic Maker Kits,Product Sales
78002007,2025-03-23,DKK,358548.68,48127.34,Debit,36272,CC108,Walmart,LEGO Mosaic Maker Kits,Product Sales
78002007,2025-11-26,DKK,-1347554.54,-180879.8,Credit,36272,CC101,The LEGO Foundation,LEGO Retail Store Experiences,Product Sales
78002007,2025-12-15,DKK,-6271.89,-841.86,Credit,36272,CC101,The LEGO Foundation,LEGO Retail Store Experiences,Product Sales
78002007,2025-08-07,DKK,-398770.22,-53526.2,Credit,36272,CC101,The LEGO Foundation,LEGO Retail Store Experiences,Product Sales
78002007,2025-10-04,DKK,11880.93,1594.76,Debit,36272,CC101,The LEGO Foundation,LEGO Retail Store Experiences,Product Sales
78002007,2025-10-19,DKK,198427.35,26634.54,Debit,36272,CC106,Walmart,LEGO Events & Parties,Product Sales
78002007,2025-06-25,DKK,-71063.44,-9538.72,Credit,36272,CC104,Educational Insights,LEGO Branded Home Decor,Product Sales
78002007,2025-12-18,DKK,-2113794.2,-283730.77,Credit,36272,CC104,Smithsonian Institution,LEGO Branded Home Decor,Product Sales
78002007,2025-12-16,DKK,2130442.87,285965.49,Debit,36272,CC104,Educational Insights,LEGO Branded Home Decor,Product Sales
78002007,2025-03-26,DKK,1629.75,218.76,Debit,36272,CC104,Educational Insights,LEGO Branded Home Decor,Product Sales
78002008,2025-11-21,EUR,-607320134.69,-81519481.17,Credit,36272,CC100,Educational Insights,LEGO City Playsets,Product Sales
78002008,2025-01-28,EUR,10352197.0,1389556.64,Debit,36272,CC107,Smithsonian Institution,LEGO City Playsets,Product Sales
78002008,2025-11-21,EUR,143437.81,19253.4,Debit,36272,CC100,Educational Insights,LEGO City Playsets,Product Sales
78002008,2025-01-17,EUR,437790294.11,58763797.87,Debit,36272,CC107,Smithsonian Institution,LEGO City Playsets,Product Sales
78002008,2025-05-10,EUR,18323776.61,2459567.33,Debit,36272,CC107,Smithsonian Institution,LEGO City Playsets,Product Sales
78002008,2025-05-30,EUR,-25212667.52,-3384250.67,Credit,36272,CC108,Educational Insights,LEGO Friends Playsets,Product Sales
78002008,2025-08-31,EUR,49822587.3,6687595.61,Debit,36272,CC109,Carrefour,LEGO Friends Playsets,Product Sales
78002008,2025-05-12,EUR,32399073.5,4348868.93,Debit,36272,CC102,Smithsonian Institution,LEGO Technic Sets,Product Sales
78002008,2025-05-07,EUR,30154358.23,4047564.86,Debit,36272,CC105,Walmart,LEGO Technic Sets,Product Sales
78002008,2025-10-05,EUR,-8674790.39,-1164401.39,Credit,36272,CC103,Carrefour,LEGO Harry Potter Sets,Product Sales
78002008,2025-08-23,EUR,32016840.57,4297562.49,Debit,36272,CC100,"Toys ""R"" Us",LEGO Harry Potter Sets,Product Sales
78002008,2025-01-21,EUR,180971.92,24291.53,Debit,36272,CC102,Carrefour,LEGO Classic Brick Boxes,Product Sales
78002008,2025-01-13,EUR,-34618484.49,-4646776.44,Credit,36272,CC103,Walmart,LEGO DUPLO Sets,Product Sales
78002008,2025-11-26,EUR,-4597184.24,-617071.71,Credit,36272,CC101,Educational Insights,LEGO DUPLO Sets,Product Sales
78002008,2025-10-28,EUR,-10242496.37,-1374831.73,Credit,36272,CC105,Target,LEGO DUPLO Sets,Product Sales
